CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
1	1739	28.031	0.000	0.7007	0.5183	1
2	454	-123.068	0.000	0.7568	0.5884	1
4	96	0.000	0.000	0.7615	0.5940	1
4	145	-16.011	0.000	0.7367	0.6159	1
4	370	30.988	0.000	0.7478	0.6260	1
4	372	41.938	0.000	0.7457	0.5261	1
4	383	27.941	0.000	0.7147	0.3957	1
4	474	41.956	0.000	0.7310	0.3612	1
4	480	63.998	0.000	0.8225	0.8246	1
4	577	14.016	0.000	0.8873	0.7943	1
4	1036	41.956	0.000	0.7391	0.3768	1
4	1114	-31.042	0.000	0.8201	0.5567	1
4	1160	30.988	0.000	0.7314	0.5940	1
4	1168	0.000	0.000	0.9400	0.7764	1
4	1435	1.979	0.000	0.8947	0.6945	1
4	1568	31.972	0.000	0.7130	0.6367	1
4	2271	0.000	0.000	0.9406	0.7359	1
4	2350	17.956	0.000	0.7335	0.6202	1
4	2537	15.977	0.000	0.7103	0.4327	1
4	2779	-32.026	0.000	0.8887	0.7667	1
4	2803	0.000	0.000	0.9616	0.8779	1
4	2935	41.956	0.000	0.7433	0.3747	1
4	3020	-1.996	0.000	0.8564	0.7169	1
4	3087	-233.091	0.000	0.8329	0.6872	1
4	3304	15.977	0.000	0.8215	0.6689	1
4	3322	-14.016	0.000	0.9061	0.8281	1
4	3791	-2.006	0.000	0.8281	0.7058	1
4	3885	63.992	0.000	0.8152	0.8302	1
4	3972	0.000	0.000	0.9598	0.7981	1
4	4017	-102.050	0.000	0.7758	0.4842	1
4	4303	41.941	0.000	0.7494	0.5379	1
5	211	44.026	0.000	0.8920	0.5917	1
5	822	-12.037	0.000	0.8946	0.6182	1
5	1011	15.994	0.000	0.9033	0.6228	1
5	1207	22.042	0.000	0.8009	0.4522	1
5	1220	-10.022	0.000	0.8721	0.5638	1
5	1798	2.014	0.000	0.8786	0.5347	1
5	1843	227.417	0.000	0.7557	0.3732	1
5	1995	282.255	0.000	0.7657	0.6489	1
5	2010	282.255	0.000	0.7657	0.6489	1
5	2185	28.030	0.000	0.8896	0.6335	1
