cluster index	parent mass	RTMean
306	176.1432991027832	3.89793085
307	317.1017761230469	5.1829432
308	280.18994903564453	4.15279265
309	418.2064412434896	1.8547855
310	398.2743988037109	3.9034434
311	392.2270965576172	3.7851775
312	273.184814453125	5.282870283333334
313	216.07849502697752	2.6050655000000003
314	315.14117431640625	3.2162331000000006
315	430.2648671468099	3.2721704166666665
316	278.1382802327474	2.9109009666666665
317	360.1281051635742	2.95521
318	269.1353149450684	3.9051941
319	391.2627624511719	7.3209751
320	431.35250854550776	11.9949842
321	312.9994506835937	0.52949478
322	444.280029296875	3.1189642
323	238.09290313720703	2.3759764
324	392.1705093383789	2.4206759
325	184.00289916992188	0.59814666
326	307.2018737792969	2.2129642666666665
327	239.96655750550843	1.4906995374999998
328	210.0971908585069	0.97635632
329	637.3180287719728	6.0846489
330	762.5479125976562	11.4308846
331	325.2370198567708	4.2016029
332	184.03711191837564	1.3507995333333334
333	450.17523193359375	3.2922579
334	297.24242859073485	6.07431508
335	439.2311139884731	4.018584571428571
336	353.20662689208984	2.0542516
337	352.2121124267578	3.89025915
338	486.4152374267578	9.7929613
339	385.1609497070313	2.85894105
340	579.2975769042969	3.98393545
341	645.4688491821289	11.12743175
342	669.4182624816895	9.7721191875
343	301.0344543457031	2.9582837000000004
344	233.15361328156737	4.88869292
345	236.1279172925415	2.4146188
346	478.1697845458984	4.7996873
347	516.2651519775391	3.0063118500000003
348	175.02370961507162	0.8245065166666666
349	256.1907196044922	3.1135767000000003
350	124.11198444366455	2.9093503300000005
351	336.8435465494792	0.5505868116666667
352	507.2413177490234	3.63821695
353	140.10715942497558	1.31600761
354	200.1641019185384	1.6344545666666666
355	212.164389038086	2.73973084
356	806.5774765030517	11.29964825
357	510.2114410400391	3.3063044
358	433.3102086385091	9.88903885
359	229.15474090673828	0.871595776
360	142.12281494228515	1.07056887
361	447.219604493103	4.172166025
362	290.2112579345703	5.1463131
363	632.4422973632812	9.14875212
364	251.1389503479004	1.93047325
365	277.21623535361323	7.075884019999999
366	348.27470169534297	5.0359695
367	729.3660659790039	4.893926425
368	584.3565063476562	3.69862905
369	422.311279296875	7.2608219
370	310.2376912456665	5.094249583333334
371	222.1124582290649	2.3865927125
372	289.14884186071777	3.719210125
373	608.4880065917969	10.687789
374	593.2781677246094	3.5761174
375	465.7775421142578	3.4100101
376	307.1658706775105	2.131414883333333
377	421.7510070800781	3.26962355
378	333.2285919189453	1.87005805
379	861.4912211294488	8.319462233333333
380	168.10141839232722	4.172400355555555
381	771.504155485433	8.798002
382	794.5311660924071	10.46087725
383	737.4430440266927	9.820727233333336
384	774.5631943014528	10.83680475
385	650.5360514358723	11.779332666666669
386	270.1548071967231	2.076743788888889
387	368.1480865478516	3.74886105
388	216.12335205314128	1.2233150555555554
389	903.4884033203124	8.7253197
390	376.30592515926105	5.046065366666666
391	426.1886596679688	3.95194305
392	290.1382141113281	3.26434332
393	356.2799781855164	6.292594230000001
394	292.1091995239258	4.177641449999999
395	614.5342508951823	11.049884999999998
396	809.433471700358	6.077884633333333
397	338.1962890625	3.1585426
398	382.3315582275391	7.73412925
399	466.26500701904297	4.1801145
400	249.15961837768555	3.1047362
401	254.06565475463867	2.1964531
402	302.1404495239258	2.6554635
403	393.2781397501628	8.911878966666666
404	542.4428202311198	10.501945333333332
405	877.5311889648438	7.7670656
406	216.1593215942383	3.91327402
407	551.4253896077474	9.25844475
408	346.1647313435872	3.7613112666666666
409	214.14372635116567	2.3679815875
410	258.1529510498047	3.69405406
411	404.16907501220703	4.1637708
412	208.13320875260544	4.3862586875
413	796.5437774658203	10.00405105
414	639.1911865234375	4.31884888
415	280.18995666503906	4.15279265
416	537.5357086181641	11.0739732
417	324.25333404541016	3.93942745
418	293.2107467651367	7.309807220000001
419	198.1487594604492	2.13884172
420	556.4952087402344	11.738059
421	724.4113922119141	4.896876450000001
422	258.1330769871012	1.81244545
423	725.2078450520834	2.2911171666666665
424	350.1952362060547	3.10976015
425	537.5358734130859	10.892118900000002
426	830.5575561523438	8.837946
427	332.242858889974	6.409828283333334
428	263.23700460013833	9.460449077777778
429	793.5455169677734	11.176334
430	588.3584442138672	4.194709250000001
431	179.1242914199829	1.0602750875000002
432	583.4148951939175	9.045446742857145
433	725.3732605120849	5.9045478
434	364.1759796142578	3.37537195
435	353.2671318054199	8.104939774999998
436	347.25585556274416	8.899340825
437	429.1729736328125	3.72439125
438	449.2133255004883	4.478051
439	289.2159703572591	9.102481866666666
440	201.12887573242188	2.6002799599999995
441	521.2565460205078	3.75353605
442	143.12609227498373	1.6017871
443	373.1469421386719	3.0377115
444	211.08384704589844	0.6003989733333334
445	412.2174530029297	3.5051671749999995
446	374.1442260742188	3.29295045
447	615.4582672119141	11.031103
448	826.5181020100912	10.147795333333333
449	234.20642852783203	3.9684080125
450	575.3115844726562	3.9453224
451	797.5165642654894	11.107870111111112
452	285.22114817301434	9.603904933333332
453	190.06283950805664	2.34514955
454	840.5451660258789	8.78846875
455	361.089054107666	2.229324675
456	287.0549672453003	3.645989550000001
457	327.2161989220963	6.763438912500001
458	490.2854690551758	2.4195428000000003
459	214.9175827026367	1.50646546
460	323.16315842614745	3.72744805
461	233.1535797119141	2.8448026
462	377.1779441833496	2.457934125
463	364.1961135864258	3.0148462
464	335.2195312506836	6.39039938
465	387.19341278769934	3.616537
466	639.4018005441407	9.52309502
467	795.412841803711	6.45348275
468	519.2409362792969	4.827636099999999
469	435.2256342598877	0.9821269966666668
470	359.21791687370603	0.769889212
471	502.44720458984375	11.6839075
472	362.1591389973958	3.26416905
473	615.4038543733783	9.047416371428572
474	424.3422546386719	7.5156557
475	287.05516052246094	2.57725335
476	344.24339008358004	5.7694973125
477	537.4124450683594	9.676762675
478	244.11800384592985	0.7835113685714286
479	454.22480392456055	4.171385275
480	270.20628356933594	4.0307362
481	402.321246343457	7.767918159999999
482	671.4847625823975	10.966362
483	198.05304413081052	1.33320086
484	426.0517883300781	2.5825156
485	230.9902191162109	0.7151336483333334
486	420.3318176269531	8.381766500000001
487	500.4309463515625	10.0584805
488	839.5532646368713	10.07452
489	317.20731353759766	0.9726892216666668
490	608.4737803141276	10.058426833333334
491	292.2011744187622	1.5455090333333334
492	967.558692086046	10.180381555555556
493	423.32643636067706	10.466426
494	341.1553268432617	3.725841925
495	615.40185546875	8.53606744
496	328.248046875	3.70318005
497	369.1179885864258	3.46011795
498	472.3998222377014	10.0346135
499	337.96930541992185	0.508886816
500	287.8881378173828	0.492814792
501	693.345458984375	5.838103366666666
502	878.5470842633929	9.652603642857144
503	319.22340241145014	8.24011583
504	483.2978820800781	3.062351
505	824.551071170939	8.798440433333335
506	762.4932657877604	10.172475833333332
507	399.246208190918	3.4890794
508	640.5510864257812	10.7471935
509	202.122652053833	2.923681575
510	523.399169921875	8.6505701
511	806.5580749511719	10.1858765
512	279.23187942748416	6.50939594
513	494.2345886230469	0.81283696
514	798.5670776461182	10.319447750000002
515	283.1526336735229	4.07653645
516	628.5516662597656	11.455630166666666
517	376.2694320678711	5.78089015
518	302.14239501953125	2.6758409000000003
519	288.1593526204427	3.9495798
520	287.0548858642578	4.48329685
521	583.4149119059244	7.578270166666667
522	843.4845825195313	8.82742426
523	377.3054896782226	9.761902514285714
524	432.3684692382813	10.107523
525	374.1086654663086	2.3019892
526	341.2091064453125	8.253379183333335
527	265.1983757019043	3.43841835
528	631.3013305664062	4.1419294
529	182.117527008728	4.3432697625
530	277.6466979980469	3.32356185
531	255.9410377502441	0.5143296580000001
532	749.444325764974	9.6264824
533	181.1222818163893	4.365485488888889
534	325.1127960228516	1.5681495
535	790.5452881017761	10.97838
536	486.41448974609375	9.2321056
537	610.5044860839844	11.031103
538	658.3278656005859	4.914899200000001
539	232.0736083984375	2.2571629
540	751.5343526204427	10.492746333333336
541	331.1657409667969	3.453424933333334
542	574.5034790039062	10.715698
543	594.3178863525391	7.2379555
544	532.3480560302735	7.515693280000001
545	315.22728983679195	0.6870924566666666
546	586.3426208496094	4.852232849999999
547	347.1842689561157	5.6225069875
548	140.10713806235353	1.6494685400000002
549	656.2268890380859	10.3690042
550	216.9507789631551	1.2626748333333333
551	634.5079244101563	10.417941333333331
552	321.24233398625495	7.62625994
553	726.4304504394531	9.0338822
554	534.3123779296875	2.5620231
555	596.2178649902344	2.81848265
556	198.11260509638976	1.2028477
557	436.19482421875	3.41421925
558	478.3740234375	9.2868226
559	554.2837524414062	3.294583466666667
560	121.028489112854	2.72215005
561	575.2662455240885	10.277182000000002
562	215.1430549621582	4.89676395
563	779.4180297956543	6.31839815
564	356.3157806407877	8.891098366666668
565	532.3484375	7.36831952
566	790.4578247070312	6.4352622
567	549.37652588208	10.1227315
568	328.2844573974609	8.087237479999999
569	746.4864769062499	6.619059062500001
570	308.27002868652346	2.2151225
571	330.22627410888674	5.487623340000001
572	631.4539337158203	9.80013635
573	286.1436462406616	5.460611674999999
574	788.5432739298584	10.4405376
575	275.200346206638	7.767840433333333
576	514.4120585123698	10.443066666666668
577	177.05445575727083	2.443764225
578	320.14933014508057	3.093978775
579	259.0959167480469	3.1560295
580	384.2589263916016	3.9034434
581	360.31105499370113	7.05323853
582	330.2636154174805	7.755279689999999
583	299.2007548014323	9.843793266666667
584	415.1020431518554	4.7996873
585	208.13311331612724	2.333188142857143
586	126.091338348526	4.14961058
587	302.3056182875279	7.066915214285714
588	386.15931193033856	2.403498633333333
589	793.3958740234375	6.8197032
590	551.4255777994791	9.25844475
591	720.4436340332031	8.5873247
592	198.0528999342652	1.5239341699999998
593	386.2903442382813	6.560554166666667
594	584.457763671875	10.398296
595	280.13880157470703	3.56237695
596	665.3142013570557	5.697440325
597	442.2656097412109	4.0140853
598	127.1118625653839	3.72579296
599	313.27325745034176	8.74594577
600	450.1391372680664	4.7996873
601	462.1820271809896	0.6336478933333334
602	790.5219192538046	9.484015133333331
603	230.03367233276367	1.5214789
604	304.1540412902832	3.062060475
605	271.1148178103638	2.97202232
606	525.2304992675781	3.26417885
607	228.2070426940918	1.304362275
608	437.1449737548828	2.329204
609	464.2123260498047	2.344215
610	324.28987274375	8.46541703
611	275.1966156005859	1.56815682
612	464.1917114257813	3.62055465
613	594.5091807076009	11.596636666666669
614	500.3591423064576	8.095954025000001
615	502.28540802001953	3.0004098
616	358.2010192871094	5.157742299999999
617	182.11933441162108	8.0688314
618	575.3120727539062	4.1064651
619	353.3050720214844	9.537142159999998
620	814.5588531640624	8.8048776
621	398.2021247880433	2.47026223
622	350.2315673828125	3.8767391
623	261.1848480224609	6.00202964
624	324.29003143310547	6.6725676
625	550.3883209228516	8.05925425
626	300.2169837983704	4.354820275
627	311.2213638324708	5.462383099999999
628	462.19762420654297	3.56126435
629	581.3981170712077	8.791608266666666
630	238.1799468994141	3.6595501
631	722.3943023681641	5.219442
632	370.331665041626	8.909850516666667
633	718.4646606445312	9.1933458
634	409.2551330624512	6.22502068
635	805.5073852539062	10.873766
636	140.10702684221735	2.5534809333333333
637	388.21131897283936	4.0343998
638	251.20046119706728	7.289813
639	365.1054351806641	0.651891854
640	342.2999099739624	8.089452869999999
641	589.4108810424805	10.29042375
642	256.13253021240234	4.14166465
643	615.4417877197266	8.67040145
644	638.5357360839844	11.0253395
645	585.4535217285156	10.896773
646	499.2069549560547	4.2007081
647	187.1155708317566	1.62786136
648	617.4745025634766	10.7617165
649	544.2621032714844	2.98901602
650	527.2657928466797	3.3047102
651	443.7644958496094	3.3416825
652	240.15443725585936	2.0565958
653	253.1002216339112	1.840057525
654	336.2280578624878	1.940391725
655	124.11167653401692	3.823510711111111
656	430.1288299560547	3.6179369
657	711.3192138671875	5.3944023
658	245.13840484836427	3.72723548
659	328.21150970458984	4.177641449999999
660	362.2533874511719	5.775500599999999
661	416.2857055664063	2.6637761285714285
662	632.4434082046387	9.35535444
663	499.120719909668	4.83976325
664	297.24248250553387	11.151700111111111
665	512.249267578125	3.24559675
666	668.5075073242188	11.156674
667	456.2434387207031	3.9004507
668	432.2957305908203	5.5283731
669	214.14364369710287	1.619622033333333
670	126.09155044566651	1.32436819
671	295.1624755859375	2.9292032666666667
672	281.2476699836426	7.981505269999999
673	356.2065734863281	3.968603333333333
674	587.4680328390299	11.1628935
675	761.4057464681396	7.0050352
676	400.93857421875	0.490626514
677	827.490005503418	9.78299842
678	463.2146809895833	3.2065890333333336
679	189.0513900840454	1.3641698000000002
680	655.4922058149414	11.771229
681	827.4896728654785	8.91106822
682	286.201248172869	3.7732088142857134
683	609.4515502929687	10.2213216
684	600.3580627441406	4.852232849999999
685	447.2195625305176	4.172166025
686	144.1017463684082	3.09564474
687	345.2020009358724	1.1321888
688	590.4811096191406	11.170122333333332
689	615.4573364257812	11.031103
690	561.4880523747559	10.7368855
691	181.12213745170288	7.256364060000001
692	346.29568710358274	7.19671213
693	266.2111167940064	4.52916895
694	365.08410415680544	2.05189625
695	398.36280059878106	9.551036085714289
696	282.2056884765625	4.08114
697	394.1878763834636	8.226146533333333
698	363.1624145507813	1.99448315
699	815.2026977539062	4.488403099999999
700	470.38468170166016	9.6124073
701	659.3320129394531	4.55508264
702	322.21252187093097	1.7162057666666668
703	654.5673904468384	11.8147165
704	668.5433960142578	11.4190628
705	328.19643656656905	2.30756265
706	209.07839050545653	2.8441806400000003
707	356.2278060913086	3.1189642
708	249.12348175048828	1.59124115
709	722.4583129882812	8.7673048
710	381.3376791824952	10.137395714285717
711	287.2367858886719	7.896618066666666
712	335.1100959777832	1.970445375
713	295.1904022216797	6.782808470000001
714	423.3472076437988	11.212078600000002
715	300.2167460134277	3.411698533333334
716	244.14361953735352	3.227624
717	372.27422485722656	6.79353528
718	168.10201721274416	1.32386988
719	388.12376403808594	2.7114323
720	248.1272487640381	3.3567854
721	377.17132568359375	1.5743965
722	282.2061828613281	4.260543279999999
723	699.3565673828125	5.4965495
724	315.2531365318739	7.197221355555556
725	318.1703224182129	4.40974575
726	366.336430867513	7.545316916666667
727	678.5698852582194	11.785271666666668
728	228.12471336784145	1.962060542857143
729	723.427881881063	9.570384266666668
730	307.2262298592285	6.57623332
731	352.1504669189453	3.8707548
732	779.4159342584635	6.970785533333334
733	435.2891204833985	7.312806019999999
734	591.4977213541666	11.195312666666666
735	358.168083190918	2.8702222500000003
736	368.1491546658936	4.3597509
737	287.16004943847656	0.50845244
738	272.1491241455078	1.583430725
739	252.12267875671387	1.958678775
740	265.19834899902344	3.46977025
741	346.11289978027344	2.7967516
742	716.5228607180176	9.94917311
743	363.162841796875	2.19919435
744	581.1504516601562	2.79571
745	611.2877807617188	3.566052
746	236.164052327474	3.268825233333333
747	159.12091573079428	1.5538822
748	556.4214782714844	10.3977645
749	358.16495513916016	6.2463788000000005
750	717.4150390661621	9.06537758
751	721.4529968304199	10.2593898
752	488.3951670371093	8.678564933333332
753	236.07951736450195	1.5538975499999998
754	465.2607147216797	8.3278388
755	894.5404663244628	9.20344145
756	591.4987538655599	11.709373166666667
757	446.31139373779297	5.523216849999999
758	937.58505859375	11.7931743
759	796.5464986165365	10.409355333333336
760	335.21913604841313	7.752606389999999
761	609.1813659667969	3.2171833000000003
762	298.1544952392578	3.47319
763	329.31592450823103	8.004404000000001
764	344.14924875966386	5.614198833333333
765	320.14816665649414	2.269049625
766	534.4881083170573	11.398434333333334
767	173.1173267364502	6.592126625000001
768	158.08125	1.7662011199999998
769	203.00378926595053	0.71495066
770	629.473642985026	11.544082333333334
771	376.31920369466144	9.4599114
772	780.5535147530692	11.64528342857143
773	328.24796753138423	5.13941113
774	880.5250244140625	9.0442592
775	451.1587829589844	3.1551943
776	330.1915283203125	3.1189642
777	277.1278991699219	4.64516298
778	346.16493860942586	3.4652552166666664
779	298.15435791015625	3.8333877
780	294.1338005076904	2.46231745
781	404.1700744628906	4.3797976
782	146.05394516635744	0.957960217
783	572.3268127531738	4.859529725
784	898.533447265625	8.7367696
785	158.08133697509766	1.52312
786	228.1594390869141	1.4708752500000002
787	370.1707397460938	2.09990412
788	885.4783782958984	9.032079
789	578.3380126953125	2.69089215
790	433.1612854003906	3.1191914
791	372.1802724202474	4.692240233333333
792	210.0971351623535	0.6551772760000001
793	202.1075416586914	0.816338247
794	296.2583109545695	5.839410333333333
795	775.4227294921875	7.9443478
796	279.1439437866211	1.9336731
797	420.1866119438599	2.5677021800000004
798	407.2582346630045	5.483397177777778
799	273.1852722167969	5.84379893
800	409.1830410457764	2.7225269666666665
801	306.2790876128802	9.157704328571429
802	327.2164047254395	5.966613720000001
803	347.2374788927918	6.899377483333333
804	177.16321563720703	3.2614526
805	265.2006530761719	3.13975575
806	723.429046634196	9.656556966666669
807	367.2632171687012	8.299685409999999
808	544.4207305908203	10.159567
809	584.4221252658205	9.33951954
810	292.22483317057294	6.29931235
811	301.12548828125	1.967173475
812	859.479296882129	7.99082814
813	426.2324485853576	4.082573050000001
814	182.1173553469645	4.100848266666667
815	482.2596282976684	3.3300607
816	551.1999664306641	4.1106285
817	293.210920715332	6.81029991
818	526.4072774294433	10.167467666666663
819	279.23165130615234	8.07253923
820	919.5211639404296	8.8437011
821	476.1764717102051	3.4644118
822	139.9148826599121	0.592495565
823	332.2795359300944	7.226411511111111
824	456.2806701660156	4.4957083
825	618.426015218099	7.7056925833333345
826	222.11245155334475	2.38488675
827	732.561269124349	11.124176666666669
828	360.2020263671875	3.0959713
829	360.1651331583659	2.864951583333333
830	144.05747604370117	2.00617165
831	335.23712158203125	7.5977319
832	376.2685317993164	6.1673834
833	279.23187561035155	7.499704719999999
834	193.034283955892	0.82445964
835	800.6179402719321	11.3034585
836	493.35077286727903	8.689631625
837	418.2863349914551	8.688086199999999
