CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
328	588	16	0.7496	-13.980
588	4120	16	0.759	-23.017
142	256	16	0.9748	23.016
256	4120	16	0.7328	-64.043
547	984	16	0.8206	-15.977
609	984	16	0.7424	113.981
894	1414	16	0.9042	-88.931
142	680	16	0.8343	-1.001
142	328	16	0.7211	-4.030
142	894	16	0.8014	-15.978
2494	3978	17	1.0	0.002
1997	3978	17	0.8437	-136.071
2038	3978	17	0.8908	0.002
3978	4094	17	1.0	-0.000
76	3978	17	0.8569	-136.071
81	3978	17	0.9236	0.002
2494	4094	17	1.0	0.002
1997	2494	17	0.8437	-136.073
2038	2494	17	0.8908	0.000
76	2494	17	0.8569	-136.073
81	2494	17	0.9236	-0.000
76	81	17	0.9098	-136.073
81	1997	17	0.8784	136.073
81	2038	17	0.8862	-0.001
81	4094	17	0.9236	0.002
1997	2038	17	0.8222	-136.073
1997	4094	17	0.8437	-136.071
76	1997	17	0.8968	0.000
76	2038	17	0.8423	-136.073
76	4094	17	0.8569	-136.071
2038	4094	17	0.8908	0.002
2660	2895	18	0.845	-22.078
2660	3519	18	0.845	-22.078
1366	2660	18	1.0	-0.000
117	2660	18	1.0	0.000
295	2660	18	0.8364	42.010
2847	4177	18	1.0	0.000
2858	4177	18	0.9642	-35.037
3205	4177	18	0.9756	0.015
1739	4177	18	0.9232	-17.027
1749	4177	18	0.9232	-17.027
4177	4188	18	0.9774	-0.000
12	4177	18	0.9774	0.000
40	4177	18	0.9498	-35.037
89	4177	18	0.9378	-17.026
93	4177	18	0.9504	-162.053
113	4177	18	0.935	-180.063
161	904	18	0.7955	19.969
161	997	18	0.9107	33.984
161	1152	18	0.8217	14.016
161	2144	18	1.0	-0.000
161	2403	18	0.7926	27.995
161	2668	18	0.9107	33.984
161	2941	18	0.8172	27.995
161	3113	18	0.8046	27.995
161	3938	18	0.9107	33.984
12	113	18	0.94	180.063
40	113	18	0.9577	145.026
93	113	18	0.9512	18.011
113	1739	18	0.9181	-163.037
113	1749	18	0.9181	-163.037
113	2847	18	0.935	-180.063
113	2858	18	0.9652	-145.026
113	3205	18	0.937	-180.078
113	4188	18	0.94	-180.063
1326	1663	18	0.9156	-12.037
1548	1663	18	0.9323	10.980
1663	2871	18	0.9293	90.047
2668	2871	18	0.9164	100.053
2871	3938	18	0.9164	-100.053
1198	2871	18	0.9061	86.037
1326	2871	18	0.9106	78.010
1548	2871	18	0.9154	101.027
93	2871	18	0.9328	-14.016
997	2871	18	0.9164	100.053
117	295	18	0.8364	-42.010
117	1366	18	1.0	0.000
117	2895	18	0.845	-22.078
117	3519	18	0.845	-22.078
997	1198	18	0.8944	14.016
997	1588	18	0.8815	10.042
997	2144	18	0.9107	-33.985
997	2668	18	1.0	-0.000
997	3938	18	1.0	0.000
2403	3113	18	0.9357	0.000
2798	3113	18	0.8766	-17.029
2941	3113	18	0.9543	0.000
3113	3114	18	0.8707	17.027
3113	3283	18	0.8285	-14.016
3113	3485	18	0.8564	-162.052
2144	3113	18	0.8046	27.996
1044	3113	18	0.8766	-17.029
376	801	18	0.8325	132.042
376	1301	18	0.7865	-45.969
376	2505	18	0.9657	0.000
376	2567	18	1.0	-0.000
376	2868	18	0.823	-136.015
376	4093	18	0.8116	21.984
3641	3642	18	0.8475	9.944
295	3642	18	0.7926	63.992
1739	1749	18	1.0	0.000
1739	2847	18	0.9232	-17.027
1739	2858	18	0.9401	18.010
1739	3205	18	0.928	-17.042
1739	4188	18	0.9207	-17.027
12	1739	18	0.9207	17.027
40	1739	18	0.9305	-18.010
89	1739	18	0.9239	0.000
2847	2858	18	0.9642	35.037
2858	3205	18	0.9621	-35.052
2858	4188	18	0.9626	-35.037
1749	2858	18	0.9401	18.010
12	2858	18	0.9626	35.037
40	2858	18	0.975	0.000
89	2858	18	0.9538	18.011
93	2858	18	0.9598	-127.016
2403	2798	18	0.9057	17.029
2798	2941	18	0.932	-17.029
2798	3114	18	0.9801	-0.001
2798	3485	18	0.8019	-179.081
1044	2798	18	1.0	0.000
2692	2895	18	0.8228	-56.063
2895	2905	18	0.8565	2.016
2895	3519	18	1.0	-0.000
2895	3641	18	0.8644	34.116
2895	3994	18	0.8565	2.016
1329	2895	18	0.8228	-56.062
1366	2895	18	0.845	-22.078
1326	1548	18	0.9083	-23.017
2457	3833	18	0.8389	-37.979
2505	3833	18	0.7936	-30.011
2591	3833	18	0.8389	-37.979
3045	3833	18	1.0	-0.000
3126	3833	18	1.0	-0.000
3833	4093	18	0.8365	51.995
199	3833	18	0.8389	-37.979
12	40	18	0.9534	35.037
40	89	18	0.9407	-18.011
40	93	18	0.9551	127.016
40	1749	18	0.9305	-18.010
40	2847	18	0.9498	-35.037
40	3205	18	0.9479	-35.052
40	4188	18	0.9534	-35.037
1661	2118	18	0.9776	0.000
1821	2118	18	0.9257	-14.015
1933	2118	18	0.8774	-21.984
2075	2118	18	0.9047	42.011
2078	2118	18	0.9813	-0.001
2118	2132	18	0.9139	104.062
2118	2245	18	0.8966	-56.063
2118	2262	18	0.8668	-12.000
2118	3675	18	0.8444	-47.948
2118	3865	18	0.9139	104.062
1326	2988	18	0.8867	95.037
1326	4069	18	0.8867	95.037
384	1821	18	0.87	55.990
384	2711	18	1.0	-0.000
1661	2132	18	0.91	104.062
1933	2132	18	0.8585	82.079
2075	2132	18	0.915	146.073
2078	2132	18	0.9139	104.061
2132	2245	18	0.8549	-160.125
2132	2262	18	0.8797	-116.062
2132	2320	18	0.8369	-68.062
2132	3670	18	0.8369	-68.063
2132	3865	18	1.0	0.000
2457	3126	18	0.8389	-37.978
2505	3126	18	0.7936	-30.010
2591	3126	18	0.8389	-37.979
3045	3126	18	1.0	0.000
3126	4093	18	0.8365	51.995
199	3126	18	0.8389	-37.979
2148	2283	18	0.8622	-30.010
2457	3241	18	0.7966	-8.004
2591	3241	18	0.7966	-8.005
3241	4093	18	0.7912	22.021
199	3241	18	0.7966	-8.004
1661	2078	18	0.9831	0.001
1821	2078	18	0.9137	-14.014
1933	2078	18	0.8773	-21.983
2075	2078	18	0.9145	42.012
2078	2245	18	0.9085	-56.064
2078	2262	18	0.8767	-12.001
2078	3675	18	0.8524	-47.949
2078	3865	18	0.9139	104.061
2403	3485	18	0.8824	-162.052
2941	3485	18	0.8893	-162.052
3114	3485	18	0.7959	-179.079
1044	3485	18	0.8019	-179.081
1329	2692	18	1.0	0.000
1329	2905	18	0.7996	-54.047
1329	3519	18	0.8228	-56.063
1329	3641	18	0.8411	-21.946
1329	3994	18	0.7996	-54.047
1661	1933	18	0.8795	21.984
1933	2075	18	0.8239	-63.995
1933	2245	18	0.8547	-78.046
1933	2262	18	0.8105	-33.983
1933	2320	18	0.7986	14.016
1933	3670	18	0.7986	14.016
1933	3865	18	0.8585	82.079
2245	2424	18	0.8315	76.033
2320	3670	18	1.0	-0.000
2320	3675	18	0.8331	-83.948
2320	3865	18	0.8369	68.062
1821	2320	18	0.7985	21.984
12	89	18	0.9277	17.027
12	93	18	0.9485	162.053
12	1749	18	0.9207	17.027
12	2847	18	0.9774	0.000
12	3205	18	0.9733	-0.015
12	4188	18	1.0	0.000
2457	4093	18	0.836	14.016
2505	4093	18	0.8043	21.984
2567	4093	18	0.8116	21.984
2591	4093	18	0.836	14.016
3045	4093	18	0.8365	51.995
199	4093	18	0.836	14.016
2403	2941	18	0.9644	0.000
2403	3114	18	0.8999	17.027
2403	3283	18	0.8478	-14.016
2144	2403	18	0.7926	27.996
801	2403	18	0.7846	-30.010
1044	2403	18	0.9057	-17.029
2668	3938	18	1.0	0.000
1198	2668	18	0.8944	-14.016
1588	2668	18	0.8815	-10.042
2144	2668	18	0.9107	33.985
1661	2075	18	0.9054	-42.011
2075	2245	18	0.848	-14.052
2075	2262	18	0.9014	30.011
2075	3628	18	0.8179	10.057
2075	3675	18	0.8198	-5.937
2075	3865	18	0.915	146.073
801	1821	18	0.7963	-86.000
801	2505	18	0.8268	-132.042
801	2567	18	0.8325	-132.043
2847	3205	18	0.9756	-0.015
2847	4188	18	0.9774	-0.000
1749	2847	18	0.9232	-17.027
89	2847	18	0.9378	-17.026
93	2847	18	0.9504	-162.053
1661	1821	18	0.9121	14.016
1661	2245	18	0.9017	-56.062
1661	2262	18	0.8677	-12.000
1661	3675	18	0.8465	-47.948
1661	3865	18	0.91	104.062
2692	3994	18	0.7996	-54.047
2905	3994	18	1.0	0.000
3519	3994	18	0.8565	2.016
3641	3994	18	0.8767	-32.100
295	3994	18	0.8151	21.948
295	361	18	0.8932	12.036
361	417	18	0.8303	-28.031
361	1301	18	0.8112	-1.979
361	2997	18	1.0	0.000
361	3037	18	0.8303	-28.031
361	3641	18	0.8236	42.012
2463	3283	18	0.8629	14.015
2941	3283	18	0.843	-14.016
3283	3284	18	0.8185	-162.016
201	3283	18	0.8444	13.979
2457	2591	18	1.0	0.000
2591	3045	18	0.8389	-37.979
199	2591	18	1.0	0.000
2988	4069	18	1.0	0.000
89	1749	18	0.9239	0.000
89	3205	18	0.9384	-17.041
89	4188	18	0.9277	-17.027
2692	3641	18	0.8411	-21.947
2905	3641	18	0.8767	32.100
2997	3641	18	0.8236	42.012
3519	3641	18	0.8644	34.116
295	3641	18	0.8432	54.048
1152	1787	18	0.8533	0.000
1787	2463	18	0.7863	-14.052
1787	3284	18	0.7951	-162.053
201	1787	18	0.7954	14.016
1152	3284	18	0.9172	-162.053
2505	2567	18	0.9657	-0.000
2505	2868	18	0.8029	-136.015
2505	3045	18	0.7936	-30.011
93	3205	18	0.9444	-162.068
93	3962	18	0.9376	0.000
93	4188	18	0.9485	-162.053
1588	1806	18	0.8555	-84.058
1821	3670	18	0.7985	21.984
3670	3675	18	0.8331	-83.948
3670	3865	18	0.8369	68.063
417	2997	18	0.8303	28.031
417	3037	18	1.0	0.000
2245	2262	18	0.8478	44.063
2245	3675	18	0.8384	8.114
2245	3865	18	0.8549	160.125
2262	3675	18	0.8207	-35.948
1044	2941	18	0.932	-17.029
1044	3114	18	0.9801	-0.001
1152	2144	18	0.8217	-14.017
1152	2463	18	0.856	-14.052
201	1152	18	0.8577	14.016
201	2463	18	0.9206	-0.036
1821	2711	18	0.87	-55.990
1821	3628	18	0.7819	-45.970
2692	2905	18	0.7996	-54.047
2692	3519	18	0.8228	-56.063
1749	3205	18	0.928	-17.042
1749	4188	18	0.9207	-17.027
2567	2868	18	0.823	-136.015
2148	3628	18	0.7898	10.057
199	2457	18	1.0	-0.000
199	3045	18	0.8389	-37.979
1198	3938	18	0.8944	-14.016
1588	3938	18	0.8815	-10.042
2144	3938	18	0.9107	33.985
2941	3114	18	0.93	17.027
295	1301	18	0.8149	10.057
295	1366	18	0.8364	42.011
295	2905	18	0.8151	21.948
295	2997	18	0.8932	12.036
1301	2567	18	0.7865	45.969
2262	3865	18	0.8797	116.062
2144	2941	18	0.8172	27.996
2457	3045	18	0.8389	-37.979
3205	4188	18	0.9733	0.015
2997	3037	18	0.8303	-28.031
1366	3519	18	0.845	-22.079
904	2144	18	0.7955	-19.970
2905	3519	18	0.8565	-2.016
1301	2997	18	0.8112	1.979
1149	2456	21	1.0	-0.000
1635	2124	22	0.8442	-18.009
2108	2124	22	0.912	0.000
2124	2876	22	0.8442	18.009
44	2124	22	0.7928	-1.006
74	2124	22	0.7978	-1.006
237	2124	22	0.8637	-2.013
246	2124	22	0.8101	-192.150
285	2124	22	0.8445	15.997
385	2124	22	0.8101	-192.150
395	687	22	0.806	18.010
452	687	22	0.8274	-48.036
465	687	22	0.8067	40.032
687	2278	22	0.806	-18.010
687	3054	22	1.0	0.000
2278	3054	22	0.806	18.010
63	2278	22	0.8481	0.000
395	2278	22	1.0	0.000
462	2278	22	0.8112	8.006
285	3740	22	0.7344	0.004
2467	4115	22	0.8469	17.000
2736	4115	22	0.8593	34.005
2768	4115	22	0.8841	15.995
2784	4115	22	0.8841	15.994
2815	4115	22	1.0	0.000
1593	4115	22	0.857	34.003
3786	4115	22	0.8669	-176.156
48	4115	22	1.0	0.002
146	4115	22	0.8669	-176.157
346	4115	22	0.8686	-184.162
146	452	22	0.8559	48.036
452	462	22	0.8419	-74.052
452	465	22	0.8213	-88.069
452	3054	22	0.8274	-48.036
452	3786	22	0.8559	-48.037
3805	3950	22	0.8478	0.000
123	3950	22	0.7376	-15.995
2736	2784	22	0.8867	18.011
2768	2784	22	1.0	0.000
2784	2815	22	0.8841	15.994
2784	2876	22	0.8312	-15.995
2784	3786	22	0.8473	192.151
1593	2784	22	0.8427	18.009
1635	2784	22	0.8312	15.995
48	2784	22	0.8909	-15.993
146	2784	22	0.8473	-192.151
48	346	22	0.8686	184.163
146	346	22	0.8453	8.005
346	462	22	0.825	-34.021
346	2815	22	0.8686	-184.162
346	3786	22	0.8453	-8.005
395	3054	22	0.806	18.010
465	3054	22	0.8067	40.032
246	385	22	1.0	-0.000
246	2108	22	0.8027	-192.150
1635	2108	22	0.8386	-18.009
1635	2768	22	0.8312	15.995
1635	2876	22	1.0	-0.000
1635	3275	22	0.8328	-0.001
1573	2121	22	1.0	0.000
2121	2467	22	0.9128	0.003
2121	2571	22	0.9494	-0.000
2121	4053	22	0.8815	-0.002
20	2121	22	0.9342	0.000
48	146	22	0.8669	176.158
48	1593	22	0.857	-34.001
48	2467	22	0.8469	-16.999
48	2736	22	0.8593	-34.004
48	2768	22	0.8909	-15.993
48	2815	22	1.0	0.001
48	3786	22	0.8669	176.158
44	74	22	0.8567	0.000
74	2108	22	0.8048	-1.007
74	2566	22	0.8397	0.000
74	3304	22	0.8397	0.002
1593	2768	22	0.8427	18.008
1593	2815	22	0.857	34.003
84	1593	22	0.7964	0.001
2768	2876	22	0.8312	-15.995
2876	3275	22	0.8328	-0.001
2108	2876	22	0.8386	18.009
2736	2768	22	0.8867	18.011
2768	2815	22	0.8841	15.994
2768	3786	22	0.8473	192.151
146	2768	22	0.8473	-192.151
63	395	22	0.8481	0.000
285	1310	22	0.7934	0.001
2566	3304	22	1.0	0.002
44	3304	22	0.8789	0.002
1573	2467	22	0.9128	0.003
1573	2571	22	0.9494	-0.000
1573	4053	22	0.8815	-0.002
20	1573	22	0.9342	-0.000
2467	3786	22	0.844	193.157
2736	3786	22	0.8575	210.162
2815	3786	22	0.8669	176.157
146	3786	22	1.0	-0.000
395	462	22	0.8112	-8.006
462	465	22	0.8021	-14.016
462	1322	22	0.8321	-0.000
462	3780	22	0.7989	-167.140
44	123	22	0.7635	15.995
123	3805	22	0.7429	-15.995
123	3954	22	0.8506	-0.001
2467	2815	22	0.8469	17.000
2736	2815	22	0.8593	34.005
146	2815	22	0.8669	-176.157
44	2566	22	0.8789	0.000
237	2108	22	0.8431	-2.014
285	2108	22	0.8356	15.996
385	2108	22	0.8027	-192.150
2467	2571	22	0.9133	-0.003
2571	2736	22	0.8685	-17.002
2571	4053	22	0.8851	-0.002
20	2571	22	0.9407	-0.000
44	237	22	0.7839	1.007
237	285	22	0.8266	-18.010
2467	4053	22	0.9077	-0.005
20	4053	22	0.8872	-0.002
44	3805	22	0.7814	0.000
146	2467	22	0.844	-193.157
146	2736	22	0.8575	-210.162
2467	2736	22	0.8628	-17.005
20	2736	22	0.8696	-17.002
20	2467	22	0.913	0.003
1155	3846	23	1.0	0.000
1256	2400	24	0.8756	-14.016
1660	1917	24	0.952	86.001
1917	2110	24	0.9609	-28.031
1917	2114	24	0.8835	197.090
1917	2192	24	0.904	-14.016
1917	2203	24	0.9218	-260.212
1917	2782	24	0.9609	-28.031
1917	2810	24	1.0	0.000
1660	2110	24	0.9424	57.969
1660	2192	24	0.8918	71.985
1660	2203	24	0.9174	-174.211
1660	2782	24	0.9424	57.970
1660	2810	24	0.952	86.001
2758	3770	24	0.9265	-0.001
1291	3770	24	0.8611	8.078
3733	3770	24	1.0	-0.000
2192	2782	24	0.8933	-14.015
2203	2782	24	0.9202	232.181
2782	2810	24	0.9609	28.031
2110	2782	24	1.0	0.000
1210	1291	24	0.929	0.000
1210	1519	24	0.9176	-2.016
1210	2127	24	0.9176	-2.016
407	1210	24	0.8843	2.016
2758	3733	24	0.9265	-0.001
1291	3733	24	0.8611	8.078
1134	1181	24	0.9497	0.000
407	1181	24	0.8957	0.000
407	1134	24	0.9024	0.000
1519	2114	24	0.8815	-18.011
2114	2127	24	0.8815	18.011
2114	2810	24	0.8835	-197.090
2192	2203	24	0.8823	-246.196
2192	2810	24	0.904	14.016
2110	2192	24	0.8933	14.016
1291	1519	24	0.901	-2.016
1519	2127	24	1.0	-0.000
1519	2400	24	0.9234	0.000
407	1519	24	0.8814	0.000
2110	2203	24	0.9202	-232.181
2110	2810	24	0.9609	28.032
1291	2127	24	0.901	-2.016
2127	2400	24	0.9234	0.000
407	2127	24	0.8814	0.000
2203	2810	24	0.9218	260.212
1291	2400	24	0.8774	-2.016
169	175	25	0.9617	24.000
175	255	25	0.9517	-21.985
175	324	25	0.826	238.230
175	423	25	0.9305	-26.016
175	995	25	0.9441	-28.031
175	2543	25	0.9456	-0.000
169	324	25	0.8268	262.230
255	324	25	0.8177	260.215
324	423	25	0.802	-264.246
324	475	25	0.8352	-37.957
324	995	25	0.8208	-266.261
324	1300	25	0.806	-260.212
324	1990	25	0.7794	-37.956
324	2543	25	0.809	-238.230
169	255	25	0.9554	2.015
255	423	25	0.9225	-4.031
255	995	25	0.94	-6.046
255	2543	25	0.9295	21.985
1300	1990	25	0.7851	222.256
475	1300	25	0.856	-222.255
475	1990	25	0.8829	0.000
169	995	25	0.9402	-4.032
423	995	25	0.9093	-2.016
995	2543	25	0.938	28.031
169	423	25	0.9202	-2.016
423	2543	25	0.9028	26.015
169	2543	25	0.9418	24.000
3189	3257	26	0.8085	18.011
2518	3103	26	0.9365	17.027
3103	3104	26	0.806	-28.031
3103	3152	26	0.8255	-2.016
3103	3156	26	0.8502	18.010
3103	3174	26	0.8422	-56.063
3103	3278	26	0.9003	0.000
3103	3472	26	0.8093	-77.048
3103	3544	26	0.8255	-2.016
3103	4003	26	1.0	0.000
3103	4041	26	0.9212	-17.026
3156	3489	26	0.8697	0.000
3156	4003	26	0.8502	-18.010
2511	3232	26	0.9002	17.026
3104	3232	26	0.9295	-0.000
3232	3263	26	0.8134	112.125
3232	3278	26	0.8533	28.031
3232	3408	26	0.8065	-29.027
3232	4006	26	0.8497	-17.026
2511	3408	26	0.8179	-12.000
3104	3408	26	0.8024	-29.027
3408	3506	26	0.8003	-48.022
3408	4006	26	0.8584	12.000
3183	3416	26	0.8327	-36.021
1955	2538	26	0.8436	0.000
1955	3665	26	0.8447	0.000
347	1955	26	0.8447	-0.000
3115	3544	26	0.8735	17.027
3152	3544	26	1.0	0.000
3231	3544	26	0.8735	17.016
3544	4003	26	0.8255	2.016
2511	3183	26	0.812	35.037
3104	3183	26	0.8752	18.010
3163	3183	26	0.8013	36.021
3183	3257	26	0.8069	94.042
2511	2518	26	0.855	28.031
2518	3112	26	0.8411	-56.062
2518	3115	26	0.9036	-2.016
2518	3125	26	0.8467	-18.011
2518	3231	26	0.9036	-2.005
2518	3278	26	0.8883	17.027
2518	3472	26	0.8909	-60.021
2518	4003	26	0.9365	17.027
2518	4041	26	0.9724	0.000
3108	3371	26	0.8952	-28.031
3472	4003	26	0.8093	77.048
3472	4041	26	0.8868	60.021
2538	3665	26	0.9206	0.000
3382	3665	26	0.8115	60.021
347	3665	26	1.0	0.000
2511	3108	26	0.8349	-18.011
3108	3125	26	0.8433	28.031
3108	3163	26	0.9031	17.027
3115	3152	26	0.8735	17.027
3152	3231	26	0.8735	-17.016
3152	4003	26	0.8255	2.016
2511	4006	26	0.8852	0.000
3104	4006	26	0.8568	-17.027
3112	4006	26	0.8587	28.031
2511	3104	26	0.935	17.027
2511	3112	26	0.9194	-28.031
2511	3506	26	0.8386	-60.022
2511	4041	26	0.8366	28.031
3115	3125	26	0.8349	-15.995
3125	3194	26	0.9134	17.026
3125	3231	26	0.8349	16.005
3125	4041	26	0.8218	18.011
3112	4041	26	0.814	56.063
3115	4041	26	0.8966	2.016
3231	4041	26	0.8966	2.006
3278	4041	26	0.8732	-17.026
4003	4041	26	0.9212	-17.026
347	2538	26	0.9206	-0.000
347	3382	26	0.8115	-60.021
3104	3163	26	0.8747	-18.011
3104	3174	26	0.9537	-28.032
3104	4003	26	0.806	28.031
3115	3404	26	0.8468	-180.063
3231	3404	26	0.8468	-180.074
3112	3174	26	0.9068	17.026
3115	3231	26	1.0	0.010
3163	3194	26	0.8522	28.031
3163	3174	26	0.8026	-10.021
3174	3278	26	0.8115	56.063
3174	4003	26	0.8422	56.063
3278	4003	26	0.9003	0.000
3263	3382	26	0.8253	-38.052
10	96	27	0.9496	0.000
73	96	27	0.9461	0.000
96	378	27	0.9449	0.012
96	913	27	0.9713	-0.000
96	1307	27	0.9449	0.012
96	1527	27	0.8868	-28.031
96	2601	27	0.9533	-0.000
96	4012	27	0.9589	-0.000
96	4032	27	0.8868	-28.031
96	4103	27	0.9516	0.013
10	913	27	0.9404	0.000
73	913	27	0.9591	0.000
378	913	27	0.944	-0.012
913	1307	27	0.944	0.012
913	1527	27	0.885	-28.031
913	2601	27	0.952	-0.000
913	4012	27	0.9655	-0.000
913	4032	27	0.885	-28.031
913	4103	27	0.9572	0.013
270	686	27	0.8682	-28.032
502	686	27	0.8716	-56.063
645	686	27	0.8603	-56.063
686	851	27	0.8652	-0.000
686	2789	27	0.8603	56.063
686	4121	27	0.8716	56.062
686	4368	27	0.8716	56.063
10	73	27	0.9441	0.000
10	378	27	0.9525	0.012
10	502	27	0.8876	-0.000
10	1307	27	0.9525	0.012
10	2601	27	0.945	0.000
10	4012	27	0.9432	-0.000
10	4103	27	0.9365	0.013
10	4121	27	0.8876	-0.000
10	4368	27	0.8876	-0.000
2601	4032	27	0.8973	-28.031
1307	4032	27	0.9026	-28.043
1527	4032	27	1.0	-0.000
4012	4032	27	0.8953	-28.031
4032	4103	27	0.8899	28.044
73	4032	27	0.8805	-28.031
378	4032	27	0.9026	-28.043
724	4032	27	0.8763	-56.062
73	378	27	0.9542	0.012
73	1307	27	0.9542	0.012
73	1527	27	0.8805	-28.031
73	2601	27	0.9475	0.000
73	4012	27	0.9634	-0.000
73	4103	27	0.9581	0.013
1307	1527	27	0.9026	-28.043
1307	2601	27	0.952	-0.012
1307	4012	27	0.9495	-0.012
1307	4103	27	0.9466	0.001
378	1307	27	1.0	-0.000
2601	4103	27	0.955	0.013
1527	4103	27	0.8899	28.044
4012	4103	27	0.9636	0.013
378	4103	27	0.9466	0.001
1527	2601	27	0.8973	28.031
1527	4012	27	0.8953	28.031
378	1527	27	0.9026	-28.043
724	1527	27	0.8763	-56.062
4121	4368	27	1.0	0.000
502	4121	27	1.0	-0.000
270	370	27	0.829	-44.027
333	370	27	0.8166	-56.062
370	943	27	0.8062	56.063
370	4078	27	0.8266	15.993
2601	4012	27	0.9539	-0.000
378	4012	27	0.9495	-0.012
270	678	27	0.8313	-28.032
333	943	27	0.8777	0.000
378	2601	27	0.952	-0.012
502	4368	27	1.0	0.000
645	2789	27	1.0	0.000
1203	1364	28	1.0	-0.000
3289	3364	29	0.8416	-2.016
3289	3496	29	0.9008	0.000
3364	3496	29	0.844	2.016
371	535	30	0.7349	15.995
371	701	30	0.8007	-17.027
371	1306	30	0.8007	-17.027
371	2827	30	0.7349	15.995
701	1306	30	1.0	-0.000
535	2827	30	1.0	-0.000
482	3725	32	1.0	-0.000
721	2256	34	0.9279	50.052
721	3989	34	0.9279	50.052
2256	3989	34	1.0	0.000
1287	1522	35	0.7724	0.000
806	854	36	0.8805	-45.167
854	1046	36	0.8877	-26.963
688	806	36	0.872	157.217
1046	1510	36	0.8922	-0.000
806	2558	36	0.8723	-150.123
806	3109	36	0.8879	-186.066
1510	3195	36	0.9137	-45.911
1314	4217	37	1.0	0.000
1453	4217	37	0.7188	-74.019
1482	4217	37	0.7417	-74.019
1490	4217	37	0.9523	0.000
1499	4217	37	0.7551	-74.019
4164	4217	37	0.7128	222.056
4173	4217	37	0.7374	-74.019
4217	4218	37	0.7507	74.019
4217	4276	37	0.7551	74.019
1314	4218	37	0.7507	74.019
1453	4218	37	0.9456	0.000
1482	4218	37	0.9535	-0.000
1490	4218	37	0.7655	74.019
1499	4218	37	0.9507	0.000
4173	4218	37	0.9567	0.000
4218	4276	37	0.9507	0.000
4240	4268	37	0.7957	74.020
4268	4277	37	0.7639	-148.037
3069	4200	37	0.7755	105.061
1109	4200	37	0.9135	91.045
4004	4200	37	0.8443	17.027
4164	4200	37	0.7202	130.027
4200	4238	37	0.8548	-17.027
831	4200	37	0.823	74.019
937	4200	37	0.9551	0.000
1231	4240	37	0.8118	208.038
4240	4277	37	0.857	-74.018
794	4240	37	0.8381	60.001
849	4240	37	0.8592	-14.017
545	849	37	0.9305	-74.019
794	849	37	0.9339	74.018
849	1043	37	0.9257	-148.037
849	1231	37	0.9191	-222.055
849	1460	37	0.8566	91.046
849	4131	37	0.8766	-370.093
849	4180	37	0.8566	91.046
849	4193	37	0.9112	17.027
849	4349	37	0.8587	74.012
1460	4349	37	0.8438	-17.034
4138	4349	37	0.7865	14.009
4169	4349	37	0.8534	132.000
4180	4349	37	0.8438	-17.033
4193	4349	37	0.8577	56.985
545	4349	37	0.8933	-0.007
2804	4164	37	0.8289	239.083
1118	4164	37	0.8289	239.083
1314	4164	37	0.7128	-222.056
1344	4164	37	0.8289	239.083
1490	4164	37	0.7129	-222.056
4083	4164	37	0.8289	239.083
4164	4306	37	0.871	-222.059
3065	4138	37	0.7064	74.018
4062	4138	37	0.7185	60.007
1314	1453	37	0.7188	74.019
1314	1482	37	0.7417	74.019
1314	1490	37	0.9523	0.000
1314	1499	37	0.7551	74.019
1314	4173	37	0.7374	74.019
1314	4276	37	0.7551	74.019
831	937	37	0.817	74.019
937	1109	37	0.8898	-91.045
937	3069	37	0.7393	-105.061
937	4004	37	0.8251	-17.027
937	4238	37	0.8343	-17.027
1465	4186	37	0.7945	-74.019
4170	4186	37	0.7677	-74.019
4186	4207	37	0.8861	-0.000
4186	4223	37	0.7765	74.019
4186	4260	37	0.7845	-0.000
4186	4261	37	0.8239	-222.057
4186	4308	37	0.8731	-0.001
958	4186	37	0.946	-0.000
1118	1344	37	1.0	0.000
1344	2804	37	1.0	-0.000
1344	4083	37	1.0	-0.000
1344	4261	37	0.7463	91.044
1344	4306	37	0.8699	17.024
1231	1460	37	0.8235	313.101
1231	4131	37	0.952	-148.038
1231	4180	37	0.8235	313.101
1231	4193	37	0.8895	239.082
1231	4277	37	0.8259	134.021
545	1231	37	0.866	-296.075
794	1231	37	0.9497	-148.037
1043	1231	37	0.9613	-74.019
958	1185	37	0.8275	74.019
958	1465	37	0.8147	74.019
958	4170	37	0.7774	74.019
958	4207	37	0.8932	-0.001
958	4221	37	0.7439	74.018
958	4223	37	0.7941	74.019
958	4260	37	0.7916	-0.001
958	4261	37	0.8445	-222.058
958	4308	37	0.8881	-0.001
4207	4260	37	0.8262	0.000
4260	4308	37	0.7798	-0.000
545	794	37	0.8913	-148.038
545	1043	37	0.8756	-222.056
545	1109	37	0.8179	74.019
545	1460	37	0.9036	17.027
545	4169	37	0.8706	-132.007
545	4180	37	0.9036	17.026
545	4193	37	0.905	-56.992
4207	4308	37	0.8625	-0.000
4221	4308	37	0.7345	-74.019
4261	4308	37	0.7952	222.057
4223	4278	37	0.7844	-2.999
4262	4278	37	0.704	-2.998
4265	4278	37	0.7106	-2.998
2804	4083	37	1.0	0.000
2804	4261	37	0.7463	91.044
2804	4306	37	0.8699	17.025
1118	2804	37	1.0	0.000
1185	4310	37	0.9311	16.031
1465	4310	37	0.9235	16.031
4170	4310	37	0.8866	16.031
4221	4310	37	0.8805	16.032
4223	4310	37	0.9007	16.031
