CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
2278	3775	20.026	0.000	0.7463	0.6344	1
2278	3780	-175.146	0.000	0.7522	0.6796	1
2278	3786	18.010	0.000	0.8272	0.6419	1
2278	3939	92.062	0.000	0.7097	0.5420	1
2278	3954	-191.144	0.000	0.7085	0.5905	1
2278	4016	-174.141	0.000	0.7107	0.5291	1
2278	4034	20.024	0.000	0.7457	0.6178	1
2278	4053	-175.152	0.000	0.7504	0.5434	1
2278	4115	-158.147	0.000	0.8216	0.7192	1
2279	2694	2.067	0.000	0.7286	0.5216	1
2280	3326	-0.000	0.000	1.0000	1.0000	1
2281	3815	-0.000	0.000	0.9297	0.6002	1
2283	3628	40.067	0.000	0.7576	0.6486	1
2283	3865	176.083	0.000	0.7039	0.6083	1
2284	4100	0.000	0.000	1.0000	1.0000	1
2285	3050	88.016	0.000	0.7830	0.4617	1
2285	3191	4.903	0.000	0.7089	0.4779	1
2288	2292	174.052	0.000	0.9293	0.5877	1
2288	2428	18.010	0.000	0.9383	0.5701	1
2288	2713	192.063	0.000	0.7652	0.5449	1
2288	3085	174.052	0.000	0.8895	0.6059	1
2288	3218	-125.085	0.000	0.8580	0.4546	1
2288	3346	-108.058	0.000	0.8371	0.4636	1
2288	3608	-148.017	0.000	0.8221	0.4356	1
2290	2771	0.000	0.000	0.8528	0.5667	1
2291	2491	0.000	0.000	1.0000	1.0000	1
2292	2428	-156.042	0.000	0.9365	0.6872	1
2292	2547	-318.073	0.000	0.8619	0.5988	1
2292	2713	18.011	0.000	0.8688	0.7413	1
2292	2727	15.995	0.000	0.8548	0.5040	1
2292	2846	-191.043	0.000	0.9526	0.7638	1
2292	2853	-174.017	0.000	0.9585	0.7408	1
2292	2947	-10.021	0.000	0.8332	0.6238	1
2292	2951	26.016	0.000	0.7746	0.5006	1
2292	3043	17.999	0.000	0.8946	0.7443	1
2292	3080	-14.016	0.000	0.8882	0.6928	1
2292	3085	0.000	0.000	0.9283	0.7231	1
2292	3193	15.995	0.000	0.8548	0.5040	1
2292	3218	-299.137	0.000	0.8290	0.5367	1
2292	3346	-282.110	0.000	0.8035	0.5138	1
2292	3446	-13.105	0.000	0.7402	0.4528	1
2292	3588	18.011	0.000	0.8864	0.8196	1
2292	3608	-322.069	0.000	0.8082	0.5389	1
2292	3663	0.000	0.000	0.9843	0.8606	1
2292	3814	-160.037	0.000	0.8944	0.6142	1
2292	3968	-336.084	0.000	0.9426	0.6899	1
2292	4363	-49.126	0.000	0.7144	0.3832	1
2294	3715	14.987	0.000	0.7367	0.6588	1
2297	2527	24.000	0.000	0.7364	0.6793	1
2297	2555	66.048	0.000	0.7958	0.5959	1
2297	2576	-136.124	0.000	0.7231	0.5903	1
2297	2592	-120.130	0.000	0.7255	0.6284	1
2297	2712	66.047	0.000	0.7573	0.7228	1
2297	3204	22.057	0.000	0.7111	0.5577	1
2297	3343	36.036	0.000	0.7329	0.6486	1
2297	3393	64.068	0.000	0.7193	0.6315	1
2297	3403	8.005	0.000	0.7284	0.6945	1
2297	3435	36.036	0.000	0.7500	0.6912	1
2297	3554	96.058	0.000	0.7398	0.5778	1
2297	3626	82.042	0.000	0.7074	0.5755	1
2297	3658	66.047	0.000	0.7655	0.7601	1
2297	3667	66.047	0.000	0.7573	0.7228	1
2297	3713	66.047	0.000	0.7294	0.6655	1
2297	3831	-0.000	0.000	1.0000	1.0000	1
2297	3915	-66.032	0.000	0.7036	0.5582	1
2297	3941	24.000	0.000	0.7364	0.6793	1
2300	2323	162.050	0.000	0.8143	0.6899	1
2300	2337	162.054	0.000	0.7988	0.6543	1
2300	2746	399.127	0.000	0.7663	0.6528	1
