CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
1096	1298	18.010	0.000	0.7315	0.5482	1
1096	2714	0.000	0.000	1.0000	1.0000	1
1098	1369	-1.007	0.000	0.7889	0.5668	1
1098	3270	-15.995	0.000	0.8479	0.4746	1
1101	1418	-1.980	0.000	0.7101	0.4302	1
1101	2444	-1.979	0.000	0.7101	0.4302	1
1101	2506	-1.979	0.000	0.7101	0.4302	1
1101	3541	-1.979	0.000	0.7050	0.4313	1
1103	2461	-44.026	0.000	0.7606	0.5642	1
1105	1141	-80.135	0.000	0.8508	0.5562	1
1105	1200	-152.193	0.000	0.8670	0.6174	1
1105	1202	-593.485	0.000	0.7148	0.4105	1
1105	1280	-124.161	0.000	0.8604	0.5827	1
1105	1400	-4.120	0.000	0.7363	0.4103	1
1105	1423	39.907	0.000	0.7360	0.4228	1
1105	1461	-533.466	0.000	0.7233	0.4775	1
1105	1483	-80.135	0.000	0.8508	0.5562	1
1105	1719	132.135	0.000	0.8220	0.5353	1
1105	2064	-152.193	0.000	0.8595	0.5899	1
1105	2384	132.135	0.000	0.8220	0.5353	1
1105	2795	-44.027	0.000	0.8916	0.6486	1
1105	3063	-621.517	0.000	0.7587	0.5230	1
1105	3743	-108.167	0.000	0.8705	0.6420	1
1105	4126	-577.492	0.000	0.7257	0.4667	1
1105	4161	38.177	0.000	0.7173	0.3733	1
1105	4202	39.906	0.000	0.7435	0.4151	1
1105	4205	-4.120	0.000	0.7363	0.4103	1
1105	4280	-196.219	0.000	0.8462	0.6081	1
1105	4324	-237.158	0.000	0.7753	0.5883	1
1106	1244	18.011	0.000	0.7180	0.4523	1
1106	1596	28.031	0.000	0.8600	0.7211	1
1106	1651	-22.931	0.000	0.7394	0.6666	1
1106	1740	63.069	0.000	0.8678	0.7762	1
1106	1759	-39.959	0.000	0.7940	0.6247	1
1106	1783	45.058	0.000	0.7588	0.6804	1
1106	1889	14.016	0.000	0.8325	0.5943	1
1106	1911	0.000	0.000	0.7366	0.4245	1
1106	1957	-67.989	0.000	0.7244	0.5081	1
1106	2087	28.029	0.000	0.8772	0.6789	1
1106	2109	63.067	0.000	0.8750	0.6702	1
1106	2110	15.995	0.000	0.7200	0.4881	1
1106	2157	243.131	0.000	0.7595	0.6248	1
1106	2168	28.032	0.000	0.8270	0.6853	1
1106	2248	-232.180	0.000	0.7372	0.6166	1
1106	2371	207.111	0.000	0.7067	0.6526	1
1106	2782	15.995	0.000	0.7200	0.4881	1
1106	2833	18.011	0.000	0.7180	0.4523	1
1106	3514	0.000	0.000	0.7366	0.4245	1
1106	3739	-22.932	0.000	0.7394	0.6666	1
1106	3785	-39.958	0.000	0.7940	0.6247	1
1106	3803	18.011	0.000	0.7294	0.6043	1
1106	3834	63.069	0.000	0.7167	0.6549	1
1107	4232	-126.177	0.000	0.8226	0.4442	1
1109	1231	-370.094	0.000	0.7549	0.7200	1
1109	3069	-14.016	0.000	0.8337	0.6013	1
1109	4004	74.019	0.000	0.7023	0.4080	1
1109	4131	-518.132	0.000	0.7091	0.6725	1
1109	4162	-132.006	0.000	0.7742	0.5146	1
1109	4169	-206.026	0.000	0.7090	0.5508	1
1109	4193	-131.011	0.000	0.7294	0.6549	1
1109	4200	91.045	0.000	0.9135	0.7718	1
1109	4238	74.019	0.000	0.7445	0.4752	1
1109	4268	-88.035	0.000	0.7142	0.5705	1
1109	4349	-74.026	0.000	0.7615	0.5861	1
1112	1671	-121.038	0.000	0.7388	0.5627	1
1112	2392	-0.001	0.000	1.0000	1.0000	1
1112	2770	-121.038	0.000	0.7388	0.5627	1
1112	3701	-2.016	0.000	0.7011	0.6814	1
1113	1458	455.288	0.000	0.7762	0.5851	1
1113	1497	24.008	0.000	0.7304	0.6212	1
1113	1748	-15.994	0.000	0.7381	0.6101	1
1113	2137	-2.016	0.000	0.7792	0.5344	1
1113	2160	244.219	0.000	0.7075	0.6583	1
1113	2233	283.274	0.000	0.7205	0.6386	1
1113	2449	64.066	0.000	0.7391	0.6450	1
1113	2708	-30.046	0.000	0.7997	0.6959	1
1113	2721	455.288	0.000	0.7234	0.5245	1
1113	2769	-166.084	0.000	0.7130	0.5263	1
1113	3409	455.288	0.000	0.7234	0.5245	1
1113	4024	-166.084	0.000	0.7130	0.5263	1
1113	4037	-164.069	0.000	0.7542	0.5950	1
1113	4057	-136.042	0.000	0.7462	0.5134	1
1115	1191	94.151	0.000	0.7144	0.3429	1
1115	2501	110.146	0.000	0.7631	0.4684	1
1116	1320	-0.000	0.000	1.0000	1.0000	1
1117	1945	-97.053	0.000	0.8944	0.5742	1
1117	2003	-18.010	0.000	0.7308	0.5132	1
1117	2542	-212.177	0.000	0.7418	0.5061	1
1117	2553	6.047	0.000	0.7719	0.4510	1
1117	3081	6.047	0.000	0.7841	0.4847	1
1117	3570	-140.974	0.000	0.7863	0.3219	1
1117	3810	-15.974	0.000	0.7863	0.4641	1
1117	4150	0.000	0.000	0.9448	0.7408	1
1117	4366	-15.995	0.000	0.8032	0.4711	1
1117	4375	6.047	0.000	0.7931	0.4621	1
1118	1231	-92.029	0.000	0.7279	0.5849	1
1118	1344	0.000	0.000	1.0000	1.0000	1
1118	2804	0.000	0.000	1.0000	1.0000	1
1118	4083	0.000	0.000	1.0000	1.0000	1
1118	4131	-240.067	0.000	0.7333	0.5710	1
1118	4164	239.083	0.000	0.8289	0.6738	1
1118	4261	91.044	0.000	0.7463	0.6686	1
1118	4306	17.025	0.000	0.8699	0.7199	1
1119	1550	15.995	0.000	0.7543	0.5438	1
1119	1775	15.996	0.000	0.8135	0.5156	1
1119	1778	0.000	0.000	0.7493	0.5701	1
1119	1949	-15.995	0.000	0.7644	0.5901	1
1119	2077	14.016	0.000	0.7615	0.5493	1
1119	2081	132.079	0.000	0.7157	0.4168	1
1119	2099	0.000	0.000	0.8883	0.7127	1
1119	2146	14.017	0.000	0.7253	0.5749	1
1119	2169	162.054	0.000	0.9192	0.7223	1
1119	2174	-148.036	0.000	0.7442	0.5015	1
1119	2277	0.001	0.000	0.8883	0.7127	1
1119	2379	-29.974	0.000	0.7941	0.5030	1
1119	2420	146.026	0.000	0.7433	0.5371	1
1119	2454	-162.052	0.000	0.8971	0.6852	1
1119	2685	162.054	0.000	0.8676	0.5667	1
1119	2731	162.057	0.000	0.8982	0.6715	1
1119	3008	162.054	0.000	0.8676	0.5667	1
1119	3119	0.037	0.000	0.7207	0.5393	1
1119	3149	132.079	0.000	0.7099	0.4238	1
1119	3598	2.017	0.000	0.7398	0.5432	1
1119	3631	-132.042	0.000	0.7951	0.5613	1
1119	3741	-29.974	0.000	0.7941	0.5030	1
1119	3768	-15.994	0.000	0.7739	0.5732	1
1119	3802	15.997	0.000	0.8135	0.5156	1
1119	3812	15.996	0.000	0.9360	0.6632	1
1119	3829	-162.052	0.000	0.8971	0.6852	1
1120	1134	-26.052	0.000	0.7076	0.5260	1
1120	1181	-26.052	0.000	0.7185	0.5606	1
1120	1210	-24.036	0.000	0.7670	0.5675	1
1120	1291	-24.036	0.000	0.7570	0.5906	1
1120	1342	12.000	0.000	0.7828	0.5607	1
1120	1936	28.031	0.000	0.7777	0.5503	1
