row ID,row m/z,row retention time,intensity_measure,Blank_202404241731_EB_dbgi_mapp_blk_pre02.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre03.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre01.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre04.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_01_01_Luca.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_01_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_02_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_01_01_Luca.mzML Peak area,Unnamed: 13
1,280.1902084350586,4.0246925000000005,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40576.11442157666,945497.336411122,
2,577.4832458496094,11.9817665,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324196.474781257,48550.561982404135,
3,491.3523284912109,9.84143826,area,0.0,0.0,0.0,0.0,47650.293481498265,51814.03821404515,529445.3963622554,860400.058636084,0.0,23025.0597601818,
4,238.1070840043771,2.1228222142857143,area,2757.771047805556,1493.1212197796988,2655.9637890519693,976.429189250604,0.0,0.0,0.0,8283.534698671932,218971.9887640252,495897.82034062187,
5,637.3040059438476,10.406573666666668,area,0.0,0.0,0.0,0.0,5484.548030361182,15259.21145708378,0.0,0.0,0.0,1123960.8254681604,
6,496.202751159668,2.4808028,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712896.1276549206,82467.69103531324,
7,291.1914123535156,1.55942896,area,0.0,0.0,0.0,0.0,5294368.875505482,6066929.239256255,1126061.1626936242,689847.5297343275,0.0,195778.3336257191,
8,311.2213577273804,5.386045060000001,area,3641.089951264928,2047.4463713163505,1839.4312563339213,2510.484470974755,7674.210245986894,7462.640232914664,13854.662049673849,12845.147024193577,447385.65489564906,29949.747950338013,
9,328.2480712912109,6.28436079,area,9691.662375235846,7734.564338442687,8109.065697888018,6242.134471463407,36610.821440254505,22966.001733230343,55483.57657857574,76765.03728493289,1044480.4919869986,213585.7296930357,
10,843.48515625,8.53200118,area,0.0,0.0,0.0,0.0,38350.38271283354,51794.22435698782,42767.56469529352,38225.99652022903,0.0,2238160.608771094,
11,589.4095916748047,10.29332425,area,0.0,0.0,0.0,0.0,5537.688609696812,0.0,0.0,24820.344411298996,2309212.140116011,898990.2317384778,
12,829.505259205485,9.200701666666667,area,0.0,0.0,0.0,0.0,2284.2529888912827,11628.635383996078,0.0,0.0,0.0,705223.6352290997,
13,583.415047785226,9.441455742857144,area,0.0,0.0,0.0,588.9248291232025,1620450.75725811,1848469.9168939744,4091602.2455478543,6107070.186896233,150496.42195280243,424251.1363066752,
14,370.2427124033691,3.12617102,area,520.5733380373287,536.8882242055047,502.6095266571863,0.0,0.0,0.0,0.0,0.0,11149929.2591297,19103605.05267499,
15,308.29481506515066,9.516494842857142,area,0.0,0.0,0.0,652.269970264231,2416581.9829636416,2427151.9077591025,2513277.3351949747,2445686.865044804,2268741.1787167955,2578900.135176167,
16,275.1517639160156,3.89025915,area,0.0,0.0,0.0,0.0,0.0,0.0,3500863.990758703,4188332.539192948,0.0,0.0,
17,295.226987461322,11.9222443,area,7799.514159221515,7151.772536634622,13119.687626095912,6497.198045284138,17908.069878152895,18448.76545387183,45508.7913833346,42382.10471573632,1780034.589526393,60608.10695086035,
18,290.1966880920105,3.89308816,area,12331.49001973271,9776.726350616,12195.397926054884,10933.282009900566,93511.33615499298,63478.759423886375,1318229.354172418,1567164.8386259996,396016.2173141482,247317.2122278387,
19,264.12274169921875,2.45258365,area,0.0,0.0,0.0,0.0,47575.10920202837,54314.4944296677,0.0,0.0,442581.1479252355,20259922.90550374,
20,334.1278940836589,2.2714291,area,0.0,0.0,486.94896002087535,0.0,0.0,0.0,0.0,0.0,272156.25176630955,274648.5315642894,
21,598.3071899414062,4.1405512,area,0.0,0.0,0.0,0.0,0.0,0.0,436409.6979349493,627184.864865905,0.0,0.0,
22,491.2098007202149,3.6482555,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,525426.536661429,1022263.785256232,
23,775.3861846923828,7.05734215,area,0.0,0.0,0.0,0.0,0.0,0.0,38500.65097861339,0.0,0.0,2194634.723700835,
24,416.33699035823565,7.777438366666666,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.1985041139234,1370859.0321309662,114022.3488726764,
25,699.1888275146484,2.90894455,area,0.0,0.0,0.0,0.0,1666602.2413786768,2194020.089048697,0.0,0.0,0.0,0.0,
26,899.4943542480469,9.2020853,area,0.0,0.0,0.0,0.0,8505.421777265434,0.0,3974.8673995929794,0.0,0.0,774555.7959237193,
27,147.0439577102661,2.23568355,area,7050.700797083887,6371.365603751169,7119.169914429226,6240.463010611382,2294336.1132884016,2213574.447977156,0.0,0.0,134867.39670487534,13049690.115642391,
28,292.1997426359049,2.9424577333333333,area,0.0,0.0,0.0,0.0,26283.460445139364,904120.086766404,2106842.5494003133,2823233.237651815,189789.8129123546,10771.979977199564,
29,299.20058188083226,10.09694611111111,area,1558.6309027513637,0.0,596.84961328129,514.6841115819018,78573.53756024322,57303.465677342334,882565.138578227,1171193.5694850732,15870.832102287426,58903.11257777276,
30,244.15436281498063,4.364305242857143,area,2445.2344571532976,1008.9663781930652,0.0,1482.4702411149524,0.0,0.0,8672.846150209343,5033.379889378295,616725.928001382,22906.42532670713,
31,652.4769439697266,10.288307,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,379791.8570826697,293858.00013597985,
32,400.2126414066569,3.4742927,area,3854.853296257719,1714.5767417449715,2390.163990639036,2774.61176925883,0.0,0.0,0.0,0.0,12826.688995693265,18646491.02534545,
33,896.5198974609375,8.5500354,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629379.5991436378,
34,368.2280426025391,2.20457345,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2663067.453783079,230735.21726346,
35,159.14916483561197,0.5229755333333334,area,0.0,0.0,0.0,0.0,108088.1427630448,182449.6854273505,0.0,0.0,0.0,3071436.4519972354,
36,361.2363611872152,5.668391933333333,area,0.0,0.0,0.0,0.0,2171.3199344267146,1200.8390732454327,6045.232421917352,2519.162759427269,414811.6316890672,35343.09922876892,
37,326.26933288762206,7.66869441,area,13860.350587214143,14798.928439356778,15120.859905460427,14399.872886764591,78669.56245853577,47915.734758309096,46192.64592098337,100485.16915351168,2082910.135836759,188843.1663629548,
38,567.4198608398438,10.104088,area,0.0,0.0,0.0,0.0,608345.2630096764,738612.3951705615,843788.8119860213,1029998.8936403996,203654.5366296665,711964.3651310203,
39,738.4911804199219,8.8522001,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1592801.6567171165,
40,518.3240814208984,7.020231470000001,area,3693.447357392352,1563.7399642628814,2802.2512249928923,1246.2817869733042,1900571.280255308,1304755.9142836672,2080437.5976180916,3114089.126446398,171406.2789623086,288292.55166991765,
41,556.4564819335938,10.61631,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365529.707922617,194804.5673846514,
42,492.3899398803711,9.28724593,area,2415904.5212506787,2549833.890715888,2548029.9895242085,2369255.919657792,1684012.3244709375,1116977.503700929,1648324.7871821478,1633068.875207509,1616378.3949039725,1782577.6258292086,
43,375.19193267822266,6.2463788000000005,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,424211.84411290265,314112.20779180224,
44,414.3214874267578,4.22440165,area,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.3323811543326,1071862.777087907,
45,252.19191932678223,4.042547975,area,549.5586866509925,0.0,1004.6947583759384,0.0,0.0,0.0,0.0,0.0,36046.54549415074,2989105.9770174306,
