CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
1185	1291	-0.000	0.000	0.9064	0.7421	1
1185	1452	440.115	0.000	0.7782	0.5113	1
1185	1466	427.131	0.000	0.7410	0.4737	1
1185	1689	468.146	0.000	0.8304	0.5547	1
1185	1718	174.052	0.000	0.8908	0.6831	1
1185	2333	292.079	0.000	0.8770	0.7103	1
1185	2619	306.094	0.000	0.8905	0.7111	1
1185	2712	454.131	0.000	0.7957	0.5547	1
1185	2969	220.092	0.000	0.7154	0.5809	1
1190	1201	-84.059	0.000	0.8578	0.6219	1
1190	1224	-106.115	0.000	0.8377	0.5429	1
1190	1262	-140.121	0.000	0.8769	0.6268	1
1190	1341	-172.152	0.000	0.8829	0.6733	1
1190	1439	-162.107	0.000	0.8662	0.6268	1
1190	1461	-108.130	0.000	0.8805	0.6247	1
1190	1671	-0.000	0.000	0.8705	0.5781	1
1190	1682	-130.113	0.000	0.7201	0.3907	1
1190	1896	-128.100	0.000	0.8140	0.4068	1
1190	1920	-128.099	0.000	0.8790	0.6247	1
1190	2116	-389.231	0.000	0.8406	0.5704	1
1190	2124	-176.085	0.000	0.8649	0.6247	1
1190	2225	-106.115	0.000	0.8665	0.5781	1
1190	2289	-130.114	0.000	0.7201	0.3907	1
1190	2348	-80.995	0.000	0.7678	0.5512	1
1190	2400	-148.051	0.000	0.8446	0.5682	1
1190	2417	-132.129	0.000	0.8713	0.6247	1
1190	2512	-130.115	0.000	0.7820	0.4392	1
1190	2611	-146.106	0.000	0.8481	0.5936	1
1190	2630	-148.160	0.000	0.8560	0.5781	1
1190	2631	-154.103	0.000	0.8732	0.6159	1
1190	2680	130.098	0.000	0.8604	0.5781	1
1190	2720	-120.088	0.000	0.8553	0.5781	1
1190	2726	-130.113	0.000	0.8819	0.6247	1
1190	2739	-252.173	0.000	0.8641	0.5704	1
1190	2766	-164.082	0.000	0.8906	0.6614	1
1190	2778	-122.109	0.000	0.8780	0.6247	1
1190	2878	-134.146	0.000	0.8642	0.5547	1
1190	2913	-53.136	0.000	0.8813	0.6591	1
1190	2977	128.084	0.000	0.8659	0.5781	1
1190	3073	-81.168	0.000	0.8708	0.5781	1
1190	3121	-80.995	0.000	0.7678	0.5512	1
1190	3219	-24.000	0.000	0.8698	0.5809	1
1190	3255	-54.048	0.000	0.8679	0.6247	1
1190	3283	-178.101	0.000	0.8743	0.6126	1
1190	3291	-176.084	0.000	0.8649	0.6247	1
1190	3296	-132.130	0.000	0.8732	0.6241	1
1190	3348	-140.083	0.000	0.8565	0.6247	1
1190	3352	-52.030	0.000	0.8525	0.5751	1
1190	3365	126.068	0.000	0.7086	0.5781	1
1190	3397	-108.131	0.000	0.8799	0.6630	1
1190	3434	-128.099	0.000	0.8537	0.5809	1
1190	3443	-30.043	0.000	0.8525	0.5809	1
1190	3449	-52.032	0.000	0.8633	0.5781	1
1190	3491	-50.015	0.000	0.8600	0.5781	1
1190	3506	130.099	0.000	0.7345	0.6247	1
1191	1421	63.071	0.000	0.7423	0.6426	1
1191	1744	225.121	0.000	0.7813	0.7318	1
1191	1953	225.123	0.000	0.7736	0.7164	1
1191	2839	225.123	0.000	0.7537	0.6836	1
1193	2025	0.926	0.000	0.7164	0.5717	1
1193	2341	-1.030	0.000	0.7364	0.4877	1
1193	2607	-1.089	0.000	0.7248	0.6378	1
1193	3153	0.926	0.000	0.7414	0.5907	1
1194	1326	-29.974	0.000	0.7107	0.5558	1
1194	1474	131.168	0.000	0.8208	0.6832	1
1194	1656	56.065	0.000	0.8887	0.6826	1
1194	1792	113.157	0.000	0.8023	0.5800	1
1194	1818	124.147	0.000	0.7040	0.5241	1
1194	1939	0.037	0.000	0.8013	0.6053	1
1194	2030	161.178	0.000	0.9072	0.8467	1
1194	2036	258.183	0.000	0.7552	0.5702	1
1194	2137	96.130	0.000	0.8691	0.7604	1
1194	2139	276.194	0.000	0.8113	0.6152	1
1194	2292	126.141	0.000	0.8117	0.5813	1
1194	2372	22.078	0.000	0.7465	0.6318	1
1194	2455	96.130	0.000	0.8029	0.5716	1
1194	2591	96.130	0.000	0.8691	0.7604	1
1194	2615	293.220	0.000	0.8007	0.7388	1
1194	2644	130.099	0.000	0.7309	0.5244	1
1194	2821	144.116	0.000	0.7938	0.6185	1
1194	2864	88.053	0.000	0.8362	0.6536	1
1194	2870	-21.911	0.000	0.7531	0.7095	1
1194	2907	-132.042	0.000	0.7516	0.6258	1
1194	3020	110.131	0.000	0.7110	0.5411	1
1194	3271	-7.896	0.000	0.7635	0.5046	1
1194	3381	35.146	0.000	0.7183	0.6374	1
1194	3479	217.168	0.000	0.8872	0.8049	1
1194	3480	-35.927	0.000	0.7258	0.5800	1
1194	3482	200.142	0.000	0.8939	0.7963	1
1194	3524	44.062	0.000	0.8361	0.6062	1
1198	1325	37.979	0.000	0.8614	0.7414	1
1198	1603	-10.021	0.000	0.8622	0.7307	1
1198	1685	91.990	0.000	0.7141	0.7051	1
1198	1894	120.021	0.000	0.7762	0.6918	1
1198	1940	120.021	0.000	0.8251	0.7027	1
1198	1982	-26.016	0.000	0.8091	0.7537	1
1198	2002	-10.021	0.000	0.7128	0.6064	1
1198	2134	120.021	0.000	0.8251	0.7027	1
1198	2146	-40.031	0.000	0.8090	0.6963	1
1198	2172	-14.016	0.000	0.7608	0.6366	1
1198	2978	15.994	0.000	0.9020	0.7950	1
1198	3262	-10.021	0.000	0.8750	0.7633	1
1198	3301	15.960	0.000	0.7745	0.6977	1
1198	3401	31.990	0.000	0.7138	0.5695	1
1201	1224	-22.057	0.000	0.8887	0.5717	1
1201	1262	-56.062	0.000	0.9133	0.6211	1
1201	1341	-88.093	0.000	0.9123	0.6534	1
1201	1439	-78.048	0.000	0.9020	0.6211	1
1201	1461	-24.072	0.000	0.9334	0.6534	1
1201	1671	84.059	0.000	0.9174	0.6211	1
1201	1682	-46.054	0.000	0.7674	0.4313	1
1201	1896	-44.041	0.000	0.8600	0.4279	1
1201	1920	-44.040	0.000	0.9311	0.6534	1
1201	2116	-305.172	0.000	0.8758	0.5622	1
1201	2124	-92.026	0.000	0.9097	0.6819	1
1201	2225	-22.056	0.000	0.9258	0.6211	1
1201	2289	-46.055	0.000	0.7674	0.4313	1
1201	2400	-63.992	0.000	0.8914	0.5998	1
1201	2406	168.188	0.000	0.8491	0.5846	1
1201	2417	-48.071	0.000	0.9250	0.6534	1
1201	2512	-46.056	0.000	0.8356	0.4897	1
1201	2611	-62.047	0.000	0.8888	0.6274	1
1201	2630	-64.101	0.000	0.9006	0.6211	1
1201	2631	-70.045	0.000	0.8979	0.6211	1
1201	2680	214.157	0.000	0.9158	0.6211	1
1201	2720	-36.029	0.000	0.9128	0.6513	1
1201	2726	-46.055	0.000	0.9306	0.6534	1
1201	2739	-168.114	0.000	0.8959	0.5937	1
1201	2766	-80.024	0.000	0.9176	0.6534	1
1201	2778	-38.050	0.000	0.9267	0.6534	1
1201	2878	-50.087	0.000	0.9260	0.6106	1
1201	2913	30.923	0.000	0.9309	0.6534	1
