cluster index	parent mass	RTMean
1	820.5928723155029	11.2479346
2	610.2022014417147	4.00141372631579
3	167.07031158447265	2.362662256
4	234.09786209116592	3.129413448
5	444.36786475548377	7.612523923076923
6	626.2810554504395	3.468616791666667
7	207.0584982009161	2.177353742857143
8	227.0790330797114	2.035563414285714
9	268.103662109375	2.4644460350000004
10	137.0457565307617	1.1560079720000005
11	230.24777954101563	5.787814208
12	483.3450052361739	11.154256052631576
13	342.2274188232422	6.101390808
14	587.5160395304362	11.3254065
15	568.2384384155273	3.2056298299999995
16	225.14839202945703	2.716571816
17	467.3731314356963	10.651387374999995
18	252.16272690716912	2.9473441588235296
19	738.5546482631138	10.286005285714287
20	1185.542297363953	9.640821906666668
21	508.1928012250158	2.5892804684210526
22	584.233268737793	2.3054483350000003
23	359.1508433024089	8.862229975
24	283.12829437255857	2.171011695
25	395.11805484169406	3.639379410526316
26	749.4438531072399	9.72403690714286
27	378.17598615521024	2.306292514285714
28	289.0917152736498	0.6476385639130434
29	380.1912307739258	3.619195427777777
30	350.32658325195314	9.0926937
31	216.0637397768266	1.416925807142857
32	369.16622200030326	2.784283235
33	742.5369567881972	10.160486782608697
34	399.3945454200527	7.839529914285714
35	303.1220069892121	3.496324465
36	389.1413349824793	3.088181858823529
37	344.1341103007628	0.68455181
38	284.17009963989256	1.1904309300000002
39	352.3573840913318	10.663235714285712
40	261.22106497628346	8.302369876190474
41	279.0975868225097	2.360140725
42	245.03219299316407	1.4766370950000005
43	608.2073974609375	4.2748048857142855
44	400.14623006184894	2.2114355666666667
45	398.2410234731129	6.1231110071428585
46	312.12956019827703	1.7545321238095235
47	247.1226692199707	7.421538342857143
48	344.8755541349712	0.5093161647368422
49	355.1782415480841	2.689853704761905
50	629.2731164550781	10.33000196
51	769.4860400390625	10.87184172
52	357.3111096191406	5.893442247999998
53	143.10674826304117	1.91042165
54	376.16090995394455	2.0099089526315788
55	780.5602682384988	11.181148782608693
56	147.04391418457033	3.449838472
57	354.17560456928453	3.2335284000000004
58	290.8473568870908	0.56492357
59	313.2370535544078	6.1732152000000005
60	537.535703125	10.89341352
61	332.2430749377494	4.4333228681818175
62	335.1524209423963	2.4601716
63	617.5134451743934	11.618763571428572
