formulaRank	molecularFormula	adduct	precursorFormula	ZodiacScore	SiriusScore	TreeScore	IsotopeScore	numExplainedPeaks	explainedIntensity	medianMassErrorFragmentPeaks(ppm)	medianAbsoluteMassErrorFragmentPeaks(ppm)	massErrorPrecursor(ppm)	lipidClass	ionMass	retentionTimeInSeconds	id	featureId
1	C45H83NO10	[M + Na]+	C45H83NO10	0.5236180904522614	70.64566121945721	62.44723538247433	8.198425836982878	20	0.48953785940087297	1.5707719300246936	4.636649567569349	2.111658073099497		820.59265	675.12756	1_mapp_batch_00109_sirius_1	1
1	C28H33N3O11	[M + Na]+	C28H33N3O11	0.977889447236181	32.27534014403214	28.903126610212265	3.3722135338198775	9	0.5921052631578948	-1.7285373662360564	2.488994848866928	2.525280216757197		610.20227	240.228342	2_mapp_batch_00109_sirius_2	2
1	C9H10O3	[M + H]+	C9H10O3	0.9999999999999999	24.64891140860813	24.64891140860813	0.0	5	0.2992738589211619	3.027973537275893	3.027973537275893	0.6159264719435008		167.07037	141.584238	3_mapp_batch_00109_sirius_3	3
1	C10H21NO2S2	[M - H2O + H]+	C10H19NOS2	0.9999999999999999	93.56661837176841	93.56661837176841	0.0	46	0.9536208299430431	1.9711946231940674	2.1304504731901286	-76936.74531322785		234.09792	187.501866	4_mapp_batch_00109_sirius_4	4
1	C25H49NO5	[M + H]+	C25H49NO5	0.9999999999999999	29.1522311780402	22.770164733118243	6.382066444921958	5	0.7499098232535769	0.7891208666802948	4.6738113482295125	-1.3458332483591213		444.36775	456.820716	5_mapp_batch_00109_sirius_5	5
1	C25H43N3O15	[M + H]+	C25H43N3O15	0.900502512562814	26.815350256210444	26.815350256210444	0.0	6	0.656441717791411	-0.9606167694852478	3.1236942363319637	3.668606417709299		626.27899	208.244322	6_mapp_batch_00109_sirius_6	6
1	C10H10N2OS	[M + H]+	C10H10N2OS	0.9999999999999999	27.611640794317125	24.947413297583896	2.664227496733229	16	0.9823454386789284	0.7216730050657806	1.0188830098836275	1.741551763766819		207.05902	130.48566	7_mapp_batch_00109_sirius_7	7
1	C11H12N2O2	[M + Na]+	C11H12N2O2	0.9999999999999999	14.130306216583307	10.94519181121247	3.185114405370837	3	0.3905674281503316	-2.0016204729542486	2.0016204729542486	-2.0016204729542486		227.07864	121.73969399999999	8_mapp_batch_00109_sirius_8	8
1	C10H23NO4S2	[M - H2O + H]+	C10H21NO3S2	0.8442211055276382	31.12775644733989	31.12775644733989	0.0	19	0.8873929008567931	3.2591580746226834	4.357043424957478	-67178.31085464876		268.10339	148.479666	9_mapp_batch_00109_sirius_9	9
1	C5H6N4O2	[M - H2O + H]+	C5H4N4O	0.9999999999999999	35.87559481203648	33.81562838961516	2.059966422421318	10	0.7875866851595005	5.430162061890981	5.430162061890981	-131418.82020352044		137.04594	68.78491799999999	10_mapp_batch_00109_sirius_10	10
1	C14H33NO2	[M - H2O + H]+	C14H31NO	0.9999999999999999	20.264916686638227	16.591646084278793	3.673270602359434	8	0.7364532019704433	9.033099046402976	9.033099046402976	-78222.04915122682		230.24794	347.19996000000003	11_mapp_batch_00109_sirius_11	11
1	C29H48O4	[M + Na]+	C29H48O4	0.7773869346733668	5.509752238205037	3.354234568887538	2.155517669317499	1	0.0	1.7082619463403461	1.7082619463403461	1.7082619463403461		483.34531	669.25416	12_mapp_batch_00109_sirius_12	12
1	C40H68O	[M + Na]+	C40H68O	0.9994974874371858	92.96562117954012	92.96562117954012	0.0	25	0.7465576592082619	-0.2668416782877281	2.3800627017287095	0.8793864965548976		587.51675	679.905	14_mapp_batch_00109_sirius_14	14
1	C27H37NO12	[M + H]+	C27H37NO12	0.9964824120603015	44.65234230034535	44.65234230034535	0.0	15	0.7291933418693982	-1.5840771062905064	2.9149745747286366	-1.3267881223803182		568.23810	191.95629599999998	15_mapp_batch_00109_sirius_15	15
1	C13H22O4	[M - H2O + H]+	C13H20O3	0.9999999999999999	92.61767746629315	88.9933315375452	3.6243459287479376	24	0.8175482265090229	0.01645679215860029	1.2720905196143089	-79994.77044706434		225.14839	163.120572	16_mapp_batch_00109_sirius_16	16
1	C28H50O5	[M + H]+	C28H50O5	N/A	81.54559205602918	81.54559205602918	0.0	21	0.7788686302010284	3.0794018825652287	3.0794018825652287	0.3409393943646918		467.37326	637.9811400000001	17_mapp_batch_00109_sirius_17	17
1	C11H25NO3S	[M + H]+	C11H25NO3S	0.9999999999999999	42.4145588800358	42.4145588800358	0.0	12	0.928341384863124	1.4827958866826987	2.3217648665527078	-0.34360480566680585		252.16270	176.93234999999999	18_mapp_batch_00109_sirius_18	18
1	C42H75NO9	[M + H]+	C42H75NO9	0.9999999999999999	158.8619951974338	153.2658279897301	5.596167207703704	54	0.9635641512692112	3.351111761917345	3.351111761917345	3.089853668783572		738.55374	616.8272400000001	19_mapp_batch_00109_sirius_19	19
1	C64H76N6O16	[M + H]+	C64H76N6O16	0.6758793969849247	29.37621713768065	21.166771616242322	8.209445521438328	11	0.9683161267354928	0.5844184430244332	2.79096649036705	2.5789499042266275		1185.54211	578.3622	20_mapp_batch_00109_sirius_20	20
1	C24H25N7O6	[M + H]+	C24H25N7O6	0.6195979899497488	58.310752835841214	58.310752835841214	0.0	14	0.9280702788750665	-2.36950594166833	2.7147116152615243	-2.941094697989038		508.19241	155.34816600000002	21_mapp_batch_00109_sirius_21	21
1	C26H35N5O9	[M + Na]+	C26H35N5O9	0.8628140703517588	34.93365789359547	31.777987415283793	3.1556704783116794	9	0.6365140650854935	1.3468338001933708	1.4974176250652578	2.451858268329286		584.23413	137.170644	22_mapp_batch_00109_sirius_22	22
1	C16H24N4O2S	[M + Na]+	C16H24N4O2S	0.9999999999999999	84.90148643366562	81.906953742781	2.994532690884623	18	0.6111111111111114	-2.1276163862957675	2.1276163862957675	-2.7702329194612596		359.15022	531.989202	23_mapp_batch_00109_sirius_23	23
1	C11H20N2O5	[M + Na]+	C11H20N2O5	0.9999999999999999	42.886431649871994	39.57215653134471	3.3142751185272843	7	0.8299050632911392	-1.5947825816373367	1.5947825816373367	0.13302340547190863		283.12648	131.07075600000002	24_mapp_batch_00109_sirius_24	24
1	C13H24O12	[M + Na]+	C13H24O12	0.7522613065326633	85.15811733345988	85.15811733345988	0.0	14	0.6052409129332205	0.855712853924658	2.0940505399416054	2.472606663906326		395.11697	218.20512	25_mapp_batch_00109_sirius_25	25
1	C40H62N4O8	[M + Na]+	C40H62N4O8	0.34673366834170855	3.8588002571585185	3.8588002571585185	0.0	2	0.08411214953271028	-2.239638387556044	2.239638387556044	-3.3414111138043907		749.44348	583.392294	26_mapp_batch_00109_sirius_26	26
1	C17H23N5O5	[M + H]+	C17H23N5O5	0.9658291457286433	43.07398594006786	38.07299037479352	5.000995565274334	16	0.9928812289246907	-1.1495296501934342	4.657024656687273	-3.497011446885006		378.17587	137.119518	27_mapp_batch_00109_sirius_27	27
1	C12H16O8	[M + H]+	C12H16O8	0.9999999999999999	87.24921161119431	83.80938616409104	3.4398254471032703	14	0.866569200779727	2.9404492852366113	3.935480025724046	-0.35926530426119035		289.09169	38.298138	28_mapp_batch_00109_sirius_28	28
1	C15H27N5O5	[M + Na]+	C15H27N5O5	0.28391959798994976	1.0	1.0	0.0	1	0.0	NaN	NaN	0.9369883512501954		380.19080	216.710082	29_mapp_batch_00109_sirius_29	29
1	C20H39N5	[M + H]+	C20H39N5	0.9999999999999999	3.7086388316571206	1.0	2.7086388316571206	1	0.0	NaN	NaN	-4.407358685497216		350.32628	543.877278	30_mapp_batch_00109_sirius_30	30
1	C17H24N2O7	[M + H]+	C17H24N2O7	0.8296482412060301	21.93162232577786	21.93162232577786	0.0	4	0.9405578417924096	-0.8315244530607298	1.1107565184504864	1.175192743957429		369.16606	166.842444	31_mapp_batch_00109_sirius_32	32
1	C24H50N2O2	[M + H]+	C24H50N2O2	0.9999999999999999	16.821028003680347	13.394026702506999	3.4270013011733473	3	0.5486368226186468	0.943702773168306	2.018234394801349	0.943702773168306		399.39488	469.498968	32_mapp_batch_00109_sirius_34	34
1	C17H18O5	[M + H]+	C17H18O5	0.9959798994974873	14.98391205713217	14.98391205713217	0.0	2	0.5854177754124534	-1.6575892960446081	1.6575892960446081	-1.1716634991839772		303.12234	209.81103	33_mapp_batch_00109_sirius_35	35
1	C15H26O10	[M + Na]+	C15H26O10	0.849246231155779	4.708184705354386	4.708184705354386	0.0	2	0.06682577565632457	-2.7647073846082617	2.7647073846082617	-1.1828869041160228		389.14136	185.26335	34_mapp_batch_00109_sirius_36	36
1	C15H21NO8	[M + H]+	C15H21NO8	0.9939698492462311	87.28654705395678	81.29798662305183	5.988560430904961	25	0.9961192810457514	1.4360746123914396	1.4360746123914396	1.0920513258585203		344.13437	38.4898692	35_mapp_batch_00109_sirius_37	37
1	C17H21BO3	[M + H]+	C17H21BO3	0.9999999999999999	-0.6094379124341003	-0.6094379124341003	0.0	1	0.0	NaN	NaN	3.000012491894805		284.17014	71.712798	36_mapp_batch_00109_sirius_38	38
1	C23H45NO	[M + H]+	C23H45NO	0.9999999999999999	63.06828123818239	59.34895468233806	3.7193265558443263	12	0.7279434850863424	6.574655303981615	6.574655303981615	-4.389539506682646E-4		352.35739	639.74778	37_mapp_batch_00109_sirius_39	39
1	C18H28O	[M + H]+	C18H28O	0.9999999999999999	116.54172558455794	112.8597588385054	3.68196674605254	34	0.9643370033508856	-0.46697440565471954	1.9157156821976988	-0.15131496338076297		261.22125	498.26257799999996	38_mapp_batch_00109_sirius_40	40
1	C13H16N2O6	[M - H2O + H]+	C13H14N2O5	0.9999999999999999	56.174004676305756	56.174004676305756	0.0	10	0.6316916488222698	-0.5421145310735132	1.519518684556278	-64531.25278769477		279.09760	141.852144	39_mapp_batch_00109_sirius_41	41
1	C6H14O9S	[M - H2O + H]+	C6H12O8S	0.6969849246231156	2.420565949913538	2.420565949913538	0.0	4	0.07992565055762083	-0.8510463135381198	2.6109195114841586	-73503.65271193144		245.03236	88.52928	40_mapp_batch_00109_sirius_42	42
1	C27H35N3O14	[M - H2O + H]+	C27H33N3O13	0.9678391959798996	10.611701672892963	7.360596391828354	3.2511052810646084	4	0.27272727272727276	-2.623450915211709	2.623450915211709	-29614.900798344937		608.20718	256.499952	41_mapp_batch_00109_sirius_43	43
1	C24H23N3O2S	[M - H2O + H]+	C24H21N3OS	0.0	37.93132242910588	37.93132242910588	0.0	20	0.7260149004105215	3.5708224732609244	3.5708224732609244	-45013.200942119634		400.14650	133.146264	42_mapp_batch_00109_sirius_44	44
1	C18H31N5O5	[M + H]+	C18H31N5O5	0.5231155778894473	3.4899038986566864	0.7965551494053886	2.6933487492512977	1	0.0	2.328019478423465	2.328019478423465	2.328019478423465		398.24072	367.362642	43_mapp_batch_00109_sirius_45	45
1	C12H17N5O5	[M + H]+	C12H17N5O5	0.9864321608040202	11.983595445941374	11.983595445941374	0.0	3	0.982370702249927	-1.453998745355683	1.4552259738846174	-1.453998745355683		312.12979	104.856798	44_mapp_batch_00109_sirius_46	46
