feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
3112	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q82904034	ZOJSSXJDOHFOTI-HOCLYGCPSA-N	InChI=1S/C16H26O3/c1-12(2)6-5-11-16(3,18)14-9-7-13(8-10-14)15(17)19-4/h6-7,14,18H,5,8-11H2,1-4H3/t14-,16-/m0/s1	COC(=O)C1=CC[C@H]([C@@](C)(O)CCC=C(C)C)CC1	C16H26O3	pos_1_1proton1ethylamine	266.188194692	Bisaborosaol A	ZOJSSXJDOHFOTI	Terpenoids	Sesquiterpenoids	Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q634975	Rosa rugosa	1054790.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Rosa']	['Rosa rugosa']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	2	7.0	1	26	Terpenoids	0.6388888888888888	Sesquiterpenoids	0.3611111111111111	Cinnamic acids and derivatives	0.19444444444444445
3113	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q416446	BJRNKVDFDLYUGJ-RMPHRYRLSA-N	InChI=1S/C12H16O7/c13-5-8-9(15)10(16)11(17)12(19-8)18-7-3-1-6(14)2-4-7/h1-4,8-17H,5H2/t8-,9-,10+,11-,12-/m1/s1	OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	C12H16O7	pos_1_1proton1ethylamine	272.08960285200004	Arbutin	BJRNKVDFDLYUGJ	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q3079266	Pyrus calleryana	217646.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Pyrus']	['Pyrus calleryana']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	1	7.5	1	18	Shikimates and Phenylpropanoids	0.3888888888888889	Saccharides	0.15555555555555556	Disaccharides	0.15555555555555556
3114	1.0	0.5794161	ISDB	http://www.wikidata.org/entity/Q105115402	ILRCGYURZSFMEG-RGDJUOJXSA-N	InChI=1S/C14H20O7/c15-7-10-11(17)12(18)13(19)14(21-10)20-6-5-8-1-3-9(16)4-2-8/h1-4,10-19H,5-7H2/t10-,11-,12+,13-,14+/m1/s1	OC[C@H]1O[C@H](OCCc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	C14H20O7	nan	300.12090298	(2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]oxane-3,4,5-triol	ILRCGYURZSFMEG	Shikimates and Phenylpropanoids	Phenylethanoids (C6-C2)	Phenylethanoids	http://www.wikidata.org/entity/Q15601378	Sargentodoxa cuneata	639710.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Lardizabalaceae']	['Unknown']	['Sargentodoxa']	['Sargentodoxa cuneata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	1	6.817664384841919	1	18	Shikimates and Phenylpropanoids	0.3888888888888889	Saccharides	0.15555555555555556	Disaccharides	0.15555555555555556
3115	1.0	0.27905327	ISDB	http://www.wikidata.org/entity/Q105009710	GKAGMQMUZOEEEM-UHFFFAOYSA-N	InChI=1S/C14H27NO3/c1-4-5-6-7-12(16)13(17)8-9-14(18)15-10-11(2)3/h8-9,11-13,16-17H,4-7,10H2,1-3H3,(H,15,18)	CCCCCC(O)C(O)C=CC(=O)NCC(C)C	C14H27NO3	nan	257.199093724	4,5-dihydroxy-N-(2-methylpropyl)dec-2-enamide	GKAGMQMUZOEEEM	nan	nan	nan	http://www.wikidata.org/entity/Q43084	Piper nigrum	472526.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Piperales']	['Piperaceae']	['Unknown']	['Piper']	['Piper nigrum']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.116213083267212	1	26	Terpenoids	0.6388888888888888	Sesquiterpenoids	0.3611111111111111	Cinnamic acids and derivatives	0.19444444444444445
312	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q104402857|http://www.wikidata.org/entity/Q105299751	QLJNETOQFQXTLI-WMYFGKAISA-N|VZFVTZAODLQTMX-STMWSHLUSA-N	InChI=1S/C26H32O11/c1-32-18-7-12(3-5-16(18)28)24-14-10-35-25(15(14)11-34-24)13-4-6-17(19(8-13)33-2)36-26-23(31)22(30)21(29)20(9-27)37-26/h3-8,14-15,20-31H,9-11H2,1-2H3/t14-,15-,20+,21+,22-,23+,24+,25+,26+/m0/s1|InChI=1S/C24H28O11/c1-32-18-11-13(3-6-16(18)26)4-7-20(28)34-12-19-21(29)22(30)23(31)24(35-19)33-9-8-14-2-5-15(25)17(27)10-14/h2-7,10-11,19,21-27,29-31H,8-9,12H2,1H3/b7-4+/t19-,21-,22+,23-,24-/m1/s1	COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2)ccc1O|COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](OCCc3ccc(O)c(O)c3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O	C26H32O11|C24H28O11	pos_1_1proton1ammonium|pos_1_1proton1ethylamine	520.194461844|492.163161716	(2S,3R,4S,5S,6R)-2-[4-[(3S,3aR,6S,6aR)-3-(4-hydroxy-3-methoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[3,4-c]furan-6-yl]-2-methoxyphenoxy]-6-(hydroxymethyl)oxane-3,4,5-triol|2-(3,4-Dihydroxyphenyl)ethyl 6-O-[(E)-3-methoxy-4-hydroxycinnamoyl]-beta-D-glucopyranoside	QLJNETOQFQXTLI|VZFVTZAODLQTMX	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Lignans|Phenylpropanoids (C6-C3)	Furofuranoid lignans|Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q44120|http://www.wikidata.org/entity/Q2700694	Prunus domestica|Prunus grayana	731554.0|870878.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	['Amygdaleae']|['Amygdaleae']	['Prunus']|['Prunus']	['Prunus domestica']|['Prunus grayana']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	nan|nan	nan|nan	nan|nan	6|6	1|1	6.5|6.5	1|1	270	Shikimates and Phenylpropanoids	1.0	Diarylheptanoids	0.75	Linear diarylheptanoids	0.75
3120	31.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105222698	QJIYGTAEIRBFIS-UHFFFAOYSA-N	InChI=1S/C13H12O4/c1-7(14)10-4-9-5-11(8(2)15)17-12(9)6-13(10)16-3/h4-6H,1-3H3	COc1cc2oc(C(C)=O)cc2cc1C(C)=O	C13H12O4	pos_1_1proton1methanol	232.073558864	Benzofuran, 2,5-diacetyl-6-methoxy-	QJIYGTAEIRBFIS	Shikimates and Phenylpropanoids	Coumarins	nan	http://www.wikidata.org/entity/Q95988426	Scandosorbus intermedia	7637956.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Unknown']	['Scandosorbus']	['Scandosorbus intermedia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	1	6.5	1	506	Shikimates and Phenylpropanoids	1.0	Naphthalenes	0.6666666666666666	Naphthalenes and derivatives	0.6666666666666666
3121	14.0	0.0	MS1_match	http://www.wikidata.org/entity/Q22911785	KPQMCAKZRXOZLB-KOIHBYQTSA-N	InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)O	C13H20O3	pos_1_1proton1isopropanol	224.1412445	Vomifoliol	KPQMCAKZRXOZLB	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)	http://www.wikidata.org/entity/Q165424	Prunus padus	1004570.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	9	1	9.5	1	39	Terpenoids	0.75	Sesquiterpenoids	0.55	Eudesmane sesquiterpenoids	0.2
3127	1.0|1.0	0.0|0.0	MS1_match|MS1_match	http://www.wikidata.org/entity/Q105331489|http://www.wikidata.org/entity/Q104908421	XMXGGPVFYCGIQV-LZWOXQAQSA-N|AAXHRFJECJMASC-ZVZLTRKCSA-N	InChI=1S/C16H26O4/c1-11(2)14(17)9-10-16(3,19)13-7-5-12(6-8-13)15(18)20-4/h5,13-14,17,19H,1,6-10H2,2-4H3/t13-,14+,16-/m0/s1|InChI=1S/C16H26O4/c1-15(2,18)10-5-11-16(3,19)13-8-6-12(7-9-13)14(17)20-4/h5-6,10,13,18-19H,7-9,11H2,1-4H3/b10-5+/t13-,16-/m0/s1	C=C(C)[C@H](O)CC[C@](C)(O)[C@H]1CC=C(C(=O)OC)CC1|COC(=O)C1=CC[C@H]([C@@](C)(O)C/C=C/C(C)(C)O)CC1	C16H26O4|C16H26O4	pos_1_1proton1ethylamine|pos_1_1proton1ethylamine	282.183109312|282.183109312	methyl (4R)-4-[(2S,5R)-2,5-dihydroxy-6-methylhept-6-en-2-yl]cyclohexene-1-carboxylate|methyl (4R)-4-[(E,2S)-2,6-dihydroxy-6-methylhept-4-en-2-yl]cyclohexene-1-carboxylate	XMXGGPVFYCGIQV|AAXHRFJECJMASC	Terpenoids|Terpenoids	Sesquiterpenoids|Sesquiterpenoids	Bisabolane sesquiterpenoids|Bisabolane sesquiterpenoids	http://www.wikidata.org/entity/Q634975|http://www.wikidata.org/entity/Q634975	Rosa rugosa|Rosa rugosa	1054790.0|1054790.0	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	['Unknown']|['Unknown']	['Rosa']|['Rosa']	['Rosa rugosa']|['Rosa rugosa']	nan|nan	['Eukaryota']|['Eukaryota']	['Archaeplastida']|['Archaeplastida']	['Streptophyta']|['Streptophyta']	['Magnoliopsida']|['Magnoliopsida']	['Rosales']|['Rosales']	['Rosaceae']|['Rosaceae']	nan|nan	nan|nan	nan|nan	6|6	3|3	7.5|7.5	1|1	233	Terpenoids	1.0	Sesquiterpenoids	1.0	Bisabolane sesquiterpenoids	1.0
313	1.0	0.9030587	ISDB	http://www.wikidata.org/entity/Q15424791	DLIKSSGEMUFQOK-SFTVRKLSSA-N	InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1	O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21	C21H22O10	nan	434.1212969039998	Prunin	DLIKSSGEMUFQOK	Shikimates and Phenylpropanoids	Flavonoids	Flavanones	http://www.wikidata.org/entity/Q4993133	Prunus nipponica	1016430.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus nipponica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	3	11.112234830856323	1	128	Shikimates and Phenylpropanoids	0.8125	Flavonoids	0.8125	Flavanones	0.8125
3131	90.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105170778	MROVETGJOLYNJI-KCPJHIHWSA-N	InChI=1S/C15H22O2/c1-9(2)11-5-6-15(4)12(7-11)10(3)13(16)8-14(15)17/h11,14,17H,1,5-8H2,2-4H3/t11-,14-,15-/m1/s1	C=C(C)[C@@H]1CC[C@]2(C)C(=C(C)C(=O)C[C@H]2O)C1	C15H22O2	pos_1_1proton1methanol	234.161979944	Ligucyperonol	MROVETGJOLYNJI	Terpenoids	Sesquiterpenoids	Eudesmane sesquiterpenoids	http://www.wikidata.org/entity/Q15230671	Sorbus cuspidata	3903537.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Sorbus']	['Sorbus cuspidata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	3	8.5	1	39	Terpenoids	0.75	Sesquiterpenoids	0.55	Eudesmane sesquiterpenoids	0.2
3137	14.0	0.0	MS1_match	http://www.wikidata.org/entity/Q22911785	KPQMCAKZRXOZLB-KOIHBYQTSA-N	InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)O	C13H20O3	pos_1_1proton1methanol	224.1412445	Vomifoliol	KPQMCAKZRXOZLB	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)	http://www.wikidata.org/entity/Q165424	Prunus padus	1004570.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	9	1	9.5	1	49	Terpenoids	1.0	Phenylpropanoids (C6-C3)	0.6	Cinnamic acids and derivatives	0.6
3138	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105131601	JMQNCNOQIYLMHF-YKGOFEKOSA-N	InChI=1S/C29H40O4/c1-16-7-8-18-11-13-27(4)19(23(18)17(16)2)9-10-21-26(3)15-20(30)24(31)29(6,25(32)33)22(26)12-14-28(21,27)5/h7-9,20-22,24,30-31H,10-15H2,1-6H3,(H,32,33)/t20-,21+,22-,24+,26-,27-,28-,29+/m1/s1	Cc1ccc2c(c1C)C1=CC[C@H]3[C@@]4(C)C[C@@H](O)[C@H](O)[C@@](C)(C(=O)O)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2	C29H40O4	pos_2MMg	452.29265976	(2R,3R,4S,4aR,6aR,6bS,14aS,14bR)-2,3-dihydroxy-4,6a,6b,11,12,14b-hexamethyl-1,2,3,4a,5,6,7,8,14,14a-decahydropicene-4-carboxylic acid	JMQNCNOQIYLMHF	Terpenoids	Triterpenoids	nan	http://www.wikidata.org/entity/Q157347	Sanguisorba officinalis	964939.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Sanguisorbeae']	['Sanguisorba']	['Sanguisorba officinalis']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	nan	nan	nan	6	2	7.0	1	281	Terpenoids	0.5	Triterpenoids	0.5	nan	nan
314	16.0	0.2289255	ISDB	http://www.wikidata.org/entity/Q115948034	LBFWHQSJIPPDSZ-UHFFFAOYSA-N	InChI=1S/C37H66O5/c1-3-4-5-6-7-8-14-17-20-23-26-33(38)35-28-29-36(42-35)34(39)27-24-21-18-15-12-10-9-11-13-16-19-22-25-32-30-31(2)41-37(32)40/h17,20,30-31,33-36,38-39H,3-16,18-19,21-29H2,1-2H3	CCCCCCCCC=CCCC(O)C1CCC(C(O)CCCCCCCCCCCCCCC2=CC(C)OC2=O)O1	C37H66O5	nan	590.491025212	4-[15-hydroxy-15-[5-(1-hydroxytridec-4-enyl)oxolan-2-yl]pentadecyl]-2-methyl-2H-furan-5-one	LBFWHQSJIPPDSZ	Polyketides	Linear polyketides	Acetogenins	http://www.wikidata.org/entity/Q275620	Annona squamosa	915056.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Magnoliales']	['Annonaceae']	['Annoneae']	['Annona']	['Annona squamosa']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	6.415701985359192	1	132	Polyketides	1.0	Linear polyketides	1.0	Acetogenins	1.0
3144	5.0	0.6500738	ISDB	http://www.wikidata.org/entity/Q4637201	FUGYGGDSWSUORM-UHFFFAOYSA-N	InChI=1S/C8H8O/c1-2-7-3-5-8(9)6-4-7/h2-6,9H,1H2	C=Cc1ccc(O)cc1	C8H8O	nan	120.057514876	4-Vinylphenol	FUGYGGDSWSUORM	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q13189	Prunus persica	259054.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus persica']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	nan	8	3	12.100295305252075	1	266	Shikimates and Phenylpropanoids	0.75	Phenylpropanoids (C6-C3)	0.75	Cinnamic acids and derivatives	0.75
3145	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q81984400	NPFVOOAXDOBMCE-UHFFFAOYSA-N	InChI=1S/C8H14O2/c1-3-4-5-6-7-10-8(2)9/h4-5H,3,6-7H2,1-2H3	CCC=CCCOC(C)=O	C8H14O2	pos_2MNa	142.099379688	Hex-3-enyl acetate	NPFVOOAXDOBMCE	Fatty acids	Fatty esters	Wax monoesters	http://www.wikidata.org/entity/Q158657	Malus pumila	854961.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	['Malus pumila']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	['Malus pumila']	9	3	10.5	1	185	Fatty acids	0.2	Fatty esters	0.2	Wax monoesters	0.2
3147	37.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104401141	CBRMMSPVRYLGMR-UHFFFAOYSA-N	InChI=1S/C14H14O4/c1-17-12-7-9(8-13(18-2)14(12)16)10-5-3-4-6-11(10)15/h3-8,15-16H,1-2H3	COc1cc(-c2ccccc2O)cc(OC)c1O	C14H14O4	pos_1_1proton	246.089208928	2'-Hydroxyaucuparin	CBRMMSPVRYLGMR	Shikimates and Phenylpropanoids	nan	nan	http://www.wikidata.org/entity/Q146198	Sorbus aucuparia	217673.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Sorbus']	['Sorbus aucuparia']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	nan	nan	7	1	7.5	1	506	Shikimates and Phenylpropanoids	1.0	Naphthalenes	0.6666666666666666	Naphthalenes and derivatives	0.6666666666666666
3149	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104252968	DUBCCGAQYVUYEU-UHFFFAOYSA-N	InChI=1S/C21H18O13/c22-7-4-10(25)12-11(5-7)32-17(6-1-2-8(23)9(24)3-6)18(13(12)26)33-21-16(29)14(27)15(28)19(34-21)20(30)31/h1-5,14-16,19,21-25,27-29H,(H,30,31)	O=C(O)C1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O	C21H18O13	pos_1_1proton	478.0747406359999	Miquelianin	DUBCCGAQYVUYEU	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q157815	Potentilla anserina	328270.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Potentilleae']	['Potentilla']	['Potentilla anserina']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Potentilleae']	['Potentilla']	nan	8	3	9.5	1	126	Shikimates and Phenylpropanoids	1.0	Flavonoids	1.0	Flavonols	1.0
3150	1.0	0.72414035	ISDB	http://www.wikidata.org/entity/Q82089161	DKHAQNNRAKURNG-UHFFFAOYSA-N	InChI=1S/C12H10O2/c1-7-4-3-5-9-6-8(2)11(13)12(14)10(7)9/h3-6H,1-2H3	CC1=Cc2cccc(C)c2C(=O)C1=O	C12H10O2	nan	186.06807956	3,8-Dimethyl-1,2-naphthoquinone	DKHAQNNRAKURNG	Polyketides	Naphthalenes	Naphthoquinones	http://www.wikidata.org/entity/Q1137540	Hibiscus cannabinus	393745.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Malvales']	['Malvaceae']	['Unknown']	['Hibiscus']	['Hibiscus cannabinus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	8.39656138420105	1	812	Shikimates and Phenylpropanoids	1.0	Naphthalenes	1.0	Naphthoquinones	1.0
3156	1.0	0.3040207	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	RDYVYZTXHFYVLU	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.2160828113555908	1	26	Terpenoids	0.6388888888888888	Sesquiterpenoids	0.3611111111111111	Cinnamic acids and derivatives	0.19444444444444445
3157	2.0	0.23845905	ISDB	http://www.wikidata.org/entity/Q105264948	TUQIUNWHHVJPHY-CJNGLKHVSA-N	InChI=1S/C16H31NO3/c1-5-6-7-8-9-10-11-12-16(20-15(4)19)13(2)17-14(3)18/h13,16H,5-12H2,1-4H3,(H,17,18)/t13-,16+/m1/s1	CCCCCCCCC[C@H](OC(C)=O)[C@@H](C)NC(C)=O	C16H31NO3	nan	285.230393852	(2R,3S)-2-(Acetylamino)-3-acetoxydodecane	TUQIUNWHHVJPHY	Alkaloids	Peptide alkaloids	Simple amide alkaloids	http://www.wikidata.org/entity/Q4911543	Clavelina oblonga	850955.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Clavelinidae']	['Unknown']	['Clavelina']	['Clavelina oblonga']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.45383620262146	1	199	Alkaloids	0.5	Peptide alkaloids	0.5	Simple amide alkaloids	0.5
3158	4.0	0.384578	ISDB	http://www.wikidata.org/entity/Q27116664	LUKBXSAWLPMMSZ-UPHRSURJSA-N	InChI=1S/C14H12O3/c15-12-5-3-10(4-6-12)1-2-11-7-13(16)9-14(17)8-11/h1-9,15-17H/b2-1-	Oc1ccc(/C=C\c2cc(O)cc(O)c2)cc1	C14H12O3	nan	228.078644244	(Z)-resveratrol	LUKBXSAWLPMMSZ	Shikimates and Phenylpropanoids	Stilbenoids	Monomeric stilbenes	http://www.wikidata.org/entity/Q104819	Malus	208026.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	['Unknown']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Maleae']	['Malus']	nan	8	0	9.538311958312988	1	-1	nan	nan	nan	nan	nan	nan
3160	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q22911785	KPQMCAKZRXOZLB-KOIHBYQTSA-N	InChI=1S/C13H20O3/c1-9-7-11(15)8-12(3,4)13(9,16)6-5-10(2)14/h5-7,10,14,16H,8H2,1-4H3/b6-5+/t10-,13-/m1/s1	CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/[C@@H](C)O	C13H20O3	pos_1_1proton1isopropanol	224.1412445	Vomifoliol	KPQMCAKZRXOZLB	Terpenoids	Apocarotenoids	Apocarotenoids(ε-)	http://www.wikidata.org/entity/Q165424	Prunus padus	1004570.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Rosales']	['Rosaceae']	['Amygdaleae']	['Prunus']	['Prunus padus']	9	1	9.5	1	39	Terpenoids	0.75	Sesquiterpenoids	0.55	Eudesmane sesquiterpenoids	0.2
