feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final
1881	24	Shikimates and Phenylpropanoids	0.24	Saccharides	0.16	Monosaccharides	0.12	5.0	0.65704566	ISDB	http://www.wikidata.org/entity/Q388692	WQGWDDDVZFFDIG-UHFFFAOYSA-N	InChI=1S/C6H6O3/c7-4-2-1-3-5(8)6(4)9/h1-3,7-9H	Oc1cccc(O)c1O	C6H6O3		126.031694052	Pyrogallol	WQGWDDDVZFFDIG	Shikimates and Phenylpropanoids			http://www.wikidata.org/entity/Q7224565	Raphanus sativus	359073.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Raphanus']	['Raphanus sativus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	9.128182649612427	1
1878	965	Fatty acids	1.0	Octadecanoids	1.0	Isoprostanes	0.5	17.0	0.4403442	ISDB	http://www.wikidata.org/entity/Q105142585	KLFMLBSZQZVKDC-JMJILCHISA-N	InChI=1S/C18H28O4/c1-2-16(19)12-8-6-7-10-14-17(20)13-9-4-3-5-11-15-18(21)22/h6-8,10,12,14,16,19H,2-5,9,11,13,15H2,1H3,(H,21,22)/b7-6+,12-8+,14-10+/t16-/m0/s1	CC[C@H](O)/C=C/C=C/C=C/C(=O)CCCCCCCC(=O)O	C18H28O4		308.198759376	(10E,12E,14E,16S)-16-hydroxy-9-oxooctadeca-10,12,14-trienoic acid	KLFMLBSZQZVKDC	Fatty acids	Fatty Acids and Conjugates	Oxo fatty acids	http://www.wikidata.org/entity/Q212547	Isatis tinctoria	631500.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Isatideae']	['Isatis']	['Isatis tinctoria']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	1	8.261376857757568	1
1877	615	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Simple phenolic acids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q408428	JMSVCTWVEWCHDZ-UHFFFAOYSA-N	InChI=1S/C9H10O5/c1-13-6-3-5(9(11)12)4-7(14-2)8(6)10/h3-4,10H,1-2H3,(H,11,12)	COc1cc(C(=O)O)cc(OC)c1O	C9H10O5	pos_1_1proton	198.05282342	Syringic acid	JMSVCTWVEWCHDZ	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q49855	Eutrema japonicum	185264.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Eutremeae']	['Eutrema']	['Eutrema japonicum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1877	615	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Simple phenolic acids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q408984	KKEYFWRCBNTPAC-UHFFFAOYSA-N	InChI=1S/C8H6O4/c9-7(10)5-1-2-6(4-3-5)8(11)12/h1-4H,(H,9,10)(H,11,12)	O=C(O)c1ccc(C(=O)O)cc1	C8H6O4	pos_1_1proton1methanol	166.026608672	4-Oxoniocarbonylbenzoate	KKEYFWRCBNTPAC	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1877	615	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Simple phenolic acids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q423876	XNGIFLGASWRNHJ-UHFFFAOYSA-N	InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)	O=C(O)c1ccccc1C(=O)O	C8H6O4	pos_1_1proton1methanol	166.026608672	Hydron;phthalate	XNGIFLGASWRNHJ	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1877	615	Shikimates and Phenylpropanoids	1.0	Phenolic acids (C6-C1)	1.0	Simple phenolic acids	1.0	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27185967	VDVJGIYXDVPQLP-UHFFFAOYSA-N	InChI=1S/C8H6O4/c9-8(10)5-1-2-6-7(3-5)12-4-11-6/h1-3H,4H2,(H,9,10)	O=C(O)c1ccc2c(c1)OCO2	C8H6O4	pos_1_1proton1methanol	166.026608672	Piperonylic acid	VDVJGIYXDVPQLP	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1874	101	Fatty acids	0.7777777777777778	Fatty acyls	0.4444444444444444	N-acyl ethanolamines (endocannabinoids)	0.2777777777777778	10.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27130329	OYKAXBUWOIRLGF-VMBRNALUSA-N	InChI=1S/C18H28O3/c1-2-3-4-5-7-10-13-16-21-17-14-11-8-6-9-12-15-18(19)20/h3-4,7,10,13-14,16-17H,2,5-6,8-9,11-12,15H2,1H3,(H,19,20)/b4-3-,10-7-,16-13+,17-14+	CC/C=C\C/C=C\C=C\O/C=C/CCCCCCC(=O)O	C18H28O3	pos_1_1proton1ethylamine	292.203844756	Colnelenic acid	OYKAXBUWOIRLGF	Fatty acids	Fatty acyls	Fatty ethers	http://www.wikidata.org/entity/Q158695	Arabidopsis thaliana	309263.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Camelineae']	['Arabidopsis']	['Arabidopsis thaliana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
1872	757	Shikimates and Phenylpropanoids	0.2	Phenylpropanoids (C6-C3)	0.2	Cinnamic acids and derivatives	0.2	8.0	0.4762127	ISDB	http://www.wikidata.org/entity/Q424998	DTUQWGWMVIHBKE-UHFFFAOYSA-N	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	O=CCc1ccccc1	C8H8O		120.057514876	Phenylacetaldehyde	DTUQWGWMVIHBKE	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	9.404850840568542	1
1871	91	Shikimates and Phenylpropanoids	0.6666666666666666	Phenylpropanoids (C6-C3)	0.5833333333333334	Cinnamic acids and derivatives	0.5833333333333334	32.0	0.0	MS1_match	http://www.wikidata.org/entity/Q27105777	RUVINXPYWBROJD-UHFFFAOYSA-N	InChI=1S/C10H12O/c1-3-4-9-5-7-10(11-2)8-6-9/h3-8H,1-2H3	CC=Cc1ccc(OC)cc1	C10H12O	pos_1_1proton1methanol	148.088815004	Methoxy-4-propenylbenzene	RUVINXPYWBROJD	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q15543007	Erucaria microcarpa	632830.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Erucaria']	['Erucaria microcarpa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1871	91	Shikimates and Phenylpropanoids	0.6666666666666666	Phenylpropanoids (C6-C3)	0.5833333333333334	Cinnamic acids and derivatives	0.5833333333333334	32.0	0.0	MS1_match	http://www.wikidata.org/entity/Q424998	DTUQWGWMVIHBKE-UHFFFAOYSA-N	InChI=1S/C8H8O/c9-7-6-8-4-2-1-3-5-8/h1-5,7H,6H2	O=CCc1ccccc1	C8H8O	pos_1_1proton1isopropanol	120.057514876	Phenylacetaldehyde	DTUQWGWMVIHBKE	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q177932	Brassica napus	309234.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Brassica']	['Brassica napus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1870	654	Shikimates and Phenylpropanoids	1.0	Phenylpropanoids (C6-C3)	0.5	Purine nucleos(t)ides	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105228815	QVPHNABUSKBIMG-ZZXKWVIFSA-N	InChI=1S/C13H12O7/c14-9-4-1-8(2-5-9)3-6-12(17)20-10(13(18)19)7-11(15)16/h1-6,10,14H,7H2,(H,15,16)(H,18,19)/b6-3+	O=C(O)CC(OC(=O)/C=C/c1ccc(O)cc1)C(=O)O	C13H12O7	pos_1_1proton1ammonium	280.058302724	D-Malic acid p-coumarate	QVPHNABUSKBIMG	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q7224565	Raphanus sativus	359073.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Raphanus']	['Raphanus sativus']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	2	7.0	1
1866	-1							5.0	0.2055489	ISDB	http://www.wikidata.org/entity/Q105276895	UPNWIBPHYOJXOA-BWALXXMCSA-N	InChI=1S/C46H89NO10/c1-3-5-7-9-11-13-15-17-18-19-20-21-22-24-26-28-30-32-34-39(50)45(55)47-37(36-56-46-44(54)43(53)42(52)40(35-48)57-46)41(51)38(49)33-31-29-27-25-23-16-14-12-10-8-6-4-2/h25,27,37-44,46,48-54H,3-24,26,28-36H2,1-2H3,(H,47,55)/b27-25+/t37-,38+,39+,40+,41-,42+,43-,44+,46+/m0/s1	CCCCCCCCC/C=C/CCC[C@@H](O)[C@@H](O)[C@H](CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)NC(=O)[C@H](O)CCCCCCCCCCCCCCCCCCCC	C46H89NO10		815.648648048	(2R)-N-[(E,2S,3S,4R)-3,4-dihydroxy-1-[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoctadec-8-en-2-yl]-2-hydroxydocosanamide	UPNWIBPHYOJXOA	Fatty acids	Sphingolipids	Neutral glycosphingolipids	http://www.wikidata.org/entity/Q311361	Juglans mandshurica	70093.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Fagales']	['Juglandaceae']	['Unknown']	['Juglans']	['Juglans mandshurica']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	0	4.822195589542389	1
1865	327	Fatty acids	0.6153846153846154	Sphingolipids	0.3076923076923077	Sphingoid bases	0.3076923076923077	2.0	0.26896873	ISDB	http://www.wikidata.org/entity/Q27144070	YDKRGMXLBRWZJR-KTKRTIGZSA-N	InChI=1S/C22H43NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-22(25)23-20-21-24/h9-10,24H,2-8,11-21H2,1H3,(H,23,25)/b10-9-	CCCCCCCC/C=C\CCCCCCCCCC(=O)NCCO	C22H43NO2		353.329379616	N-cis-11-eicosaenoylethanolamine	YDKRGMXLBRWZJR	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	http://www.wikidata.org/entity/Q309852	Euglena gracilis	1073327.0	['Eukaryota']	['Unknown']	['Euglenida']	['Euglenophyceae']	['Unknown']	['Euglenaceae']	['Unknown']	['Euglena']	['Euglena gracilis']		['Eukaryota']									1	1	2.575874924659729	1
1864	346							1.0	0.45532227	ISDB									JEOZLTJHDSKQIT							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.8212890625	1
1862	10	Amino acids and Peptides	0.6842105263157895	Small peptides	0.6842105263157895	Aminoacids	0.6052631578947368	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q183290	MTCFGRXMJLQNBG-REOHCLBHSA-N	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	N[C@@H](CO)C(=O)O	C3H7NO3	pos_1_1proton1acetonitrile	105.042593084	d,l-Serine	MTCFGRXMJLQNBG	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q240620	Lunaria annua	464805.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Biscutelleae']	['Lunaria']	['Lunaria annua']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Biscutelleae']			7	3	8.5	1
1858	159	Fatty acids	0.7692307692307693	Glycerophospholipids	0.7692307692307693	Glycerophosphocholines	0.7692307692307693	1.0	0.7076272	ISDB	http://www.wikidata.org/entity/Q27160572	PDIGSOAOQOXRDU-WJPZTBRDSA-N	InChI=1S/C28H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,18-19,27,30H,5,8,11,14,17,20-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-/t27-/m1/s1	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C28H48NO7P		541.316839506	LysoPC(20:5(5Z,8Z,11Z,14Z,17Z))	PDIGSOAOQOXRDU	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q15978631	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']		['Eukaryota']	['Metazoa']								2	3	6.330508708953857	1
1856	157	Shikimates and Phenylpropanoids	1.0	Flavonoids	1.0	Gibberellins	0.5	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105220486	QGOSIVIFCBWUBP-BUUSDRKJSA-N	InChI=1S/C21H26O5/c1-4-25-16(22)14-15-18(3)7-5-8-21(15,26-17(18)23)13-6-9-20(24)11-19(13,14)10-12(20)2/h5,7,13-15,24H,2,4,6,8-11H2,1,3H3/t13-,14+,15+,18+,19-,20-,21+/m0/s1	C=C1C[C@]23C[C@@]1(O)CC[C@@H]2[C@@]12CC=C[C@@](C)(C(=O)O1)[C@H]2[C@@H]3C(=O)OCC	C21H26O5	pos_1_minus1proton2sodium	358.178023932	ethyl (1R,2S,5S,8S,9S,10R,11R)-5-hydroxy-11-methyl-6-methylidene-16-oxo-15-oxapentacyclo[9.3.2.15,8.01,10.02,8]heptadec-12-ene-9-carboxylate	QGOSIVIFCBWUBP	Terpenoids	Diterpenoids	Gibberellins	http://www.wikidata.org/entity/Q28017	Raphanus raphanistrum	376999.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Brassiceae']	['Raphanus']	['Raphanus raphanistrum']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']				6	3	7.5	1
1851	35	Fatty acids	0.1746031746031746	Small peptides	0.1111111111111111	Glycerophosphocholines	0.1111111111111111	1.0	0.0	MS1_match	http://www.wikidata.org/entity/Q483752	KZSNJWFQEVHDMF-BYPYZUCNSA-N	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	CC(C)[C@H](N)C(=O)O	C5H11NO2	pos_2MH	117.078978592	(2S)-2-amino-3-methylbutanoate;hydron	KZSNJWFQEVHDMF	Amino acids and Peptides	Small peptides	Aminoacids	http://www.wikidata.org/entity/Q240620	Lunaria annua	464805.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Biscutelleae']	['Lunaria']	['Lunaria annua']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Brassicaceae']	['Biscutelleae']			7	2	8.0	1
1848	409	Alkaloids	1.0	Ornithine alkaloids	1.0	Polyamines	1.0	1.0	0.7810197	ISDB	http://www.wikidata.org/entity/Q418834	ATHGHQPFGPMSJY-UHFFFAOYSA-N	InChI=1S/C7H19N3/c8-4-1-2-6-10-7-3-5-9/h10H,1-9H2	NCCCCNCCCN	C7H19N3		145.15789760799998	Spermidine	ATHGHQPFGPMSJY	Alkaloids	Ornithine alkaloids	Polyamines	http://www.wikidata.org/entity/Q134747	Bombyx mori	440274.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']	['Bombycidae']	['Unknown']	['Bombyx']	['Bombyx mori']		['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Lepidoptera']					5	3	9.624078750610352	1
1846	-1							1.0	0.36308083	ISDB									LGIKFBYSSJHCQR							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.452323317527771	1
1843	98	Shikimates and Phenylpropanoids	0.45569620253164556	Coumarins	0.35443037974683544	Simple coumarins	0.35443037974683544	1.0	0.47947323	ISDB	http://www.wikidata.org/entity/Q63408581	GVSGSHGXUXLQNS-UHFFFAOYSA-N	InChI=1S/C7H5BrO3/c8-5-1-4(3-9)2-6(10)7(5)11/h1-3,10-11H	O=Cc1cc(O)c(O)c(Br)c1	C7H5BrO3		215.94220612	3-Bromo-4,5-dihydroxybenzaldehyde	GVSGSHGXUXLQNS	Shikimates and Phenylpropanoids	Phenolic acids (C6-C1)	Simple phenolic acids	http://www.wikidata.org/entity/Q21540035	Rhodomela confervoides	855466.0	['Eukaryota']	['Archaeplastida']	['Rhodophyta']	['Florideophycidae']	['Unknown']	['Unknown']	['Unknown']	['Rhodomela']	['Rhodomela confervoides']		['Eukaryota']	['Archaeplastida']								2	1	4.417892932891846	1
1842	327	Fatty acids	0.6153846153846154	Sphingolipids	0.3076923076923077	Sphingoid bases	0.3076923076923077	7.0	0.38979355	ISDB	http://www.wikidata.org/entity/Q105154469	LNSIIDDYOVTXHK-KHHDSSOXSA-N	InChI=1S/C18H35NO2/c1-3-7-15(20)10-5-4-8-14-9-6-11-17-16(14)12-18(21)13(2)19-17/h13-21H,3-12H2,1-2H3/t13-,14-,15+,16-,17+,18+/m0/s1	CCC[C@@H](O)CCCC[C@H]1CCC[C@H]2N[C@@H](C)[C@H](O)C[C@@H]12	C18H35NO2		297.26677936	(2S,3R,4aS,5S,8aR)-5-[(5R)-5-hydroxyoctyl]-2-methyl-1,2,3,4,4a,5,6,7,8,8a-decahydroquinolin-3-ol	LNSIIDDYOVTXHK	Fatty acids	Sphingolipids	Sphingoid bases	http://www.wikidata.org/entity/Q153605	Didemnum	872818.0	['Eukaryota']	['Metazoa']	['Chordata']	['Ascidiacea']	['Enterogona']	['Didemnidae']	['Unknown']	['Didemnum']	['Unknown']		['Eukaryota']	['Metazoa']								2	3	5.059174180030823	1
1837	208	Fatty acids	0.25	Sphingolipids	0.25	Neutral glycosphingolipids	0.25	1.0	0.26231867	ISDB									WWQIDHMOMSNGCJ							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	1.0492746829986572	1
1834	-1							1.0	0.7013003	ISDB									XBGIMYLOTRDXPK							['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']											0	0	2.805201292037964	1
1833	246	Amino acids and Peptides	1.0	Small peptides	1.0	Fatty alcohols	0.5	1.0	0.6559516	ISDB	http://www.wikidata.org/entity/Q82913082	RDIKFPRVLJLMER-UHFFFAOYSA-N	InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)	CC(C)CC(NC(=O)C(C)N)C(=O)O	C9H18N2O3		202.131742436	dl-Alanyl-dl-leucine	RDIKFPRVLJLMER	Amino acids and Peptides	Small peptides	Dipeptides	http://www.wikidata.org/entity/Q182881	Panax ginseng	524063.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Apiales']	['Araliaceae']	['Unknown']	['Panax']	['Panax ginseng']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.623806476593018	1
1832	39	Shikimates and Phenylpropanoids	0.3181818181818182	Flavonoids	0.2727272727272727	Fatty alcohols	0.18181818181818182	1.0	0.22147791	ISDB	http://www.wikidata.org/entity/Q104169992	JYBXDWXPXSTXCT-UHFFFAOYSA-N	InChI=1S/C20H20Cl2O6/c1-6-8(2)13-16(22)17(24)10(4)18(25)19(13)28-12-7-11(23)15(21)9(3)14(12)20(26)27-5/h6-7,23-25H,1-5H3	CC=C(C)c1c(Cl)c(O)c(C)c(O)c1Oc1cc(O)c(Cl)c(C)c1C(=O)OC	C20H20Cl2O6		426.06369372	Methyl 6-(2-but-2-en-2-yl-3-chloro-4,6-dihydroxy-5-methylphenoxy)-3-chloro-4-hydroxy-2-methylbenzoate	JYBXDWXPXSTXCT	Polyketides	Diphenyl ethers (DPEs)	Fungal DPEs	http://www.wikidata.org/entity/Q7220649	Aspergillus unguis	339237.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Aspergillus']	['Aspergillus unguis']		['Eukaryota']									1	0	1.8859116435050964	1
1827	2	Shikimates and Phenylpropanoids	1.0	Flavonoids	1.0	Flavonols	1.0	2.0	0.7934126	ISDB	http://www.wikidata.org/entity/Q105263543	SYFFHZSTXDTJOS-OQNXJHIZSA-N	InChI=1S/C33H40O21/c1-9-19(38)23(42)26(45)31(50-9)48-7-16-20(39)24(43)27(46)32(52-16)49-8-17-21(40)25(44)28(47)33(53-17)54-30-22(41)18-14(37)5-11(34)6-15(18)51-29(30)10-2-3-12(35)13(36)4-10/h2-6,9,16-17,19-21,23-28,31-40,42-47H,7-8H2,1H3/t9-,16+,17+,19-,20+,21+,23+,24-,25-,26+,27+,28+,31+,32+,33?/m0/s1	C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC[C@H]3OC(Oc4c(-c5ccc(O)c(O)c5)oc5cc(O)cc(O)c5c4=O)[C@H](O)[C@@H](O)[C@@H]3O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	C33H40O21		772.2062083	2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one	SYFFHZSTXDTJOS	Shikimates and Phenylpropanoids	Flavonoids	Flavonols	http://www.wikidata.org/entity/Q156251	Capparis spinosa	97170.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']	['Capparaceae']	['Unknown']	['Capparis']	['Capparis spinosa']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Brassicales']					5	3	9.67365050315857	1
1826	47	Alkaloids	0.4444444444444444	Monoterpenoids	0.4444444444444444	Cinnamic acids and derivatives	0.2222222222222222	2.0	0.56518734	ISDB	http://www.wikidata.org/entity/Q82339163	LDQHURFLDDRWGZ-UHFFFAOYSA-N	InChI=1S/C11H14O/c1-8(2)10-6-5-9(3)7-11(10)12-4/h5-7H,1H2,2-4H3	C=C(C)c1ccc(C)cc1OC	C11H14O		162.104465068	2-Methoxy-4-methyl-1-(prop-1-en-2-yl)benzene	LDQHURFLDDRWGZ	Terpenoids	Monoterpenoids		http://www.wikidata.org/entity/Q207848	Arnica montana	942734.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Madieae']	['Arnica']	['Arnica montana']		['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']						4	2	7.260749340057373	1
