"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_p_value_minus_log10","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change","sample_Biscutella laevigata_control_NA_vs_sample_Biscutella laevigata_treatment_proximal_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","sample_Biscutella.laevigata_control_NA","sample_Biscutella.laevigata_control_NA.pval","sample_Biscutella.laevigata_treatment_proximal","sample_Biscutella.laevigata_treatment_proximal.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
916,"916_335.2_3.8","NA_[916_335.2_3.8]",335.199839274089,3.80766096666667,0.02833863448645,1.54762108031606,1.62823642044889,0.703310194595144,"null",NA,NA,0.0524008167278341,-919.181312708366,33.8629081207418,1,"InChI=1S/C15H30N2O4S/c1-2-3-4-5-6-7-8-16-15-17-10(9-22-15)11(18)12(19)13(20)14(17)21/h10-16,18-21H,2-9H2,1H3","GXHQDOJHCFFIBC","C15H30N2O4S","[M + H]+","CCCCCCCCNC1N2C(CS1)C(C(C(C2O)O)O)O","Amino acids and Peptides","Dipeptides","Small peptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.882235528942116,0,0.888223552894212,0,0.878243512974052,0,1
949,"949_295.19_6.8","NA_[949_295.19_6.8]",295.190410766602,6.776217904,0.0132017815478071,1.87936745787188,1.49994214211587,0.584906852126238,"cis-14-hydroxy-10,13-dioxo-7-heptadecenoic acid",NA,NA,0.214356833744159,-103.239241714908,157.499620436462,1,"InChI=1S/C17H28O5/c1-2-9-15(19)16(20)13-12-14(18)10-7-5-3-4-6-8-11-17(21)22/h5,7,15,19H,2-4,6,8-13H2,1H3,(H,21,22)","QGFDIKLPPWSQIY","C17H28O5","[M - H2O + H]+","CCCC(C(=O)CCC(=O)CC=CCCCCCC(=O)O)O","Terpenoids","Open-chain polyketides","Linear polyketides","294.183109312","InChI=1S/C17H26O4/c1-13(2)7-5-4-6-8-17(19)21-12-14-9-10-15(18)16(11-14)20-3/h9-11,13,18H,4-8,12H2,1-3H3","BXBVPYSHEOQGHP-UHFFFAOYSA-N","BXBVPYSHEOQGHP","COc1cc(COC(=O)CCCCCC(C)C)ccc1O","C17H26O4","Nordihydrocapsiate","http://www.wikidata.org/entity/Q27260415","Alkaloids","Pseudoalkaloids","Alkaloids","Pseudoalkaloids","Capsaicins and Capsaicinoids","Capsicum annuum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Solanales']","['Solanaceae']","['Capsiceae']","['Capsicum']","['Capsicum annuum']","nan","473836.0","http://www.wikidata.org/entity/Q1380",4,1.00100150250438,0.129740518962076,1.00100150250438,0.125748502994012,1.00100150250438,0.135728542914172,0.00866666666666667,0.788423153692615
959,"959_156.08_4.9","Diptocarpilidine_[959_156.08_4.9]",156.084205118815,4.93855330666667,0.04637035830693,1.33375954826807,1.61595245313496,0.692384749676619,"Heptanenitrile, 7-(methylsulfinyl)-","Diptocarpilidine","CHEBI:182657",0.388750382451548,-91.4111555067006,58.9320996585958,1,"InChI=1S/C8H15NOS/c1-11(10)8-6-4-2-3-5-7-9/h2-6,8H2,1H3","MVGLREOVTAENKK","C8H15NOS","[M - H2O + H]+","CS(=O)CCCCCCC#N","Fatty acids","Piperidine alkaloids","Fatty amides","155.076870416","InChI=1S/C8H13NS/c1-2-3-4-5-6-7-9-8-10/h2H,1,3-7H2","WZXOJFDWZWNRLN-UHFFFAOYSA-N","WZXOJFDWZWNRLN","C=CCCCCCN=C=S","C8H13NS","7-Isothiocyanato-1-heptene","http://www.wikidata.org/entity/Q82296108","Fatty acids","Fatty acyls","Fatty acids","Fatty Acids and Conjugates","Oxo fatty acids","Eutrema japonicum","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Eutremeae']","['Eutrema']","['Eutrema japonicum']","nan","185264.0","http://www.wikidata.org/entity/Q49855",6,1.00100150250438,0.155688622754491,1.00100150250438,0.137724550898204,1.00100150250438,0.155688622754491,0.0146666666666667,0.295409181636727
962,"962_539.32_8","NA_[962_539.32_8]",539.318462524777,8.033231256,0.0189493909850405,1.72240474327303,0.638156757718644,-0.648017241736258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.109780439121756,1.00100150250438,0.103792415169661,1.00100150250438,0.12375249500998,0.0206666666666667,0.211576846307385
967,"967_437.21_4.6","(4R,5S,7R,11S)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 11-glucoside_[967_437.21_4.6]",437.2146255504,4.58437439,0.0494447590251531,1.30587973535259,1.54001811742334,0.622947323493588,"null","(4R,5S,7R,11S)-11,12-Dihydroxy-1(10)-spirovetiven-2-one 11-glucoside","CHEBI:168161",0.176835263852344,-125.937793692456,12.5321771129074,1,"InChI=1S/C21H34O8/c1-11-6-14(24)7-12(2)21(11)5-4-13(8-21)20(3,10-23)29-19-18(27)17(26)16(25)15(9-22)28-19/h6,12-13,15-19,22-23,25-27H,4-5,7-10H2,1-3H3","UQEPDFZSKJICHS","C21H34O8","[M + Na]+","CC1CC(=O)C=C(C12CCC(C2)C(C)(CO)OC3C(C(C(C(O3)CO)O)O)O)C","Terpenoids","Illudane sesquiterpenoids","Sesquiterpenoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.151696606786427,1.00100150250438,0.147704590818363,1.00100150250438,0.165668662674651,0.0106666666666667,0.674650698602794
986,"986_161.1_5.5","NA_[986_161.1_5.5]",161.099570380317,5.46124587777778,0.0419984970665945,1.3767662507298,1.5291447218902,0.612724953247321,"Butyl sulfone",NA,NA,0.821349532840095,-30.3877693034892,40.1931994754304,1,"InChI=1S/C8H18O2S/c1-3-5-7-11(9,10)8-6-4-2/h3-8H2,1-2H3","AIDFJGKWTOULTC","C8H18O2S","[M - H2O + H]+","CCCCS(=O)(=O)CCCC","Fatty acids","Fatty alcohols","Fatty acyls","160.088815004","InChI=1S/C11H12O/c1-4-9-7-6-8-10(5-2)11(9)12-3/h4-8H,1-2H2,3H3","FOAAAVMLQBAMER-UHFFFAOYSA-N","FOAAAVMLQBAMER","C=Cc1cccc(C=C)c1OC","C11H12O","1,3-Bis(ethenyl)-2-methoxybenzene","http://www.wikidata.org/entity/Q104998632","Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)","Terpenoids","Phenolic acids (C6-C1)","Thujopsane sesquiterpenoids","Dorstenia bornimiana","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","http://www.wikidata.org/entity/Q104852052",0,1.73727046020804,0.00399201596806387,1.73727046020804,0.00598802395209581,1.73727046020804,0.00399201596806387,0.04,0.00998003992015968
1013,"1013_488.36_7.8","NA_[1013_488.36_7.8]",488.358471679688,7.845804588,0.0231816015717953,1.63485656277427,0.684781824656588,-0.546283684365865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fatty acids","Monoacylglycerols","Glycerophospholipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.167664670658683,1.00100150250438,0.161676646706587,1.00100150250438,0.183632734530938,0.0226666666666667,0.279441117764471
1083,"1083_325.11_0.7","3-alpha-Mannobiose_[1083_325.11_0.7]",325.112993164365,0.6508739564,0.0135429497380838,1.86828673332799,0.666554745299582,-0.58520472365606,"Nigerose","3-alpha-Mannobiose","CHEBI:144332",0.149628956875137,-16.4358925343371,86.2626211864364,1,"InChI=1S/C12H22O11/c13-1-3-5(15)7(17)8(18)12(22-3)23-10-6(16)4(2-14)21-11(20)9(10)19/h3-20H,1-2H2","QIGJYVCQYDKYDW","C12H22O11","[M - H2O + H]+","C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O","Carbohydrates","Disaccharides","Saccharides","162.05282342|162.05282342","InChI=1S/C6H10O5/c7-3-2-1-10-6(11-2)5(9)4(3)8/h2-9H,1H2/t2-,3-,4+,5-,6-/m1/s1|InChI=1S/C6H10O5/c1-3(7)4(8)2-5(9)6(10)11/h3-4,7-8H,2H2,1H3,(H,10,11)","TWNIBLMWSKIRAT-VFUOTHLCSA-N|FRIWJYNKZPJVRL-UHFFFAOYSA-N","TWNIBLMWSKIRAT|FRIWJYNKZPJVRL","O[C@@H]1[C@@H](O)[C@@H]2OC[C@@H](O2)[C@H]1O|CC(O)C(O)CC(=O)C(=O)O","C6H10O5|C6H10O5","Levoglucosan|2-Oxo-4,5-dihydroxyhexanoic acid","http://www.wikidata.org/entity/Q6535767|http://www.wikidata.org/entity/Q115947602","Carbohydrates|Carbohydrates","Saccharides|Saccharides","Carbohydrates","Saccharides","Monosaccharides","Arabidopsis thaliana|Arabidopsis thaliana","['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']","['Brassicales']|['Brassicales']","['Brassicaceae']|['Brassicaceae']","['Camelineae']|['Camelineae']","['Arabidopsis']|['Arabidopsis']","['Arabidopsis thaliana']|['Arabidopsis thaliana']","nan|nan","309263.0|309263.0","http://www.wikidata.org/entity/Q158695|http://www.wikidata.org/entity/Q158695",NA,0,0.854291417165669,0,0.848303393213573,0,0.828343313373254,0.006,0.716566866267465
1117,"1117_403.24_3.8","NA_[1117_403.24_3.8]",403.243912916917,3.76035755384615,0.0370026436003518,1.43176724728349,1.60860159286505,0.685807053736493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.0838323353293413,1.00100150250438,0.0818363273453094,1.00100150250438,0.0878243512974052,0.0166666666666667,0.0538922155688623
1133,"1133_212.16_3.1","NA_[1133_212.16_3.1]",212.164475708069,3.127661704,0.0378638098175081,1.4217756899106,0.611976300636478,-0.708452310623448,"12-amino-7-oxododecanoic acid",NA,NA,0.668489358942447,-40.6620033029482,122.396482113733,1,"InChI=1S/C12H23NO3/c13-10-6-2-4-8-11(14)7-3-1-5-9-12(15)16/h1-10,13H2,(H,15,16)","ZYUIIFJKSLWWHG","C12H23NO3","[M - H2O + H]+","C(CCC(=O)CCCCCN)CCC(=O)O","Fatty acids","Amino fatty acids","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.868263473053892,0,0.87624750499002,0,0.856287425149701,0.006,0.868263473053892
1186,"1186_409.27_8.5","NA_[1186_409.27_8.5]",409.27275808234,8.54451124210526,0.0408296233189375,1.38902462672068,0.660648193119876,-0.598045879367744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"408.266445012","InChI=1S/C27H36O3/c1-24(2)20-11-13-27-12-10-18(26(4,30)16-27)14-21(27)25(20,3)15-19(23(24)29)22(28)17-8-6-5-7-9-17/h5-10,12,18-22,28,30H,11,13-16H2,1-4H3/t18-,19+,20+,21-,22+,25+,26-,27+/m0/s1","RLGBUTVIBWFTRW-IIEYBPOLSA-N","RLGBUTVIBWFTRW","CC1(C)C(=O)[C@@H]([C@H](O)c2ccccc2)C[C@]2(C)[C@@H]1CC[C@@]13C=C[C@@H](C[C@H]12)[C@@](C)(O)C3","C27H36O3","(1R,4S,7R,9S,10S,12R,16S)-16-hydroxy-7-[(S)-hydroxy(phenyl)methyl]-5,5,9,16-tetramethyltetracyclo[10.2.2.01,10.04,9]hexadec-13-en-6-one","http://www.wikidata.org/entity/Q105239955","Terpenoids","Diterpenoids","nan","nan","nan","Androstachys johnsonii","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Malpighiales']","['Picrodendraceae']","['Unknown']","['Androstachys']","['Androstachys johnsonii']","nan","510615.0","http://www.wikidata.org/entity/Q15361880",4,0,0.868263473053892,0,0.862275449101796,0,0.850299401197605,0.006,0.81437125748503
1190,"1190_437.21_4.2","NA_[1190_437.21_4.2]",437.214381747776,4.16833218333333,0.000502906894798697,3.29851241020826,1.85412880668858,0.89074147174981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.147704590818363,1.00100150250438,0.143712574850299,1.00100150250438,0.169660678642715,0.00533333333333333,0.800399201596806
1198,"1198_587.47_11.2","NA_[1198_587.47_11.2]",587.46746673584,11.18003115,0.0227559268542943,1.64290547088016,0.68296110598189,-0.550124674212095,"Diacylglycerol(18:2/14:0)",NA,NA,0.172913636044383,-14.9123318522849,2148.00918698823,1,"InChI=1S/C35H64O5/c1-3-5-7-9-11-13-15-16-17-18-20-21-23-25-27-29-34(37)39-32-33(31-36)40-35(38)30-28-26-24-22-19-14-12-10-8-6-4-2/h11,13,16-17,33,36H,3-10,12,14-15,18-32H2,1-2H3","AMBUOMWGQGABQI","C35H64O5","[M + Na]+","CCCCCCCCCCCCCC(=O)OC(CO)COC(=O)CCCCCCCC=CCC=CCCCCC","Fatty acids","Diacylglycerols","Glycerolipids","nan","nan","nan","RFTWGTNWFRSBHI",NA,"nan","nan","nan","nan","nan","Fatty acids","Sphingolipids","Sphingoid bases","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,1.00100150250438,0.0978043912175649,1.00100150250438,0.101796407185629,1.00100150250438,0.111776447105788,0.00333333333333333,0.828343313373254
1216,"1216_768.56_11.6","NA_[1216_768.56_11.6]",768.56162109375,11.56288375,0.0205491386972699,1.68720637655492,0.659415218442453,-0.600740911976571,"null",NA,NA,0.231256729396093,-487.513946091535,161.859100388914,0.897989949748744,"InChI=1S/C43H77NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h24,26,29-30,34,36-41,43,45,47-51H,3-23,25,27-28,31-32H2,1-2H3,(H,44,52)","MFDPZDJWPLVIDT","C43H77NO10","[M + H]+","CCCCCCCCCCCCCCC=CC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O","Fatty acids","Glycosyldiacylglycerols","Glycerolipids","nan","nan","nan","VSXIALWYRJBSSV",NA,"nan","nan","nan","nan","nan","nan","nan","nan","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,1.00100150250438,0.167664670658683,1.00100150250438,0.171656686626747,1.00100150250438,0.177644710578842,0.016,0.303393213572854
1243,"1243_315.19_7.2","NA_[1243_315.19_7.2]",315.193478089006,7.24162728,0.0140740752661285,1.85158013075804,1.5478357089687,0.630252348462483,"null",NA,NA,0.164468584401838,-238.450651476758,1.98384871660878,0.620603015075377,"InChI=1S/C16H22N6O/c23-16(13-6-7-15-18-19-20-22(15)11-13)17-10-12-4-3-9-21-8-2-1-5-14(12)21/h6-7,11-12,14H,1-5,8-10H2,(H,17,23)","QOXGZRZVWISVPL","C16H22N6O","[M + H]+","C1CCN2CCCC(C2C1)CNC(=O)C3=CN4C(=NN=N4)C=C3","Alkaloids","Pyridine alkaloids","Nicotinic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0199600798403194,1.41705050316284,0.0219560878243513,1.41705050316284,0.0179640718562874,0.0146666666666667,0.461077844311377
1263,"1263_134.12_0.6","NA_[1263_134.12_0.6]",134.117709931873,0.624490822857143,0.0128890750610565,1.88977824713783,1.62699711720679,0.702211694774944,"2-(3-methoxypropylamino)ethanol",NA,NA,0.336180971091464,-75.4939512722527,68.4358498268448,1,"InChI=1S/C6H15NO2/c1-9-6-2-3-7-4-5-8/h7-8H,2-6H2,1H3","SVWQYWXZTDBOMA","C6H15NO2","[M + H]+","COCCCNCCO","Alkaloids","Fatty alcohols","Ornithine alkaloids","116.083729624","InChI=1S/C6H12O2/c1-4-5(2)6(7)8-3/h5H,4H2,1-3H3","OCWLYWIFNDCWRZ-UHFFFAOYSA-N","OCWLYWIFNDCWRZ","CCC(C)C(=O)OC","C6H12O2","Methyl 2-methylbutyrate","http://www.wikidata.org/entity/Q24734848","Fatty acids","Fatty esters","Fatty acids","Fatty Acids and Conjugates","Wax monoesters","Arabidopsis thaliana","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Camelineae']","['Arabidopsis']","['Arabidopsis thaliana']","nan","309263.0","http://www.wikidata.org/entity/Q158695",6,0,0.870259481037924,0,0.858283433133733,0,0.848303393213573,0,1
1276,"1276_356.32_10","NA_[1276_356.32_10]",356.31608327446,9.96147907083333,0.00777821382696807,2.10912012205307,0.607946441324523,-0.717983863716874,"Stearoyl sarcosine",NA,NA,0.353227532634971,-37.3135886271464,23.5006840523059,1,"InChI=1S/C21H41NO3/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20(23)22(2)19-21(24)25/h3-19H2,1-2H3,(H,24,25)","RJYOKYDKKOFLBT","C21H41NO3","[M + H]+","CCCCCCCCCCCCCCCCCC(=O)N(C)CC(=O)O","Fatty acids","N-acyl amines","Fatty amides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.135728542914172,1.00100150250438,0.137724550898204,1.00100150250438,0.145708582834331,0.00333333333333333,0.848303393213573
1279,"1279_165.05_0.9","3-(4-hydroxyphenyl)lactic acid_[1279_165.05_0.9]",165.054686431885,0.9368586532,0.0237828049568724,1.62373692577062,1.59899612983548,0.677166446964634,"ACMC-20anjv","3-(4-hydroxyphenyl)lactic acid","CHEBI:17385",0.469076536833423,-10.8043035209496,63.0174621996012,1,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)","JVGVDSSUAVXRDY","C9H10O4","[M - H2O + H]+","C1=CC(=CC=C1CC(C(=O)O)O)O","Shikimates and Phenylpropanoids","Cinnamic acids and derivatives","Phenylpropanoids (C6-C3)","164.047344116","InChI=1S/C9H8O3/c10-8-4-2-1-3-7(8)5-6-9(11)12/h1-6,10H,(H,11,12)/b6-5+","PMOWTIHVNWZYFI-AATRIKPKSA-N","PMOWTIHVNWZYFI","O=C(O)/C=C/c1ccccc1O","C9H8O3","2-Hydroxycinnamic acid","http://www.wikidata.org/entity/Q7072006","Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","Brassica rapa","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Brassiceae']","['Brassica']","['Brassica rapa']","nan","833632.0","http://www.wikidata.org/entity/Q3384",6,0,0.862275449101796,0,0.844311377245509,0,0.830339321357285,0.0113333333333333,0.548902195608782
1283,"1283_224.11_3.8","1-cyano-8-(methylsulfinyl)octane_[1283_224.11_3.8]",224.107748849051,3.75675417142857,0.0399105795202123,1.39891196601194,1.56115544920971,0.642614198198688,"null","1-cyano-8-(methylsulfinyl)octane","CHEBI:91153",0.590891472438864,-38.1568481142528,6.75706478329432,1,"InChI=1S/C10H19NOS/c1-13(12)10-8-6-4-2-3-5-7-9-11/h2-8,10H2,1H3","XGRYRNQISNOEGY","C10H19NOS","[M + Na]+","CS(=O)CCCCCCCCC#N","Fatty acids","Hydrocarbons","Fatty acyls",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.141716566866267,1.00100150250438,0.127744510978044,1.00100150250438,0.151696606786427,0.00333333333333333,0.864271457085828
1309,"1309_615.5_11.6","NA_[1309_615.5_11.6]",615.497264405994,11.60301968,0.0360525767648568,1.44306368975825,0.690415515868445,-0.534463207985022,"Diacylglycerol(16:0/18:2)",NA,NA,0.16958882910159,-11.4402568841154,2109.22633424608,1,"InChI=1S/C37H68O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13,17-18,35,38H,3-10,12,14-16,19-34H2,1-2H3","SVXWJFFKLMLOHO","C37H68O5","[M + Na]+","CCCCCCCCCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC","Fatty acids","Diacylglycerols","Glycerolipids","nan","nan","nan","ZDBLXLQFRZTIIU",NA,"nan","nan","nan","nan","nan","nan","nan","nan","nan","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","['Unknown']","nan","nan","nan",0,0,0.852295409181637,0,0.856287425149701,0,0.840319361277445,0.0113333333333333,0.489021956087824
1326,"1326_263.18_4.2","NA_[1326_263.18_4.2]",263.178532191685,4.21665995714286,0.0109272412802807,1.9614894673253,1.67630580797486,0.745285363478482,"Urea, N-(1-methylethyl)-N''-[7-(methylsulfinyl)heptyl]-",NA,NA,0.0579221805482016,-232.700095085922,4.16094479016443,0.648743718592965,"InChI=1S/C12H26N2O2S/c1-11(2)14-12(15)13-9-7-5-4-6-8-10-17(3)16/h11H,4-10H2,1-3H3,(H2,13,14,15)","AUWQPTCUIRSWGE","C12H26N2O2S","[M + H]+","CC(C)NC(=O)NCCCCCCCS(=O)C","Alkaloids","Pyrrolidine alkaloids","Ornithine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.840319361277445,0,0.840319361277445,0,0.818363273453094,0.006,0.744510978043912
1331,"1331_293.21_7.3","NA_[1331_293.21_7.3]",293.210666503906,7.267050436,0.00163578747074174,2.78627312259617,1.6531211476318,0.725192455231066,"9-Oxo-10,12,15-odta",NA,NA,0.215878765425852,-26.8096440997765,222.936014875924,1,"InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)","ACHDMUPTZYZIGR","C18H28O3","[M + H]+","CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O","Fatty acids","Other Octadecanoids","Octadecanoids","292.203844756","InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b4-3-,8-6-,14-11+","ACHDMUPTZYZIGR-CUHSZNQNSA-N","ACHDMUPTZYZIGR","CC/C=C\C/C=C\C=C\C(=O)CCCCCCCC(=O)O","C18H28O3","9-OxoOTrE","http://www.wikidata.org/entity/Q104909087","Fatty acids","Octadecanoids","Fatty acids","Steroids","Estrane steroids","Isatis tinctoria","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Brassicales']","['Brassicaceae']","['Isatideae']","['Isatis']","['Isatis tinctoria']","nan","631500.0","http://www.wikidata.org/entity/Q212547",6,0,0.864271457085828,0,0.854291417165669,0,0.836327345309381,0.00533333333333333,0.910179640718563
1337,"1337_138.13_3.8","NA_[1337_138.13_3.8]",138.127638680594,3.75696794285714,0.0112494461783686,1.94886885778364,1.63931131106503,0.713089853388921,"9(10)-Dehydroquinolizidine",NA,NA,0.241467505557345,-86.1027807522225,56.3566983064113,1,"InChI=1S/C9H15N/c1-3-7-10-8-4-2-6-9(10)5-1/h5H,1-4,6-8H2","XRJWBIZYAUPOEA","C9H15N","[M + H]+","C1CCN2CCCC=C2C1","Alkaloids","Quinolizidine alkaloids","Lysine alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.844311377245509,0,0.838323353293413,0,0.820359281437126,0.00533333333333333,0.848303393213573
1350,"1350_182.08_2.5","NA_[1350_182.08_2.5]",182.081259250641,2.49522365,0.0109602596911044,1.96017915560735,1.55505680108432,0.636967278198981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181.073893212","InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)","OUYCCCASQSFEME-UHFFFAOYSA-N","OUYCCCASQSFEME","NC(Cc1ccc(O)cc1)C(=O)O","C9H11NO3","L-Tyrosine, 24","http://www.wikidata.org/entity/Q27102882","Amino acids and Peptides","Small peptides","nan","nan","nan","Drosophila melanogaster","['Eukaryota']","['Metazoa']","['Arthropoda']","['Insecta']","['Diptera']","['Drosophilidae']","['Drosophilini']","['Drosophila']","['Drosophila melanogaster']","nan","505714.0","http://www.wikidata.org/entity/Q130888",4,1.00100150250438,0.143712574850299,1.00100150250438,0.151696606786427,1.00100150250438,0.155688622754491,0.0166666666666667,0.439121756487026
