id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
112938892,2022/04/25 10:42 AM,2022-04-25,2022-04-25 08:42:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:22 UTC,2022-04-26 07:04:22 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938892,https://inaturalist-open-data.s3.amazonaws.com/photos/190596387/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79266294,7.155939495,,,,,,,open,false,,,Caféier d'Arabie,Coffea arabica,Caféier d'Arabie,Plantae,64342
112938893,2022/04/25 10:45 AM,2022-04-25,2022-04-25 08:45:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:23 UTC,2022-04-26 07:04:23 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938893,https://inaturalist-open-data.s3.amazonaws.com/photos/190596420/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79266503,7.155937122,,,,,,,,false,,,Lippia dulcis,Lippia dulcis,,Plantae,286565
112938895,2022/04/25 10:51 AM,2022-04-25,2022-04-25 08:51:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:23 UTC,2022-04-26 07:04:24 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938895,https://inaturalist-open-data.s3.amazonaws.com/photos/190596476/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79266783,7.155948082,,,,,,,open,false,,,Qat,Catha edulis,qat,Plantae,190367
112938896,2022/04/25 10:54 AM,2022-04-25,2022-04-25 08:54:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:24 UTC,2022-04-26 08:14:18 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938896,https://inaturalist-open-data.s3.amazonaws.com/photos/190596510/medium.jpg,,"",,1,0,true,,"Fribourg, Suisse",46.79267272,7.155962714,,,,,,,open,false,,,Cavendish banana,Musa acuminata,Banane,Plantae,140907
112938897,2022/04/25 10:57 AM,2022-04-25,2022-04-25 08:57:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:24 UTC,2022-04-26 07:04:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938897,https://inaturalist-open-data.s3.amazonaws.com/photos/190596556/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79267759,7.155971133,,,,,,,,false,,,Brosimum alicastrum,Brosimum alicastrum,,Plantae,154828
112938898,2022/04/25 11:01 AM,2022-04-25,2022-04-25 09:01:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:25 UTC,2022-04-26 07:04:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938898,https://inaturalist-open-data.s3.amazonaws.com/photos/190596597/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79267314,7.15597325,,,,,,,,false,,,Goyavier de Chine,Psidium cattleyanum,Goyavier de Chine,Plantae,278242
112938899,2022/04/25 11:05 AM,2022-04-25,2022-04-25 09:05:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:25 UTC,2022-04-26 07:04:25 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938899,https://inaturalist-open-data.s3.amazonaws.com/photos/190596661/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79267473,7.155977845,,,,,,,open,false,,,Blighia sapida,Blighia sapida,,Plantae,155137
112938900,2022/04/25 11:08 AM,2022-04-25,2022-04-25 09:08:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:26 UTC,2022-04-26 07:04:26 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938900,https://inaturalist-open-data.s3.amazonaws.com/photos/190596693/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79267157,7.155979954,,,,,,,,false,,,Liane Vermifuge,Combretum indicum,Liane vermifuge,Plantae,284831
112938901,2022/04/25 11:11 AM,2022-04-25,2022-04-25 09:11:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:26 UTC,2022-04-26 07:04:26 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938901,https://inaturalist-open-data.s3.amazonaws.com/photos/190596759/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79267948,7.155982424,,,,,,,open,false,,,Manguier,Mangifera indica,Manguier,Plantae,48872
112938902,2022/04/25 11:15 AM,2022-04-25,2022-04-25 09:15:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:27 UTC,2022-04-26 07:04:27 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938902,https://inaturalist-open-data.s3.amazonaws.com/photos/190596806/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268425,7.155976958,,,,,,,open,false,,,Cerisier de Cayenne,Eugenia uniflora,Cerisier de Cayenne,Plantae,83642
112938903,2022/04/25 11:19 AM,2022-04-25,2022-04-25 09:19:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:27 UTC,2022-04-26 07:04:27 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938903,https://inaturalist-open-data.s3.amazonaws.com/photos/190596858/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268127,7.155979368,,,,,,,open,false,,,Tamarillo,Solanum betaceum,Tamarillo,Plantae,280909
112938904,2022/04/25 11:28 AM,2022-04-25,2022-04-25 09:28:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:27 UTC,2022-04-26 07:04:27 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938904,https://inaturalist-open-data.s3.amazonaws.com/photos/190596896/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268771,7.155984557,,,,,,,,false,,,Ananas,Ananas comosus,Ananas,Plantae,122965
112938905,2022/04/25 11:31 AM,2022-04-25,2022-04-25 09:31:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:28 UTC,2022-04-26 07:04:28 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938905,https://inaturalist-open-data.s3.amazonaws.com/photos/190596947/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268428,7.155988057,,,,,,,open,false,,,Jamrosat,Syzygium jambos,Jamrosat,Plantae,84838
112938907,2022/04/25 11:36 AM,2022-04-25,2022-04-25 09:36:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:29 UTC,2022-04-26 07:04:29 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938907,https://inaturalist-open-data.s3.amazonaws.com/photos/190597041/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268341,7.155997638,,,,,,,,false,,,Carambolier,Averrhoa carambola,Carambolier,Plantae,146977
112938908,2022/04/25 11:39 AM,2022-04-25,2022-04-25 09:39:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:29 UTC,2022-04-26 07:04:29 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938908,https://inaturalist-open-data.s3.amazonaws.com/photos/190597115/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268162,7.155999606,,,,,,,,false,,,Barbadine,Passiflora quadrangularis,Barbadine,Plantae,62936
112938909,2022/04/25 11:42 AM,2022-04-25,2022-04-25 09:42:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:29 UTC,2022-04-26 07:04:29 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938909,https://inaturalist-open-data.s3.amazonaws.com/photos/190597163/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268491,7.156000242,,,,,,,,false,,,Bambou Commun,Bambusa vulgaris,Bambou commun,Plantae,122530
112938916,2022/04/25 11:47 AM,2022-04-25,2022-04-25 09:47:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:30 UTC,2022-04-26 07:04:30 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938916,https://inaturalist-open-data.s3.amazonaws.com/photos/190597203/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268729,7.15599827,,,,,,,,false,,,Solanum quitoense,Solanum quitoense,,Plantae,126850
112938917,2022/04/25 11:50 AM,2022-04-25,2022-04-25 09:50:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:30 UTC,2022-04-26 07:04:30 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938917,https://inaturalist-open-data.s3.amazonaws.com/photos/190597252/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79269148,7.155998684,,,,,,,open,false,,,Pitaya Blanc,Selenicereus undatus,Pitaya blanc,Plantae,1038928
112938918,2022/04/25 11:56 AM,2022-04-25,2022-04-25 09:56:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:30 UTC,2022-04-26 07:04:30 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938918,https://inaturalist-open-data.s3.amazonaws.com/photos/190597339/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79268937,7.155993036,,,,,,,open,false,,,Capsicum frutescens,Capsicum frutescens,,Plantae,122796
112938920,2022/04/25 11:58 AM,2022-04-25,2022-04-25 09:58:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:04:31 UTC,2022-04-26 07:04:31 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112938920,https://inaturalist-open-data.s3.amazonaws.com/photos/190597383/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79269384,7.155987572,,,,,,,open,false,,,Annona cherimola,Annona cherimola,,Plantae,126236
112939194,2022/04/25 9:37 AM,2022-04-25,2022-04-25 07:37:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:11:21 UTC,2022-04-26 07:11:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112939194,https://inaturalist-open-data.s3.amazonaws.com/photos/190809270/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79265568,7.155902312,,,,,,,,false,,,Alpinia galanga,Alpinia galanga,,Plantae,123732
112939195,2022/04/25 9:40 AM,2022-04-25,2022-04-25 07:40:00 UTC,Zurich,5367650,edouardbruelhart,2022-04-26 07:11:21 UTC,2022-04-26 07:11:21 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112939195,https://inaturalist-open-data.s3.amazonaws.com/photos/190809303/medium.jpg,,"",,0,0,true,,"Fribourg, Suisse",46.79265195,7.155900164,,,,,,,,false,,,Elettaria cardamomum,Elettaria cardamomum,,Plantae,119387
112942402,2022/04/13 3:57 PM,2022-04-13,2022-04-13 13:57:00 UTC,Zurich,5509038,carolavelti,2022-04-26 08:06:32 UTC,2022-04-26 08:06:33 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112942402,https://inaturalist-open-data.s3.amazonaws.com/photos/190815256/medium.jpeg,,"",,0,0,true,,"Friburgo, Svizzera",46.7930416667,7.1564638889,4,,,,4,,,false,,,Melissa Vera,Melissa officinalis,Mélisse officinale,Plantae,59901
112942446,2022/04/13 4:03 PM,2022-04-13,2022-04-13 14:03:00 UTC,Zurich,5509038,carolavelti,2022-04-26 08:07:38 UTC,2022-04-26 08:07:38 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112942446,https://inaturalist-open-data.s3.amazonaws.com/photos/190815432/medium.jpeg,,"",,0,0,true,,"Friburgo, Svizzera",46.79285,7.1563694444,16,,,,16,,,false,,,Menta Piperita,Mentha × piperita,Menthe poivrée,Plantae,181525
112942497,2022/04/13 4:11 PM,2022-04-13,2022-04-13 14:11:00 UTC,Zurich,5509038,carolavelti,2022-04-26 08:08:42 UTC,2022-04-26 08:08:42 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112942497,https://inaturalist-open-data.s3.amazonaws.com/photos/190815532/medium.jpeg,,"",,0,0,true,,"Friburgo, Svizzera",46.7924722222,7.1566638889,11,,,,11,,open,false,,,Aglio Insubrico,Allium insubricum,,Plantae,435427
112942553,2022/04/13 4:13 PM,2022-04-13,2022-04-13 14:13:00 UTC,Zurich,5509038,carolavelti,2022-04-26 08:10:10 UTC,2022-04-26 08:10:10 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/112942553,https://inaturalist-open-data.s3.amazonaws.com/photos/190815663/medium.jpeg,,"",,0,0,true,,"Friburgo, Svizzera",46.7923972222,7.1566777778,4,,,,4,,,false,,,Aglio Fistoloso,Allium fistulosum,,Plantae,126225
115069563,2022-05-03 09:53:10,2022-05-03,2022-05-03 07:53:10 UTC,Zurich,5367650,edouardbruelhart,2022-05-03 07:54:00 UTC,2022-05-03 07:54:06 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/115069563,https://inaturalist-open-data.s3.amazonaws.com/photos/194246341/medium.jpeg,,"",,0,0,true,2,"Fribourg, Suisse",46.7931231635,7.1555885603,39,,,,39,,,false,,,Saxifrage,Saxifraga,Saxifrage,Plantae,55434
115515175,2022-05-05 07:35:33,2022-05-05,2022-05-05 05:35:33 UTC,Zurich,1378031,pmallard,2022-05-05 05:48:25 UTC,2022-05-18 09:11:33 UTC,casual,CC0,https://www.inaturalist.org/observations/115515175,https://inaturalist-open-data.s3.amazonaws.com/photos/194956855/medium.jpeg,,"",,0,0,true,2,"Fribourg, Suisse",46.792874781,7.1561896428,10,,,,10,,,false,gps,gps,Narcisse papyracé,Narcissus papyraceus,Narcisse papyracé,Plantae,123159
117566111,2021/07/20 9:41 AM,2021-07-20,2021-07-20 07:41:00 UTC,Zurich,5448878,manu_defossez,2022-05-18 09:01:12 UTC,2022-05-18 09:13:34 UTC,casual,CC0,https://www.inaturalist.org/observations/117566111,https://inaturalist-open-data.s3.amazonaws.com/photos/198568661/medium.jpg,,"","",1,0,true,,"Neuchâtel, Suisse",46.9999459117,6.9361886339,8,,,,8,,,false,,,Lavandula dentata,Lavandula dentata,,Plantae,71134
