"feature_id","feature_id_full","feature_id_full_annotated","feature_mz","feature_rt","Malus_vs_Potentilla_p_value","Malus_vs_Prunus_p_value","Potentilla_vs_Prunus_p_value","Malus_vs_Potentilla_p_value_minus_log10","Malus_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_p_value_minus_log10","Potentilla_vs_Prunus_fold_change","Malus_vs_Prunus_fold_change","Malus_vs_Potentilla_fold_change","Potentilla_vs_Prunus_fold_change_log2","Malus_vs_Prunus_fold_change_log2","Malus_vs_Potentilla_fold_change_log2","sirius_name","sirius_chebiasciiname","sirius_chebiid","sirius_confidencescore","sirius_csi_fingeridscore","sirius_siriusscore","sirius_zodiacscore","sirius_inchi","sirius_inchikey2d","sirius_molecularformula","sirius_adduct","sirius_smiles","canopus_npc_pathway","canopus_npc_class","canopus_npc_superclass","met_annot_structure_exact_mass","met_annot_structure_inchi","met_annot_structure_inchikey","met_annot_short_inchikey","met_annot_structure_smiles","met_annot_structure_molecular_formula","met_annot_structure_nametraditional","met_annot_structure_wikidata","met_annot_structure_taxonomy_npclassifier_01pathway","met_annot_structure_taxonomy_npclassifier_02superclass","met_annot_structure_taxonomy_npclassifier_01pathway_consensus","met_annot_structure_taxonomy_npclassifier_02superclass_consensus","met_annot_structure_taxonomy_npclassifier_03class_consensus","met_annot_organism_name","met_annot_organism_taxonomy_01domain","met_annot_organism_taxonomy_02kingdom","met_annot_organism_taxonomy_03phylum","met_annot_organism_taxonomy_04class","met_annot_organism_taxonomy_05order","met_annot_organism_taxonomy_06family","met_annot_organism_taxonomy_07tribe","met_annot_organism_taxonomy_08genus","met_annot_organism_taxonomy_09species","met_annot_organism_taxonomy_10varietas","met_annot_organism_taxonomy_ottid","met_annot_organism_wikidata","met_annot_score_taxo","Malus","Malus.pval","Potentilla","Potentilla.pval","Prunus","Prunus.pval","MeanDecreaseAccuracy","MeanDecreaseAccuracy.pval","MeanDecreaseGini","MeanDecreaseGini.pval"
299,"299_259.08_0.6","NA_[299_259.08_0.6]",259.081033857524,0.641993485454545,0.00827082026397763,0.975451939363732,0.0103174772443363,2.08245141687386,0.0107941234845466,1.98642648030565,0.563393925481041,1.03851083093072,1.84331208406979,-0.827784086243073,0.0545162625461153,0.882300348789188,"null",NA,NA,0.328626012931167,-114.298860332534,46.1518467165178,1,"InChI=1S/C11H16O8/c12-3-6-8(14)9(15)10(16)11(19-6)18-5-1-2-7(13)17-4-5/h1-2,5-6,8-12,14-16H,3-4H2","ZAPWXOXTGKKJRB","C11H16O8","[M - H2O + H]+","C1C(C=CC(=O)O1)OC2C(C(C(C(O2)CO)O)O)O","Carbohydrates","Secoiridoid monoterpenoids","Fatty acyl glycosides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.167664670658683,1.34406227991274,0.0359281437125748,1.41705050316284,0.0339321357285429,1.53110198069386,0.031936127744511,0.0292666666666667,0.243512974051896
302,"302_628.24_5.1","NA_[302_628.24_5.1]",628.238273134585,5.13878519333333,0.000126912902428389,0.000126802538802151,0.99999865979475,3.89649422370034,3.89687205105423,5.82044134866809e-07,0.855543466487682,0.000903592923948381,0.00105616249710603,-0.225086941174179,-10.1120394065437,-9.88695246536954,"Pinorubin",NA,NA,0.199317460620401,-357.700514669916,29.8345985139183,0.999497487437186,"InChI=1S/C32H37NO12/c1-14-31(45-21-8-3-4-9-42-21)17(33)10-22(43-14)44-19-12-32(40,20(35)13-34)11-16-24(19)30(39)26-25(28(16)37)27(36)15-6-5-7-18(41-2)23(15)29(26)38/h5-7,14,17,19,21-22,31,34,37,39-40H,3-4,8-13,33H2,1-2H3","KMSKQZKKOZQFFG","C32H37NO12","[M + H]+","CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)OC6CCCCO6","Shikimates and Phenylpropanoids","Isocoumarins","Phenylpropanoids (C6-C3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.139720558882236,0,0.808383233532934,-1.00100150250438,0.978043912175649,0,0.644710578842315,0.0192444444444444,0.44311377245509
313,"313_435.13_3.8","NA_[313_435.13_3.8]",435.128318423317,3.77841748,0.00373281597675013,0.00399318330159981,0.997097059528323,2.42796341973132,2.39868075365586,0.0012625644908542,1.10590053549941,0.123085234005177,0.111298647621681,0.145221635667915,-3.02227039647082,-3.16749203213873,"Prunin",NA,NA,0.431330187154995,-5.3100344543499,47.0193875817792,1,"InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2","DLIKSSGEMUFQOK","C21H22O10","[M + H]+","C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O","Shikimates and Phenylpropanoids","Flavanones","Flavonoids","434.1212969039998","InChI=1S/C21H22O10/c22-8-16-18(26)19(27)20(28)21(31-16)29-11-5-12(24)17-13(25)7-14(30-15(17)6-11)9-1-3-10(23)4-2-9/h1-6,14,16,18-24,26-28H,7-8H2/t14-,16+,18+,19-,20+,21+/m0/s1","DLIKSSGEMUFQOK-SFTVRKLSSA-N","DLIKSSGEMUFQOK","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c21","C21H22O10","Prunin","http://www.wikidata.org/entity/Q15424791","Shikimates and Phenylpropanoids","Flavonoids","Shikimates and Phenylpropanoids","Flavonoids","Flavanones","Prunus nipponica","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Rosales']","['Rosaceae']","['Amygdaleae']","['Prunus']","['Prunus nipponica']","nan","1016430.0","http://www.wikidata.org/entity/Q4993133",6,1.00100150250438,0.17564870259481,0,0.786427145708583,0,0.754491017964072,1.00100150250438,0.215568862275449,0.0202666666666667,0.550898203592814
321,"321_735.21_2.5","NA_[321_735.21_2.5]",735.210554901434,2.54636695714286,0.00505035256465469,0.0728503442994561,0.117483267198935,2.29667830276463,1.13756839136138,0.930023984291403,305.335630223556,0.464318002070786,0.0015206807070987,8.25425214010397,-1.10681487817669,-9.36106701828066,"null",NA,NA,0.342357881354983,-108.92129725567,16.7858328144183,1,"InChI=1S/C32H40O18/c1-44-29(43)16-10-46-30(22-14(9-33)4-5-15(16)22)50-32-28(42)26(40)24(38)20(49-32)12-47-31-27(41)25(39)23(37)19(48-31)11-45-21(36)7-3-13-2-6-17(34)18(35)8-13/h2-4,6-8,10,15,19-20,22-28,30-35,37-42H,5,9,11-12H2,1H3","CSRRWPAMFHNUSX","C32H40O18","[M + Na]+","COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)COC4C(C(C(C(O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)O)O)O","Terpenoids","Secoiridoid monoterpenoids","Monoterpenoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.129740518962076,1.00100150250438,0.0898203592814371,1.00100150250438,0.127744510978044,1.17832947503798,0.0558882235528942,0.016,0.421157684630739
344,"344_725.21_3.3","NA_[344_725.21_3.3]",725.207259114583,3.27845996666667,0.00105000485166362,0.00105000485166362,1,2.97880869421971,2.97880869421971,0,1,0.000299707174384651,0.000299707174384651,0,-11.7041587600781,-11.7041587600781,"null",NA,NA,0.355258189574008,-66.8508104886974,57.2129219285491,0.881909547738694,"InChI=1S/C36H36O16/c37-12-25-29(45)31(47)32(48)36(51-25)50-24-10-17-19(41)11-22(44)27(35(17)52-33(24)14-3-6-18(40)20(42)7-14)28-26-21(43)8-16(39)9-23(26)49-34(30(28)46)13-1-4-15(38)5-2-13/h1-9,11,24-25,28-34,36-48H,10,12H2","WZUGOLRWWPILHZ","C36H36O16","[M + H]+","C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC=C(C=C5)O)O)O)O)C6=CC(=C(C=C6)O)O)OC7C(C(C(C(O7)CO)O)O)O","Shikimates and Phenylpropanoids","Proanthocyanins","Flavonoids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.960079840319361,0,0.942115768463074,0,0.950099800399202,0,0.890219560878243,0.006,0.377245508982036
349,"349_323.07_1.8","NA_[349_323.07_1.8]",323.073898582829,1.81413371428571,0.00158609756224004,0.0110337468780084,0.175042226459764,2.79967010236562,1.95727698328793,0.75685717127765,5.83971049766889,0.363773711081672,0.0622931070344813,2.54589684959672,-1.45888680770474,-4.00478365730146,"4-Hydroxybenzoate-O-glucoside",NA,NA,0.385925461751264,-24.3241546955455,10.3781664740881,1,"InChI=1S/C13H16O8/c14-5-8-9(15)10(16)11(17)13(21-8)20-7-3-1-6(2-4-7)12(18)19/h1-4,8-11,13-17H,5H2,(H,18,19)","XSSDYIMYZONMBL","C13H16O8","[M + Na]+","C1=CC(=CC=C1C(=O)O)OC2C(C(C(C(O2)CO)O)O)O","Shikimates and Phenylpropanoids","Simple phenolic acids","Phenolic acids (C6-C1)","300.084517472|600.169034944","InChI=1S/C13H16O8/c14-5-8-9(15)10(16)11(17)13(21-8)20-7-3-1-6(2-4-7)12(18)19/h1-4,8-11,13-17H,5H2,(H,18,19)/t8-,9-,10+,11-,13-/m1/s1|InChI=1S/C26H32O16/c27-7-16-18(31)20(33)22(35)25(41-16)39-14-4-1-10(5-13(14)30)9-38-24(37)11-2-3-12(29)15(6-11)40-26-23(36)21(34)19(32)17(8-28)42-26/h1-6,16-23,25-36H,7-9H2/t16-,17+,18-,19+,20+,21-,22-,23+,25-,26+/m1/s1","XSSDYIMYZONMBL-BZNQNGANSA-N|JQUOIYCKIVRFRH-ZZXAPCEGSA-N","XSSDYIMYZONMBL|JQUOIYCKIVRFRH","O=C(O)c1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1|O=C(OCc1ccc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(O)c1)c1ccc(O)c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c1","C13H16O8|C26H32O16","4-(beta-D-glucosyloxy)benzoic acid|[3-hydroxy-4-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyphenyl]methyl 4-hydroxy-3-[(2R,3S,4R,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxybenzoate","http://www.wikidata.org/entity/Q16823924|http://www.wikidata.org/entity/Q105133692","Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids","Phenolic acids (C6-C1)|Phenolic acids (C6-C1)","Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","Cydonia oblonga|Pyrus calleryana","['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']","['Rosales']|['Rosales']","['Rosaceae']|['Rosaceae']","['Maleae']|['Maleae']","['Cydonia']|['Pyrus']","['Cydonia oblonga']|['Pyrus calleryana']","nan|nan","941743.0|217646.0","http://www.wikidata.org/entity/Q43300|http://www.wikidata.org/entity/Q3079266",NA,1.34406227991274,0.0199600798403194,1.41705050316284,0.0219560878243513,0,0.842315369261477,1.71058924980998,0.00598802395209581,0.0277333333333333,0.093812375249501
350,"350_189.07_0.7","1-deoxy-D-glucitol_[350_189.07_0.7]",189.07326702239,0.6620076625,0.0226179044857985,0.0226179044857985,1,1.64554763426518,1.64554763426518,0,1,5.0030602959658e-05,5.0030602959658e-05,0,-14.2868296349052,-14.2868296349052,"fucitol","1-deoxy-D-glucitol","CHEBI:165503",0.0600506255105163,-96.6777140183212,13.5966877781249,1,"InChI=1S/C6H14O5/c1-3(8)5(10)6(11)4(9)2-7/h3-11H,2H2,1H3","SKCKOFZKJLZSFA","C6H14O5","[M + Na]+","CC(C(C(C(CO)O)O)O)O","Carbohydrates","Monosaccharides","Saccharides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.962075848303393,0,0.956087824351297,0,0.962075848303393,0,0.908183632734531,0.003,0.564870259481038
353,"353_465.04_0.6","NA_[353_465.04_0.6]",465.040749104818,0.584889319333333,0.0482985170770882,0.300788435194,0.374256746243356,1.31606620330903,0.521738865646828,0.426830362448219,0.73841856538588,1.66510922441217,2.25496663066972,-0.437489269079416,0.735616815344249,1.17310608442366,"null",NA,NA,0.323923658006771,-271.678857681998,35.000519790607,1,"InChI=1S/C22H16ClFN2O4/c1-26-20-11-16(30-15-5-7-17(23)18(24)10-15)6-8-19(20)25-21(26)12-29-14-4-2-3-13(9-14)22(27)28/h2-11H,12H2,1H3,(H,27,28)","QCDBYUFGXWPSLV","C22H16ClFN2O4","[M + K]+","CN1C2=C(C=CC(=C2)OC3=CC(=C(C=C3)Cl)F)N=C1COC4=CC=CC(=C4)C(=O)O","Alkaloids","Quinazoline alkaloids","Anthranilic acid alkaloids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.776447105788423,-1.00100150250438,0.968063872255489,-1.00100150250438,0.968063872255489,-1.00100150250438,0.922155688622755,0.00566666666666667,0.918163672654691
357,"357_351.11_2.6","NA_[357_351.11_2.6]",351.105373661102,2.60421710666667,0.0153267532498202,0.0312267207947996,0.814047130680713,1.81454983438408,1.50547361985233,0.0893504501451747,1.86925249632961,0.278875357501472,0.149190843959851,0.902461459718991,-1.8423076369683,-2.74476909668729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"328.1158176","InChI=1S/C15H20O8/c1-6-4-8(17)7-2-3-21-14(10(6)7)23-15-13(20)12(19)11(18)9(5-16)22-15/h2-4,7,9-16,18-20H,5H2,1H3/t7-,9+,10+,11+,12-,13+,14-,15-/m0/s1","SHZMGEYUEFSGCM-DNRYLMBSSA-N","SHZMGEYUEFSGCM","CC1=CC(=O)[C@@H]2C=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]12","C15H20O8","(1S,4aR,7aS)-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,7a-dihydro-1H-cyclopenta[c]pyran-5-one","http://www.wikidata.org/entity/Q105253476","Terpenoids","Monoterpenoids","Terpenoids","Monoterpenoids","Iridoids monoterpenoids","Micromeles japonica","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Rosales']","['Rosaceae']","['Maleae']","['Sorbus']","['Sorbus japonica']","nan","5741351.0","http://www.wikidata.org/entity/Q42086421",7,0,0.792415169660679,0,0.806387225548902,0,0.81437125748503,0,0.662674650698603,0.0305333333333333,0.285429141716567
360,"360_891.16_3.3","NA_[360_891.16_3.3]",891.157482258692,3.30390758461538,0.00916981142530104,0.0146033515678623,0.90217820735749,2.03763959538704,1.83554745925774,0.0447076677489451,29.4872177470123,0.098642615525407,0.00334526696861394,4.88201779887573,-3.34164513622713,-8.22366293510285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amino acids and Peptides","Cyclic peptides","Oligopeptides",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.832335329341317,0,0.828343313373254,0,0.856287425149701,0,0.712574850299401,0.0115555555555556,0.63872255489022
372,"372_956.63_11.2","NA_[372_956.63_11.2]",956.628426166037,11.2174347619048,0.0265958606652434,0.977500907213116,0.0338233191416694,1.57518595096784,0.00988283086563296,1.47078377656732,0.398804544264564,1.09951402329184,2.75702481103734,-1.32624624595718,0.136866004560849,1.46311225051802,"null",NA,NA,NA,-1222.20189163553,132.4284339805,1,"InChI=1S/C55H87N3O9/c1-4-11-34-16-19-37-38-14-8-9-25-55(66,50(38)67-44(37)20-17-34)51(3,64)45-24-28-54(65)47-39(23-27-53(45,54)36-12-6-5-7-13-36)52(26-22-35-18-21-46(56)58-41(35)15-10-29-59)31-43(62)42(61)30-40(52)49(63)48(47)57-32-33(2)60/h18,21,33-34,36-40,42-45,50,57,59-62,64-66H,4-17,19-20,22-32H2,1-3H3,(H2,56,58)/p+1","JYNFKGCWLYKLTF","C55H87N3O9","[M + Na]+","CCCC1CCC2C3CCCCC(C3OC2CC1)(C(C)(C4CCC5(C4(CCC6C5=C(C(=O)C7C6(CC(C(C7)O)O)CCC8=C([NH+]=C(C=C8)N)CCCO)NCC(C)O)C9CCCCC9)O)O)O","Fatty acids","Glycosyldiacylglycerols","Glycerolipids",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.782435129740519,0,0.798403193612774,0,0.812375249500998,0,0.642714570858283,0.0183111111111111,0.451097804391218
382,"382_411.27_5.7","NA_[382_411.27_5.7]",411.271903673808,5.68520210833333,0.0457229594417026,0.127794543200215,0.706973801385234,1.33986566743675,0.893487690063621,0.150596679731589,599.780580926903,0.26048929927872,0.000434307657770712,9.22829100265496,-1.94070398608649,-11.1689949887415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.850299401197605,1.41705050316284,0.0259481037924152,1.00100150250438,0.105788423153693,1.40275209380409,0.0439121756487026,0.0274222222222222,0.11377245508982
384,"384_430.13_2.9","NA_[384_430.13_2.9]",430.134376042554,2.87854674285714,0.000111350700676027,0.000133411354959811,0.943645386146175,3.95330704581652,3.87480720500327,0.0251911791908338,6.44194473794787,0.0367331125161776,0.00570217752719797,2.68749628465265,-4.76677504427948,-7.45427132893213,"null",NA,NA,0.195614157796121,-489.110390457504,62.2062665558641,0.00100502512562814,"InChI=1S/C19H19N5O7/c25-7-12(27)15(28)11(26)6-24-16-14(17(29)23-19(31)22-16)21-13(18(24)30)9-5-20-10-4-2-1-3-8(9)10/h1-5,11-12,15,20,25-28H,6-7H2,(H2,22,23,29,31)","XZHBOWKLLNKVKN","C19H19N5O7","[M + H]+","C1=CC=C2C(=C1)C(=CN2)C3=NC4=C(NC(=O)NC4=O)N(C3=O)CC(C(C(CO)O)O)O","Carbohydrates","Purine nucleos(t)ides","Nucleosides","814.289544","InChI=1S/C37H50O20/c1-16-26(42)28(44)31(47)37(53-16)57-34-32(48)36(51-11-10-18-5-8-21(49-2)20(40)12-18)55-24(15-52-35-30(46)29(45)27(43)23(14-38)54-35)33(34)56-25(41)9-6-17-4-7-19(39)22(13-17)50-3/h4-9,12-13,16,23-24,26-40,42-48H,10-11,14-15H2,1-3H3/b9-6+/t16-,23+,24+,26-,27+,28+,29-,30+,31+,32+,33+,34+,35+,36+,37-/m0/s1","FXFHFOSEURHWMO-HHTZHRADSA-N","FXFHFOSEURHWMO","COc1ccc(CCO[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](OC(=O)/C=C/c3ccc(O)c(OC)c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]2O)cc1O","C37H50O20","6''-O-beta-D-Glucopyranosylmartynoside","http://www.wikidata.org/entity/Q105003874","Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Shikimates and Phenylpropanoids","Saccharides","Disaccharides","Micromeles japonica","['Eukaryota']","['Archaeplastida']","['Streptophyta']","['Magnoliopsida']","['Rosales']","['Rosaceae']","['Maleae']","['Sorbus']","['Sorbus japonica']","nan","5741351.0","http://www.wikidata.org/entity/Q42086421",7,1.34406227991274,0.00998003992015968,1.00100150250438,0.11377245508982,1.00100150250438,0.127744510978044,1.40834895880057,0.029940119760479,0.0428,0.0339321357285429
413,"413_354.11_0.6","NA_[413_354.11_0.6]",354.107953451766,0.612420122,0.00878826849274827,0.690623865541325,0.00383809941099023,2.05609668330162,0.160758418031425,2.41588378075079,0.123264228707782,0.475082960070448,3.85418352956809,-3.02017390466285,-1.07374863274548,1.94642527191737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"624.147905576|624.147905576","InChI=1S/C31H28O14/c1-41-20-10-14(2-8-18(20)34)3-9-23(36)42-13-22-25(37)27(39)28(40)31(44-22)45-30-26(38)24-19(35)11-17(33)12-21(24)43-29(30)15-4-6-16(32)7-5-15/h2-12,22,25,27-28,31-35,37,39-40H,13H2,1H3|InChI=1S/C31H28O14/c1-41-20-10-15(5-8-18(20)33)30-28(39)26(37)24-19(34)11-17(12-21(24)44-30)43-31-29(40)27(38)25(36)22(45-31)13-42-23(35)9-4-14-2-6-16(32)7-3-14/h2-12,22,25,27,29,31-34,36,38-40H,13H2,1H3/b9-4+/t22-,25-,27+,29-,31-/m1/s1","RKHQLCNACMCZQU-UHFFFAOYSA-N|FSHKRIFUEGZCIN-DPFCLURTSA-N","RKHQLCNACMCZQU|FSHKRIFUEGZCIN","COc1cc(C=CC(=O)OCC2OC(Oc3c(-c4ccc(O)cc4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)ccc1O|COc1cc(-c2oc3cc(O[C@@H]4O[C@H](COC(=O)/C=C/c5ccc(O)cc5)[C@@H](O)[C@H](O)[C@H]4O)cc(O)c3c(=O)c2O)ccc1O","C31H28O14|C31H28O14","[6-[5,7-Dihydroxy-2-(4-hydroxyphenyl)-4-oxochromen-3-yl]oxy-3,4,5-trihydroxyoxan-2-yl]methyl 3-(4-hydroxy-3-methoxyphenyl)prop-2-enoate|Buddlenoid B","http://www.wikidata.org/entity/Q105238435|http://www.wikidata.org/entity/Q105000633","Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids","Flavonoids|Flavonoids","Shikimates and Phenylpropanoids","Flavonoids","Flavonols","Polylepis besseri|Rosa canina","['Eukaryota']|['Eukaryota']","['Archaeplastida']|['Archaeplastida']","['Streptophyta']|['Streptophyta']","['Magnoliopsida']|['Magnoliopsida']","['Rosales']|['Rosales']","['Rosaceae']|['Rosaceae']","['Sanguisorbeae']|['Unknown']","['Polylepis']|['Rosa']","['Polylepis besseri']|['Rosa canina']","nan|nan","664135.0|333885.0","http://www.wikidata.org/entity/Q15275420|http://www.wikidata.org/entity/Q146066",NA,0,0.80439121756487,0,0.810379241516966,0,0.786427145708583,0,0.632734530938124,0.00675555555555555,0.898203592814371
416,"416_495.13_4.1","NA_[416_495.13_4.1]",495.126294703062,4.10554480714286,0.00977770541508605,0.0100874144632054,0.999512398902141,2.00976305139718,1.99622013487859,0.000211814110764163,1.47157686507469,0.0203507633987526,0.0138292221641577,0.557362900732862,-5.61877327582682,-6.17613617655968,"null",NA,NA,0.392299901026784,-30.2149738514284,20.2871880391909,1,"InChI=1S/C24H24O10/c25-16-7-1-14(2-8-16)5-11-19(27)32-13-18-21(29)22(30)23(31)24(33-18)34-20(28)12-6-15-3-9-17(26)10-4-15/h1-12,18,21-26,29-31H,13H2","IAVJHQVGTRSIOM","C24H24O10","[M + Na]+","C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC(=O)C=CC3=CC=C(C=C3)O)O)O)O)O","Shikimates and Phenylpropanoids","Cinnamic acids and derivatives","Phenylpropanoids (C6-C3)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.67131567616219,0.0139720558882236,0,0.802395209580838,1.00100150250438,0.167664670658683,1.63263917927766,0.0419161676646707,0.0201809523809524,0.427145708582834
434,"434_469.31_9.3","NA_[434_469.31_9.3]",469.313808938731,9.29050561304348,0.0255162430863076,0.0930249091295168,0.572015720057796,1.59318326909647,1.03140074554259,0.24259203582141,1.03421077245248,0.925455037777342,0.894841808292867,0.0485302372814873,-0.111765194852422,-0.16029543213391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41705050316284,0.0359281437125748,1.63736530665978,0.0239520958083832,-1.00100150250438,0.966067864271457,1.10416565494127,0.0858283433133733,0.0437777777777778,0.093812375249501
441,"441_621.14_5.1","NA_[441_621.14_5.1]",621.136305811184,5.13697595714286,0.00216697392912091,0.00216571606732052,0.999999746788187,2.66414631364882,2.66439848144975,1.0996850699642e-07,0.883909847327336,0.000846798627464581,0.000958014700283103,-0.17802886265335,-10.2056934485975,-10.0276645859441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.00100150250438,0.147704590818363,0,0.774451097804391,0,0.794411177644711,1.00100150250438,0.211576846307385,0.00975555555555556,0.696606786427146
442,"442_541.3_4.8","NA_[442_541.3_4.8]",541.2985509884,4.75411974,0.0495965252166533,0.0526756779570585,0.998685629038743,1.30454874956012,1.27838986614009,0.000571199521966553,2.97177827014545,0.0237516524144246,0.00799240395995699,1.57132647775571,-5.39582830381879,-6.9671547815745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.860279441117764,0,0.86626746506986,0,0.858283433133733,0,0.732534930139721,0.0128,0.518962075848303
