CLUSTERID1	CLUSTERID2	DeltaMZ	MinRatio	Cosine	AlignScore2	AlignScore3
3288	4036	-0.094	0.000	0.8282	0.5424	1
3288	4292	27.792	0.000	0.7038	0.4575	1
3289	3343	-2.016	0.000	0.7469	0.6639	1
3289	3364	-2.016	0.000	0.8416	0.8092	1
3289	3393	26.015	0.000	0.7807	0.6784	1
3289	3435	-2.016	0.000	0.7495	0.6520	1
3289	3445	24.000	0.000	0.7387	0.5467	1
3289	3454	2.016	0.000	0.7977	0.6991	1
3289	3481	26.015	0.000	0.7912	0.6094	1
3289	3496	0.000	0.000	0.9008	0.7652	1
3289	3915	-104.084	0.000	0.7508	0.6954	1
3289	3941	-14.052	0.000	0.7342	0.5843	1
3290	3356	28.031	0.000	0.7849	0.6569	1
3290	3389	-28.031	0.000	0.7334	0.6072	1
3290	3422	0.000	0.000	1.0000	1.0000	1
3292	3984	-28.031	0.000	0.7827	0.6054	1
3292	4022	-134.021	0.000	0.7600	0.3636	1
3292	4091	-0.000	0.000	1.0000	1.0000	1
3293	3309	18.011	0.000	0.7797	0.5299	1
3293	3313	-162.052	0.000	0.7064	0.5744	1
3293	3379	18.010	0.000	0.7425	0.6189	1
3293	3415	18.011	0.000	0.7797	0.5299	1
3293	3476	132.078	0.000	0.7524	0.6333	1
3293	3532	18.010	0.000	0.7590	0.5606	1
3293	3936	132.078	0.000	0.7458	0.6333	1
3293	4019	-179.080	0.000	0.7221	0.6139	1
3293	4045	0.000	0.000	0.8386	0.6626	1
3293	4113	132.078	0.000	0.7458	0.6333	1
3294	3929	0.000	0.000	1.0000	1.0000	1
3299	3314	42.010	0.000	0.8490	0.6999	1
3299	3329	-28.031	0.000	0.8433	0.7282	1
3299	3334	-56.063	0.000	0.8049	0.6619	1
3299	3342	59.037	0.000	0.7961	0.6919	1
3299	3393	77.048	0.000	0.8139	0.6910	1
3299	3498	123.053	0.000	0.7195	0.4940	1
3301	3547	52.020	0.000	0.7369	0.5415	1
3301	3588	16.031	0.000	0.7897	0.6496	1
3301	3612	52.031	0.000	0.7122	0.5349	1
3301	3663	-1.979	0.000	0.7081	0.6850	1
3303	4177	-27.980	0.000	0.7058	0.5213	1
3304	3805	-0.002	0.000	0.7498	0.6639	1
3304	3950	-0.002	0.000	0.7055	0.6018	1
3304	3954	15.993	0.000	0.7490	0.5784	1
3304	4053	31.985	0.000	0.7093	0.6179	1
3304	4115	48.990	0.000	0.7007	0.5495	1
3305	3373	-0.000	0.000	0.7724	0.5892	1
3305	3375	18.010	0.000	0.8188	0.7161	1
3305	3434	18.011	0.000	0.7251	0.5468	1
3305	3554	96.042	0.000	0.7087	0.5183	1
3306	3313	49.053	0.000	0.7785	0.5790	1
3306	3437	180.063	0.000	0.7228	0.5526	1
3306	3517	180.063	0.000	0.7228	0.5526	1
3306	3984	166.047	0.000	0.7337	0.5150	1
3306	4019	32.026	0.000	0.8332	0.6601	1
3306	4023	18.010	0.000	0.7248	0.5467	1
3307	3320	-13.980	0.000	0.8556	0.5672	1
