row ID,row m/z,row retention time,Blank_202404241731_EB_dbgi_mapp_blk_pre02.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre03.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre01.mzML Peak area,Blank_202404241731_EB_dbgi_mapp_blk_pre04.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_01_01_Luca.mzML Peak area,Erythroxylum_coca_202404241731_EB_dbgi_003208_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_02_01_Luca.mzML Peak area,Brugmansia_insignis_202404241731_EB_dbgi_003224_01_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_02_02_Luca.mzML Peak area,Erythroxylum_australe_202404241731_EB_tp24_000007_01_01_Luca.mzML Peak area,
39,738.4911804199219,8.8522001,0,0,0,0,0,0,0,0,0,1592801.6567171165,
40,518.3240814208984,7.020231470000001,3693.447357392352,1563.7399642628814,2802.2512249928923,1246.2817869733042,1900571.2802553081,1304755.9142836672,2080437.5976180914,3114089.126446398,171406.2789623086,288292.55166991765,
41,556.4564819335938,10.61631,0,0,0,0,0,0,0,0,1365529.707922617,194804.5673846514,
42,492.3899398803711,9.287245930000001,2415904.5212506787,2549833.8907158882,2548029.9895242085,2369255.919657792,1684012.3244709377,1116977.503700929,1648324.7871821478,1633068.875207509,1616378.3949039723,1782577.6258292086,
43,375.19193267822266,6.2463788000000005,0,0,0,0,0,0,0,0,424211.84411290265,314112.20779180224,
44,414.3214874267578,4.22440165,0,0,0,0,0,0,0,0,530.3323811543326,1071862.777087907,
45,252.19191932678223,4.042547975,549.5586866509925,0,1004.6947583759384,0,0,0,0,0,36046.54549415074,2989105.9770174306,
46,444.40437126356505,11.436357999999998,0,833.2349904785906,0,745.7298015818488,0,0,0,0,2321875.935770495,99839.59663740147,
47,518.3829803547974,7.8608408,0,0,0,0,3303.5847613904834,859.3186208496867,464129.0104440899,1574212.5517954943,0,0,
48,398.30577087402344,8.600545499999999,0,0,0,0,0,0,516147.33686627337,1776506.5503482828,0,0,
49,596.4890441894531,10.279848,0,0,0,0,0,573124.5321410183,0,0,3206972.1953798584,0,
50,256.13597615559894,5.010337033333333,0,0,0,0,0,1367.2795504921987,0,0,32352.11177963933,1257431.9433277827,
51,312.2533620214437,5.5020028,0,0,0,0,9952.902091027745,32161.506955884473,11688.323585819768,11040.03178934002,33511.6176561711,1222988.04726292,
52,329.31603568165804,7.270636814285715,0,0,1875.0825386788638,0,3191215.307098545,3787064.7935036398,2371490.002628331,2655126.918642849,2826853.5630708397,1659873.0918516219,
53,378.1699676513672,5.1005937,0,0,0,0,0,0,0,0,171974.05944975352,9036642.276571285,
54,265.15101471759033,3.4406078,4673.011409360566,3114.1087570254135,4199.588328854705,5221.4771820139695,61789.74609172281,62655.4520591249,1.8385995327156093E9,2.09847927587297E9,3480.446158013727,40429.020875499154,
55,305.1566401890346,2.292145728571429,4797.263069825323,10705.584553012053,11433.92963041052,12514.357775148212,0,0,0,79808.60839942493,1303686.5471551705,256299.9308147092,
56,442.2654342651367,4.16920355,0,0,0,0,0,0,55460.74681663926,123329.49936275015,1629976.6236180721,1.1201225330060314E7,
57,534.3419418361207,4.8545077999999995,0,0,0,0,0,0,0,0,1056408.2078115016,8080.864216524786,
58,184.07282638549805,7.33341515,0,0,0,0,32861.12653511559,39684.355544671,340557.67136659083,872304.5030778331,24768.9550347732,31639.190053813407,
59,775.38671875,6.93082845,0,0,0,0,0,0,16412.679264899507,0,0,735630.0767340625,
60,367.19581604003906,2.42530525,0,0,0,0,0,0,0,0,1675348.276617064,313594.73657097615,
61,184.13324410624477,1.1337526457142857,0,479.3342941661177,0,0,4370642.812576495,7388466.49653399,6317907.893673064,3890474.098409461,99663.81721920405,5361851.267540212,
62,446.25891876220703,2.24775955,0,0,0,0,0,0,0,0,1518739.5844969107,734701.3113524603,
63,492.24334716796875,4.1621249,0,0,0,0,0,0,0,0,26254.76547220723,1119546.3800341182,
64,554.4396362304688,10.797432,0,0,0,0,0,8856.156632578377,0,4988.60965792886,1046383.7982667801,59849.952423793686,
65,290.2112503051758,4.9899964,0,0,0,0,32803.146126289794,37775.32307815872,0,0,72545.94765704116,1.3437834569446508E7,
66,489.29686584472654,8.21027128,0,0,0,0,210163.5602863904,189853.2031334638,2189907.342267926,2451840.5352339298,0,57167.6204605494,
67,165.05450821047975,1.9308627400000002,24571.995030342205,25763.38774424998,22910.636463607967,23280.199462741,3855923.560446427,3887101.0780530116,14692.150082301234,15140.179635254943,8984.415326054488,3446.16750240089,
68,625.4472045898438,8.9134455,0,0,0,0,0,0,0,0,0,527584.2282744484,
69,349.27247619787596,9.4477949,0,0,0,0,0,0,238700.76260770467,2320898.5056361645,17908.700046670965,1943.0341176500856,
70,201.13153584798178,1.5783733833333333,0,0,0,0,6.910953017691337E7,7.772134250766681E7,6783984.054442034,2625353.1166885304,1083901.0044404818,9454789.771487815,
71,364.24684398002114,4.211964883333333,542.9958087985235,650.0120626604098,931.6627350838326,692.861200894655,0,0,0,0,345274.77181267354,625728.9146143176,
72,579.1499176025391,3.0620177,0,0,0,0,0,0,0,0,1748755.4377304383,1148598.1914194978,
73,583.4140625005929,10.087835142857143,0,0,696.6499965822334,0,370659.20624155184,479167.84051101655,2792736.7270902684,4486111.229088716,58480.511041785554,289852.52988643624,
74,230.12087631225586,2.26804595,0,0,0,0,0,0,0,0,120573.5266583681,8876226.366191337,
75,268.22711181807455,5.033965066666667,0,0,0,0,0,0,0,714.8750112069984,25851.99781596903,1275849.5759633593,
76,214.10740757121278,1.4474437,1443.2785317374305,0,2419.369558183935,0,279803.453053032,174179.1473283286,58619.991454117844,54855.32261706163,56894.34483318152,1051556.9840978861,
77,486.3277359008789,4.995332,0,0,0,0,0,0,0,0,70340.45241271057,890952.9247212673,
78,291.1914093017578,1.40572748,0,0,0,0,6216426.743119036,9788339.912168818,837367.8336802385,855605.6345597347,0,139024.950833294,
79,255.94171753532714,1.2978737800000002,4368.300656212635,2866.620730490834,2939.8616215078396,1258.311268848295,189394.13922352655,35147.53511944377,1001150.9963577187,53263.66654392911,112319.50167633928,125173.28733628421,
80,716.3701171875,5.3749815000000005,0,0,0,0,0,0,0,0,132902.52943289632,1841448.8140433861,
81,277.2162185699341,7.71313579,25092.21761669779,24829.940326073753,26884.821240098125,28234.066013790143,60050.80536137127,81401.80877295182,124137.58236328095,301670.81555975985,5893175.144888142,708270.3109293582,
82,727.350646985026,5.233781033333333,0,0,0,0,0,0,15430.164410593543,0,13005.970546327904,3909533.5008186707,
83,311.0525182088216,2.5908034333333334,2163.7706437594816,4941.9662353158365,5817.939391704018,4277.372737730656,0,0,0,0,2247956.3114621877,939968.348805638,
84,718.4733174699708,9.6692077,0,0,0,0,0,0,4971.131026509465,0,5454.655985688926,1656864.7473561035,
85,453.3583908140259,8.703483149999999,0,0,0,0,0,0,0,0,1677536.841364438,23243.160251879555,
86,472.2749481201172,2.8860730000000006,0,0,0,0,0,0,0,0,527708.3211681676,354916.68283767067,
87,258.1102040648329,0.6150180966666667,38498.17323812089,39118.078085683905,39984.45213667189,43997.276894423114,42308.87520832951,0,2171098.2215836453,1.3788447041105872E7,1897935.1186955813,3438071.797375407,
88,597.4472859834798,11.183398333333335,0,0,0,0,0,0,735.3464854102498,0,2734687.967707248,140581.2894996394,
89,720.490966796875,9.30847,0,0,0,0,0,0,0,0,0,1113513.3088577506,
90,683.283437093099,10.096087666666667,0,0,0,0,141903.83172555102,150823.3741124971,544218.3899665423,311399.36883094406,65059.83107753777,84474.26893425119,
91,617.4402923583984,10.831318,0,0,0,0,0,0,0,0,1968289.8797053131,219731.59762506123,
92,449.23573303222656,3.32380445,0,0,0,0,0,0,0,0,76510.70739856138,2030526.979140393,
93,468.18592834472656,3.15413265,0,0,0,0,0,0,0,0,13649.916500680374,8522114.874752304,
94,229.14340591833493,3.7208806999999995,14117.124539776638,14617.451584456827,14441.863586352563,15026.814060138824,15423.828702430672,51266.05414746405,0,0,1804255.1064683446,76132.85378516302,
95,278.24755605061847,8.3850985,0,0,0,0,2008417.6778318842,1952626.7210603848,1990421.5119244955,1818436.6545675597,1812692.2007443681,2161313.888894188,
96,308.22248586283365,5.021597016666667,0,0,0,0,509977.95701075037,1355346.6976783955,2268.1724059176604,1632.9108306957482,52239.00486807449,3357672.654937877,
97,363.14171600341797,3.1189641999999997,0,0,0,0,0,0,0,0,720028.2715420291,1309064.0841650758,
98,574.3414802601013,4.227806725000001,0,0,552.5647901187094,450.8530725285646,0,0,0,0,72381.45624092128,2564565.1220502225,
99,162.07440795898438,0.864245657,36774.545996780835,35688.52998649641,42308.16125761192,34439.231665152955,8854895.512051081,1.1867926724329704E7,822919.836033256,1202960.5428561866,7.025251877604214E8,9.110302123956838E8,
100,414.2327829996745,3.3411811,0,0,0,0,0,0,85470.42375328232,0,72323.63482565086,590814.2626810357,
101,311.221610260846,7.28976843,5021.139925362704,5931.9924364186,6484.013795059908,5969.579584662917,25028.92757999256,14832.437478328582,74817.66705957561,78164.47738524513,3144967.4557012166,198801.08574922217,
102,377.23280334472656,3.4122852,0,0,0,0,0,0,0,0,546157.8717511743,155752.47452858137,
103,433.2039489746094,3.5109961,0,0,0,0,0,0,0,0,1699.6135667372669,1081869.1247646532,
104,463.121826171875,4.474277,0,0,0,0,0,0,0,0,54196.46479635883,8428317.26594833,
105,328.2845123291016,8.36265981,12422.403270614164,13670.303605506697,10596.583671698547,12236.833628539804,29020.179147619754,29310.451919551557,51141.807120638485,39835.458041165984,1847945.9754931536,235019.54749111508,
106,293.06520080566406,4.7996873,0,0,0,0,0,0,0,0,86129.50429914724,2236391.411295844,
107,542.2848917643229,3.1013715666666664,0,0,0,0,0,0,5847455.813347224,9352907.422535747,10086.62559016233,0,
108,631.4905700683594,11.7856035,0,0,0,0,0,0,0,0,273154.5268159564,1622379.3829939351,
109,395.13153076171875,1.75956605,0,0,0,0,0,0,0,0,10404.065790978571,993300.6794967048,
110,600.4173278808594,9.227477550000001,12293.618772401236,11265.7572534776,19011.064187622687,8405.779069656059,1397204.2801288236,1980430.7466396773,5193671.751416686,7782798.7912282,191927.08061787614,485113.15957221936,
111,488.26966094970703,3.13046305,0,0,0,0,0,0,0,0,61863.85672490228,1119450.6977701904,
112,176.0110305786133,0.5912481090000001,7338.430842385912,7738.694911232613,8778.844671713738,9776.002553182178,3202986.868922605,3005995.08470481,34436.02197721885,152613.3964566943,1638329.2597325654,3802830.626277822,
113,203.22311096297608,1.33257964,0,0,0,0,184972.8915702417,135032.3027591014,2523024.1856337655,291290.77049789636,0,14100.592665853921,
114,260.11271540381875,0.7184457700000001,0,0,0,0,219244.16472878074,97785.48695165156,1279891.8877222228,3235421.115009388,6245146.071963812,1.1504864579269236E7,
115,361.1757354736328,2.12742925,0,0,0,0,0,0,562488.8192522848,393321.7415578136,0,0,
116,370.16512298583984,5.6222923,0,0,0,0,0,0,0,0,2928.966627952965,949279.8396870823,
117,661.2628682454427,10.025576333333333,0,0,0,0,5882.666080664353,18349.44699190485,0,0,0,1228470.2913408428,
118,363.2037658691406,3.4287289,0,0,0,0,0,0,1092071.029859391,457885.63087331987,0,0,
119,503.20252990722656,3.63128695,0,0,0,0,0,0,470789.3198588705,733815.0934913872,0,0,
120,217.12234497603933,0.7233395842857142,0,2932.7849344737942,0,0,293033.98837827146,318102.3161373964,3.151857341486907E7,2.1226160082955956E7,349134.60501033196,3662327.9094388224,
121,351.2143127465332,5.434486649999999,6210.681569388384,4971.285641856475,7359.841527292829,7561.33156489299,46680.82239901004,43316.993682430766,59916.3252245725,56150.6535619149,2820717.6942208176,209396.59444327807,
122,621.3106613274535,10.556441624999998,0,2190.4035193797677,1542.483050555453,0,2079423.0644863246,3443887.1631871345,233793.05633033416,872997.2419824898,1541.704295039009,453305.60703749757,
123,607.4935455322266,11.894113833333334,0,0,0,0,23801.06919407164,30914.412183274,9923.54798449254,6222.737405969334,39000.44476329901,938600.2973026874,
124,321.24230575561523,8.77948385,0,0,0,0,2044.2810574894006,0,346765.74346873426,619705.466813005,29488.264189530124,0,
125,258.1701173784561,4.37392645,10680.70148656793,9038.192841267422,10099.997370580832,13204.06442571097,0,0,156640.48021789524,163948.4176289554,1971471.443324218,99898.37573289355,
126,620.5274505788574,11.188955499999999,0,0,0,0,0,0,0,0,1695261.754855538,142912.8820905598,
127,220.0733001713379,1.7048207799999997,2022.7629433894117,0,2401.460495072362,894.238508698606,0,0,0,0,66426.38706007529,1.4455062582954776E7,
128,315.1701965332031,2.92489055,0,0,0,0,0,0,509479.1071363846,966786.9450619697,0,0,
129,1155.275146484375,2.7119523,0,0,0,0,0,0,0,0,730987.2594469601,599496.0672477905,
130,296.12554931640625,2.3651963499999997,0,0,0,0,0,0,1455255.0850549198,1425179.2289549,0,0,
131,198.1490020751953,2.514622775,0,0,0,0,53937.818717700975,51041.41401011442,0,0,9311.08435144991,1226508.3697806671,
132,608.5253651936849,11.655192666666666,0,0,0,0,442157.1533122843,446410.38248303154,388302.679504686,382141.89462538983,797128.64449371,117873.62673081894,
133,611.1596012124176,2.735106525,586.7440486325276,1197.0775004128488,1894.473875441188,960.683321890109,4349.641962562734,4862.9195309502,0,0,4373.982781136799,1596970.037625999,
134,342.26373291015625,6.29173553,77669.99040130991,75858.5543393775,73812.69878927583,78592.15241509565,112774.77832768069,91750.79106598253,67898.59439843621,235331.3228967131,1599473.336231605,263562.2953634289,
135,187.09635035380043,2.8359587666666664,6040.368287280664,4924.564213678366,7044.080772407178,4543.238738236471,0,0,0,0,568676.1201649673,21672.81107219975,
136,512.4321899414062,9.8557762,0,0,0,0,0,0,0,0,778384.849164483,0,
137,693.3086242675781,5.6119725,0,0,0,0,0,0,0,0,33295.04385321038,1805310.4392376335,
138,268.22682189941406,4.729150349999999,0,0,0,0,0,0,0,0,1911601.1794323092,9553274.196165834,
139,223.16901779738768,9.206971630000002,6663.629162137397,3561.3345052507893,4959.400518381957,4874.60836465313,228120.49680222134,167103.2002212709,2872366.1511514517,2267484.8392292904,59057.29771905835,403944.9133940158,
140,398.3270492553711,7.37403265,0,0,0,0,0,0,0,0,17514.18035248877,1090526.6517351023,
141,795.452880859375,6.9533086,0,0,0,0,0,0,0,0,0,1405208.0879423725,
142,303.1912612915039,0.839588635,0,0,0,0,3361770.60725878,3333844.3296322175,0,0,652763.1247893352,867183.1776346961,
143,344.1336944608764,2.37457224,11049.198458105446,10750.561049492808,10904.072756994416,11700.02019376313,1613613.0770632657,2081197.123522048,2400719.489191304,3057222.7363187997,32503.19455133192,267189.59294791485,
144,813.5493672688802,11.864617,0,0,0,0,243007.58303367315,279264.13074785,1105649.2988173962,1367379.3990754029,10009.004165889135,29837.624910235358,
145,247.17629750657147,0.6572928033333333,0,0,0,0,0,0,0,44612.488324901235,1033197.2170086555,48071.9380308841,
146,566.3834075927734,7.8134111,0,0,0,0,0,0,328119.37049513863,1031594.4241607498,0,0,
147,264.1954040527344,4.617667750000001,0,0,0,0,0,0,0,0,38387.076886865085,7660884.401519651,
148,412.2179870605469,2.440633725,0,0,0,0,1255491.7176527814,1238895.0828184965,0,0,36665.31871286102,302110.9137356481,
149,593.4775848388672,10.790046,0,0,0,0,0,0,0,0,1237661.1564541324,37577.849791524364,
150,758.5671997086356,8.164955885714287,0,0,2321.6631168675844,0,1557902.6667415448,187893.260126661,1279752.2197643537,1528144.4172858512,36186.3599795891,12419.707135142522,
151,365.1700693766276,1.8663534000000002,0,0,0,0,0,0,765150.2517996692,967991.1115946205,988.3472850908263,0,
152,954.3366851806641,4.133948999999999,0,0,0,0,0,0,0,0,48754.256004188646,6782060.532103336,
153,769.4888671896484,10.6481454,5850.753027758683,0,0,3523.4628929301343,0,9880.32916069375,147167.4438138223,794892.8768451058,0,0,
154,308.1969451904297,1.446469125,0,0,0,0,0,0,4315095.633636936,8527914.623734469,210530.74332378188,143591.3750261895,
155,233.16455078125,3.1754985666666666,0,0,0,0,0,11012.347126289245,0,0,124075.37443532661,3195169.2783428356,
156,286.1432189941406,3.4041342500000003,0,0,0,0,0,0,397003.3283437982,485632.45547985996,0,0,
157,761.4046936228027,7.27342095,0,0,0,0,0,0,13649.959409513853,0,0,2315948.964131593,
158,544.4590911865234,10.3247325,0,0,0,0,0,0,0,0,1485465.0015260756,92008.61448359615,
159,356.20689646402997,4.188670883333333,0,0,0,0,106748.09991871635,70842.15984374724,1107553.62124253,476874.2895951811,38107.46418767061,393785.26475224376,
160,328.284489440918,8.269778389999999,49941.04313337581,53234.2065796224,46220.81727801544,48980.006188106556,122971.96749605409,53561.31845995415,166248.27132459573,156757.5189339521,8855177.30245584,2749477.8887172164,
161,351.10462697347003,1.468911283333333,0,0,0,0,15269.513382287203,16748.21299218794,41632.66972205275,239087.2846044608,360002.0764174216,1600611.0528013029,
162,487.7908706665039,3.4726316500000003,0,0,0,0,0,0,0,0,855533.4552712565,162845.96252267822,
163,574.3061065673828,4.1654073,0,0,0,0,0,0,274537.87293500867,660823.4728673038,0,0,
164,446.21653238932294,4.646467566666666,0,0,0,0,0,0,3052970.051286221,8856185.092336262,694.3815879667773,0,
165,455.09432220458984,4.7996873,0,0,0,0,0,0,0,0,48368.200166600895,1417132.2121045452,
166,428.2487106323242,3.5147627,0,0,0,0,0,0,0,0,22797.24201125955,5679996.228368608,
167,423.95497741699216,0.49960313,0,0,0,0,89290.22253793309,188481.19378227848,147062.27416769182,1392183.8718153648,0,124868.1721901013,
168,340.12387763373476,0.69301702,1314.664069057768,556.2176851713955,615.9730342113235,0,76742.74364507009,67659.69519837064,350105.96296350873,686920.1625795478,2867293.4550359515,934182.4254380461,
169,257.12866973876953,4.883030150000001,0,0,0,0,68047.00039500139,72643.19955407019,75817.8779487358,72408.99362437023,37650.28857816151,1235120.5845104153,
170,532.2602386474609,2.85894105,0,0,0,0,0,0,205912.37787609026,614941.3657447501,0,0,
171,893.2975463867188,3.9746492,0,0,0,0,0,0,1059871.4699314092,2326031.991194552,0,0,
172,477.1385726928711,4.83976325,0,0,0,0,0,0,0,0,50518.401022917584,6541322.06224344,
173,509.27185821533203,6.732397450000001,0,0,0,0,0,0,391815.3047956322,1529448.7263397106,0,0,
174,355.2464853948568,8.377856066666666,0,0,0,0,1060.4087394410155,0,71271.81046092967,427430.12875057553,0,0,
175,361.1778259277344,1.7972063999999999,0,0,0,0,0,0,1305559.288962453,1174440.62763828,0,0,
176,395.2769088745117,8.215346799999999,0,0,0,0,0,0,0,0,704887.0255867958,34070.66124675651,
177,160.18084640502929,1.4822834200000001,35247.673575910405,35904.546932495345,39905.37060226759,36655.89960620438,1306732.9373308115,1161613.3035672202,240183.11643898248,118033.07154348046,51541.02138828505,1.6057529351537257E7,
178,290.1717580159505,2.7264796333333337,0,0,0,0,35671.798080630215,10342.182314768406,1041947.3740177907,336599.4571019062,22369.785382013793,9263631.842696955,
179,377.2309341430664,6.63934585,0,0,0,0,0,0,0,0,827492.3402176059,64473.83566286704,
180,165.06839752197266,1.7168131,0,0,0,0,0,0,0,0,3077328.4647753984,3474047.4914619145,
181,328.1389465332031,2.05214955,0,0,0,0,0,0,371485.0988648561,768523.3463920802,0,0,
182,403.236083984375,1.5351781,0,0,0,0,0,0,0,0,0,1586550.2258216906,
183,587.4675521850586,10.989499499999999,0,0,0,0,0,6148.185041089547,7534.69135800326,0,26683.879120106638,517411.6844138227,
184,216.13103866577148,2.85584315,0,0,0,0,0,0,1052668.0984847792,1504188.3680640515,0,0,
185,514.2856750488281,4.827636099999999,0,0,0,0,0,0,0,0,77836.02173342506,2298023.794430741,
186,327.23184356689455,7.32920251,4960.598534132666,6149.984191367443,6948.69279835648,4141.678245142798,2307004.9146473063,3167241.425289632,2681225.0035156203,2076608.3632476337,414273.78767567215,2742475.969054257,
187,694.5618896484375,11.001822,0,0,0,0,0,0,0,0,1953134.1193017962,135172.60149246117,
188,348.23753356933594,5.78316515,0,0,0,0,0,0,0,0,475368.8005427408,20139.271689945643,
189,769.4865036066894,11.085972750000002,6019.411346565087,4558.454296779964,5877.970124018462,5082.251163310606,23611.741975459136,49771.13333146028,849890.6747179766,1744016.000440895,0,0,
190,426.23293849525675,3.1582596857142855,464.3039350349128,1144.6186241542925,0,1908.7632195996064,0,0,5710.981437637178,7380.981507172848,45354.403449380545,5578172.8208070975,
191,496.19508361816406,4.3870214999999995,0,0,0,0,0,0,205670.39867199742,833983.2789136808,0,0,
192,518.3241088867187,6.8689712400000005,1008.1156300313191,2202.1167148322197,2391.802654863266,2901.355466036504,1829018.499025004,2373742.4086017204,1.8766109183199782E7,5.231879986989211E7,295271.8886460048,859152.0581384724,
193,433.1130040494384,3.4659607833333332,1270.9714823217987,1147.9111605710323,1566.612325348755,1613.724969864991,0,0,502222.10753722023,796733.8301498718,0,0,
