CLUSTERID1	CLUSTERID2	ComponentIndex	Cosine	DeltaMZ
61	2739	18	0.9303	-0.000
136	2739	18	0.9516	-162.053
593	2739	18	0.9076	-148.037
2631	2739	18	0.9207	-162.053
2739	2836	18	1.0	0.000
663	2272	18	1.0	-0.000
2272	4096	18	0.8739	0.000
26	3193	18	0.974	0.000
386	3193	18	0.9524	256.073
847	3193	18	0.9743	0.000
1909	3193	18	0.974	0.000
2244	3193	18	0.96	0.000
2727	3193	18	1.0	0.000
15	386	18	0.9544	0.000
290	386	18	0.9496	-15.995
386	1253	18	0.9589	-0.000
386	2664	18	0.9557	0.000
386	2727	18	0.9524	256.073
386	3029	18	0.9492	96.036
386	3542	18	0.9492	96.037
15	2655	18	0.9634	65.030
26	2655	18	0.9646	-191.043
185	2655	18	0.9839	-16.990
1253	2655	18	0.9612	65.030
1909	2655	18	0.9646	-191.043
2655	2664	18	0.9644	-65.030
2655	2670	18	1.0	0.000
2655	2848	18	1.0	-0.000
2655	3128	18	0.988	-14.016
1299	2415	18	0.8873	138.046
1299	2481	18	0.8873	138.046
1299	2631	18	0.9334	162.053
2951	3446	18	0.8502	-39.120
3307	3446	18	0.8225	162.052
26	2244	18	0.9729	0.000
847	2244	18	0.9623	0.000
1909	2244	18	0.9729	0.000
2244	2727	18	0.96	0.000
26	185	18	0.9626	-174.053
26	847	18	0.97	0.000
26	1909	18	1.0	0.000
26	2670	18	0.9646	-191.043
26	2727	18	0.974	0.000
26	2848	18	0.9646	-191.043
26	3128	18	0.9626	-205.059
1130	2800	18	1.0	0.001
1130	3092	18	0.9248	35.038
1130	3806	18	1.0	0.001
1761	2415	18	0.8955	-111.055
2415	2481	18	1.0	-0.000
2415	3202	18	0.9391	-2.030
2741	3542	18	0.9587	18.011
3029	3542	18	1.0	0.001
3092	3542	18	0.9412	0.001
61	2836	18	0.9303	0.000
136	2836	18	0.9516	-162.053
593	2836	18	0.9076	-148.037
2631	2836	18	0.9207	-162.053
1065	1611	18	0.9309	23.001
1065	1747	18	0.9283	65.012
1065	2600	18	0.9385	35.037
121	4096	18	0.8724	-179.079
663	4096	18	0.8739	0.000
2378	4096	18	0.8724	-179.079
15	2848	18	0.9634	65.030
185	2848	18	0.9839	-16.990
1253	2848	18	0.9612	65.030
1909	2848	18	0.9646	-191.043
2664	2848	18	0.9644	65.030
2670	2848	18	1.0	-0.000
2848	3128	18	0.988	-14.016
302	489	18	1.0	-0.000
489	541	18	0.9529	14.016
489	802	18	0.9529	14.016
1761	2481	18	0.8955	-111.055
1062	2606	18	0.9164	82.057
2453	2606	18	1.0	-0.001
1611	2701	18	0.9436	-23.001
519	1746	18	1.0	0.000
1746	3092	18	0.9232	-15.995
302	541	18	0.9529	14.016
302	802	18	0.9529	14.016
1581	1600	18	0.9353	-0.000
1581	2701	18	0.9387	-81.007
15	185	18	0.9668	82.021
15	1253	18	0.9793	0.000
15	2664	18	0.9902	0.000
15	2670	18	0.9634	65.030
61	802	18	0.9424	-14.016
541	802	18	1.0	-0.001
121	2378	18	1.0	0.000
121	2956	18	0.918	-3.010
121	3238	18	0.8514	-29.098
121	3307	18	0.8466	-29.099
61	136	18	0.946	162.053
61	541	18	0.9424	-14.015
61	2631	18	0.9179	162.053
1976	2951	18	0.8325	15.047
3191	3320	18	0.8754	14.053
3238	3320	18	0.8975	-13.980
3307	3320	18	0.8556	-13.980
519	3092	18	0.9232	-15.995
2741	3029	18	0.9587	18.010
3029	3092	18	0.9412	-0.000
290	431	18	0.8533	-5.974
431	483	18	0.9241	15.995
431	2951	18	0.8402	256.074
1229	1984	18	0.8623	18.010
2481	3202	18	0.9391	-2.030
136	2631	18	0.9432	0.000
847	2727	18	0.9743	0.000
1909	2727	18	0.974	0.000
185	1253	18	0.9664	-82.021
185	1909	18	0.9626	174.053
185	2664	18	0.968	-82.020
185	2670	18	0.9839	-16.990
185	3128	18	0.9748	-31.006
290	1062	18	0.9118	-15.995
1062	2453	18	0.9164	82.058
1229	2947	18	0.8484	-52.031
1909	3128	18	0.9626	-205.059
2670	3128	18	0.988	-14.016
2741	3128	18	0.9558	-27.011
3128	3202	18	0.9593	-94.078
2378	2956	18	0.918	-3.011
2378	3238	18	0.8514	-29.099
2378	3307	18	0.8466	-29.099
1747	2631	18	0.9167	-129.058
847	1909	18	0.97	0.000
1909	2670	18	0.9646	-191.043
1425	2701	18	0.9364	-17.026
2800	3806	18	1.0	0.000
3092	3806	18	0.9248	-35.037
1229	2951	18	0.9163	-15.995
1253	2664	18	0.9859	0.000
2664	2670	18	0.9644	65.030
2800	3092	18	0.9248	35.037
2956	3307	18	0.8531	-26.088
3191	3307	18	0.8748	28.032
3238	3307	18	0.9224	-0.000
1253	2670	18	0.9612	65.030
2741	3092	18	0.9521	18.010
2741	3202	18	0.9474	-121.089
1747	1919	18	0.939	-42.011
3191	3238	18	0.9185	28.032
2956	3238	18	0.8505	-26.088
238	1923	19	0.9023	-248.053
238	2451	19	0.9467	-0.000
238	2764	19	0.9599	-0.000
238	3809	19	1.0	-0.000
155	3744	19	0.9372	45.057
189	3744	19	0.9319	-0.000
833	3744	19	0.9322	31.042
1651	3744	19	0.8996	86.000
1923	3744	19	0.8746	67.989
1957	3744	19	0.8816	131.058
2347	3744	19	0.9351	0.000
3739	3744	19	0.8996	86.001
3744	3803	19	0.9348	-45.058
3744	3834	19	0.9319	0.000
1923	3809	19	0.9023	248.053
2451	3809	19	0.9467	0.000
2764	3809	19	0.9599	0.000
155	189	19	0.9404	45.058
155	833	19	0.9574	14.016
155	1651	19	0.9146	-40.943
155	1957	19	0.8778	-86.001
155	2347	19	0.9538	45.057
155	3739	19	0.9146	-40.944
155	3803	19	0.972	-0.000
155	3834	19	0.9404	45.057
189	3803	19	0.9417	-45.058
833	3803	19	0.9476	-14.016
1651	3803	19	0.9203	40.943
1957	3803	19	0.8771	86.001
2347	3803	19	0.9483	-45.057
3739	3803	19	0.9203	40.943
3803	3834	19	0.9417	45.058
189	833	19	0.9209	-31.042
833	1957	19	0.8763	-100.017
833	2347	19	0.9207	31.042
833	3834	19	0.9209	31.042
189	1651	19	0.959	-86.001
1651	1923	19	0.9566	18.011
1651	1957	19	0.8936	-45.058
1651	2347	19	0.9505	86.000
1651	2764	19	0.9013	266.064
1651	3739	19	1.0	-0.000
1651	3834	19	0.959	86.001
189	3834	19	1.0	-0.000
1923	3834	19	0.9319	67.989
2347	3834	19	0.9714	0.000
2764	3834	19	0.9195	-180.063
3739	3834	19	0.959	86.001
189	1923	19	0.9319	-67.990
1923	2347	19	0.9208	67.989
1923	2451	19	0.8927	248.053
1923	2764	19	0.9099	248.053
1923	3739	19	0.9566	-18.012
2451	2764	19	0.9587	0.000
189	3739	19	0.959	-86.001
1957	3739	19	0.8936	45.058
2347	3739	19	0.9505	-86.001
2764	3739	19	0.9013	-266.064
189	2347	19	0.9714	-0.001
189	2764	19	0.9195	180.063
2347	2764	19	0.9005	180.064
1812	2186	20	1.0	0.000
1316	1996	21	0.8128	-26.974
1353	1996	21	0.8192	0.073
384	1821	22	0.87	55.990
801	1821	22	0.7963	-86.000
1661	1821	22	0.9121	14.016
1821	2078	22	0.9137	-14.014
1821	2118	22	0.9257	-14.015
1821	2320	22	0.7985	21.984
1821	2711	22	0.87	-55.990
1821	3628	22	0.7819	-45.970
1821	3670	22	0.7985	21.984
1326	1663	22	0.9156	-12.037
1548	1663	22	0.9323	10.980
1663	2871	22	0.9293	90.047
997	1588	22	0.8815	10.042
1588	1806	22	0.8555	-84.058
1588	2668	22	0.8815	-10.042
1588	3938	22	0.8815	-10.042
161	2941	22	0.8172	27.995
1044	2941	22	0.932	-17.029
2144	2941	22	0.8172	27.996
2403	2941	22	0.9644	0.000
2798	2941	22	0.932	-17.029
2941	3113	22	0.9543	0.000
2941	3114	22	0.93	17.027
2941	3283	22	0.843	-14.016
2941	3485	22	0.8893	-162.052
1933	2320	22	0.7986	14.016
2132	2320	22	0.8369	-68.062
2320	3670	22	1.0	-0.000
2320	3675	22	0.8331	-83.948
2320	3865	22	0.8369	68.062
117	295	22	0.8364	-42.010
295	361	22	0.8932	12.036
295	1301	22	0.8149	10.057
295	1366	22	0.8364	42.011
295	2660	22	0.8364	42.010
295	2905	22	0.8151	21.948
295	2997	22	0.8932	12.036
295	3641	22	0.8432	54.048
295	3642	22	0.7926	63.992
295	3994	22	0.8151	21.948
199	2591	22	1.0	0.000
2457	2591	22	1.0	0.000
2591	3045	22	0.8389	-37.979
2591	3126	22	0.8389	-37.979
2591	3241	22	0.7966	-8.005
2591	3833	22	0.8389	-37.979
2591	4093	22	0.836	14.016
384	2711	22	1.0	-0.000
161	2403	22	0.7926	27.995
801	2403	22	0.7846	-30.010
1044	2403	22	0.9057	-17.029
2144	2403	22	0.7926	27.996
2403	2798	22	0.9057	17.029
2403	3113	22	0.9357	0.000
2403	3114	22	0.8999	17.027
2403	3283	22	0.8478	-14.016
2403	3485	22	0.8824	-162.052
117	1366	22	1.0	0.000
1366	2660	22	1.0	-0.000
1366	2895	22	0.845	-22.078
1366	3519	22	0.845	-22.079
376	2505	22	0.9657	0.000
801	2505	22	0.8268	-132.042
2505	2567	22	0.9657	-0.000
2505	2868	22	0.8029	-136.015
2505	3045	22	0.7936	-30.011
2505	3126	22	0.7936	-30.010
2505	3833	22	0.7936	-30.011
2505	4093	22	0.8043	21.984
12	4177	22	0.9774	0.000
40	4177	22	0.9498	-35.037
89	4177	22	0.9378	-17.026
93	4177	22	0.9504	-162.053
113	4177	22	0.935	-180.063
1739	4177	22	0.9232	-17.027
1749	4177	22	0.9232	-17.027
2847	4177	22	1.0	0.000
2858	4177	22	0.9642	-35.037
3205	4177	22	0.9756	0.015
4177	4188	22	0.9774	-0.000
12	1749	22	0.9207	17.027
40	1749	22	0.9305	-18.010
89	1749	22	0.9239	0.000
113	1749	22	0.9181	-163.037
1739	1749	22	1.0	0.000
1749	2847	22	0.9232	-17.027
1749	2858	22	0.9401	18.010
1749	3205	22	0.928	-17.042
1749	4188	22	0.9207	-17.027
2148	2283	22	0.8622	-30.010
361	2997	22	1.0	0.000
417	2997	22	0.8303	28.031
1301	2997	22	0.8112	1.979
2997	3037	22	0.8303	-28.031
2997	3641	22	0.8236	42.012
1152	3284	22	0.9172	-162.053
1787	3284	22	0.7951	-162.053
3283	3284	22	0.8185	-162.016
12	93	22	0.9485	162.053
40	93	22	0.9551	127.016
93	113	22	0.9512	18.011
93	2847	22	0.9504	-162.053
93	2858	22	0.9598	-127.016
93	2871	22	0.9328	-14.016
93	3205	22	0.9444	-162.068
93	3962	22	0.9376	0.000
93	4188	22	0.9485	-162.053
201	2463	22	0.9206	-0.036
1152	2463	22	0.856	-14.052
1787	2463	22	0.7863	-14.052
2463	3283	22	0.8629	14.015
199	3833	22	0.8389	-37.979
2457	3833	22	0.8389	-37.979
3045	3833	22	1.0	-0.000
3126	3833	22	1.0	-0.000
3833	4093	22	0.8365	51.995
3641	3642	22	0.8475	9.944
1044	2798	22	1.0	0.000
1044	3113	22	0.8766	-17.029
1044	3114	22	0.9801	-0.001
1044	3485	22	0.8019	-179.081
117	2660	22	1.0	0.000
2660	2895	22	0.845	-22.078
2660	3519	22	0.845	-22.078
117	2895	22	0.845	-22.078
1329	2895	22	0.8228	-56.062
2692	2895	22	0.8228	-56.063
2895	2905	22	0.8565	2.016
2895	3519	22	1.0	-0.000
2895	3641	22	0.8644	34.116
2895	3994	22	0.8565	2.016
12	4188	22	1.0	0.000
40	4188	22	0.9534	-35.037
89	4188	22	0.9277	-17.027
113	4188	22	0.94	-180.063
1739	4188	22	0.9207	-17.027
2847	4188	22	0.9774	-0.000
2858	4188	22	0.9626	-35.037
3205	4188	22	0.9733	0.015
1326	2988	22	0.8867	95.037
2988	4069	22	1.0	0.000
12	1739	22	0.9207	17.027
40	1739	22	0.9305	-18.010
89	1739	22	0.9239	0.000
113	1739	22	0.9181	-163.037
1739	2847	22	0.9232	-17.027
1739	2858	22	0.9401	18.010
1739	3205	22	0.928	-17.042
161	3113	22	0.8046	27.995
2144	3113	22	0.8046	27.996
2798	3113	22	0.8766	-17.029
3113	3114	22	0.8707	17.027
3113	3283	22	0.8285	-14.016
3113	3485	22	0.8564	-162.052
1329	2905	22	0.7996	-54.047
2692	2905	22	0.7996	-54.047
2905	3519	22	0.8565	-2.016
2905	3641	22	0.8767	32.100
2905	3994	22	1.0	0.000
117	3519	22	0.845	-22.078
161	1152	22	0.8217	14.016
201	1152	22	0.8577	14.016
1152	1787	22	0.8533	0.000
1152	2144	22	0.8217	-14.017
1661	2118	22	0.9776	0.000
1933	2118	22	0.8774	-21.984
2075	2118	22	0.9047	42.011
2078	2118	22	0.9813	-0.001
2118	2132	22	0.9139	104.062
2118	2245	22	0.8966	-56.063
2118	2262	22	0.8668	-12.000
2118	3675	22	0.8444	-47.948
2118	3865	22	0.9139	104.062
361	417	22	0.8303	-28.031
417	3037	22	1.0	0.000
199	2457	22	1.0	-0.000
2457	3045	22	0.8389	-37.979
2457	3126	22	0.8389	-37.978
2457	3241	22	0.7966	-8.004
2457	4093	22	0.836	14.016
1661	2075	22	0.9054	-42.011
1933	2075	22	0.8239	-63.995
2075	2078	22	0.9145	42.012
2075	2132	22	0.915	146.073
2075	2245	22	0.848	-14.052
2075	2262	22	0.9014	30.011
2075	3628	22	0.8179	10.057
2075	3675	22	0.8198	-5.937
2075	3865	22	0.915	146.073
199	3045	22	0.8389	-37.979
199	3126	22	0.8389	-37.979
199	3241	22	0.7966	-8.004
199	4093	22	0.836	14.016
376	2868	22	0.823	-136.015
2567	2868	22	0.823	-136.015
361	1301	22	0.8112	-1.979
376	1301	22	0.7865	-45.969
1301	2567	22	0.7865	45.969
161	997	22	0.9107	33.984
997	1198	22	0.8944	14.016
997	2144	22	0.9107	-33.985
997	2668	22	1.0	-0.000
997	2871	22	0.9164	100.053
997	3938	22	1.0	0.000
1661	2245	22	0.9017	-56.062
1933	2245	22	0.8547	-78.046
2078	2245	22	0.9085	-56.064
2132	2245	22	0.8549	-160.125
2245	2262	22	0.8478	44.063
2245	2424	22	0.8315	76.033
2245	3675	22	0.8384	8.114
2245	3865	22	0.8549	160.125
2148	3628	22	0.7898	10.057
3241	4093	22	0.7912	22.021
1661	3865	22	0.91	104.062
1933	3865	22	0.8585	82.079
2078	3865	22	0.9139	104.061
2132	3865	22	1.0	0.000
2262	3865	22	0.8797	116.062
3670	3865	22	0.8369	68.063
12	89	22	0.9277	17.027
40	89	22	0.9407	-18.011
89	2847	22	0.9378	-17.026
89	2858	22	0.9538	18.011
89	3205	22	0.9384	-17.041
161	2668	22	0.9107	33.984
1198	2668	22	0.8944	-14.016
2144	2668	22	0.9107	33.985
2668	2871	22	0.9164	100.053
2668	3938	22	1.0	0.000
1661	1933	22	0.8795	21.984
1661	2078	22	0.9831	0.001
1661	2132	22	0.91	104.062
1661	2262	22	0.8677	-12.000
1661	3675	22	0.8465	-47.948
376	2567	22	1.0	-0.000
801	2567	22	0.8325	-132.043
2567	4093	22	0.8116	21.984
12	113	22	0.94	180.063
40	113	22	0.9577	145.026
113	2847	22	0.935	-180.063
113	2858	22	0.9652	-145.026
113	3205	22	0.937	-180.078
201	3283	22	0.8444	13.979
1329	2692	22	1.0	0.000
1329	3519	22	0.8228	-56.063
1329	3641	22	0.8411	-21.946
1329	3994	22	0.7996	-54.047
12	40	22	0.9534	35.037
40	2847	22	0.9498	-35.037
40	2858	22	0.975	0.000
40	3205	22	0.9479	-35.052
2692	3519	22	0.8228	-56.063
3519	3641	22	0.8644	34.116
3519	3994	22	0.8565	2.016
161	904	22	0.7955	19.969
161	2144	22	1.0	-0.000
161	3938	22	0.9107	33.984
1933	2132	22	0.8585	82.079
2078	2132	22	0.9139	104.061
2132	2262	22	0.8797	-116.062
2132	3670	22	0.8369	-68.063
12	2847	22	0.9774	0.000
2847	2858	22	0.9642	35.037
2847	3205	22	0.9756	-0.015
2798	3485	22	0.8019	-179.081
3114	3485	22	0.7959	-179.079
3045	3126	22	1.0	0.000
3045	4093	22	0.8365	51.995
3126	4093	22	0.8365	51.995
361	3037	22	0.8303	-28.031
361	3641	22	0.8236	42.012
376	801	22	0.8325	132.042
2798	3114	22	0.9801	-0.001
2692	3641	22	0.8411	-21.947
2692	3994	22	0.7996	-54.047
1326	4069	22	0.8867	95.037
1933	2262	22	0.8105	-33.983
2078	2262	22	0.8767	-12.001
2262	3675	22	0.8207	-35.948
12	2858	22	0.9626	35.037
2858	3205	22	0.9621	-35.052
1326	1548	22	0.9083	-23.017
1326	2871	22	0.9106	78.010
1198	2871	22	0.9061	86.037
1198	3938	22	0.8944	-14.016
3641	3994	22	0.8767	-32.100
376	4093	22	0.8116	21.984
1933	2078	22	0.8773	-21.983
1933	3670	22	0.7986	14.016
904	2144	22	0.7955	-19.970
3670	3675	22	0.8331	-83.948
1548	2871	22	0.9154	101.027
2078	3675	22	0.8524	-47.949
2144	3938	22	0.9107	33.985
2871	3938	22	0.9164	-100.053
201	1787	22	0.7954	14.016
12	3205	22	0.9733	-0.015
1880	2047	23	1.0	0.000
1880	2048	23	1.0	0.000
1880	2828	23	1.0	-0.000
2047	2048	23	1.0	-0.000
2048	2828	23	1.0	-0.000
2047	2828	23	1.0	-0.000
1554	4365	25	0.8526	0.141
1605	4365	25	0.8537	14.154
1715	4365	25	0.8284	-41.867
1736	4365	25	0.7701	-1.092
1741	4365	25	0.7968	28.173
1763	4365	25	0.8273	0.142
2404	4365	25	0.732	1.009
2471	4365	25	0.7264	1.134
1554	1763	25	0.9637	-0.001
1605	1763	25	0.8896	14.012
1715	1763	25	0.8806	-42.009
1736	1763	25	0.8247	-1.234
1737	1763	25	0.7712	-35.037
1741	1763	25	0.9094	28.031
1763	1904	25	0.7298	-14.017
1763	2404	25	0.8639	-0.867
1763	2471	25	0.8738	-0.992
1554	1904	25	0.7533	-14.017
1605	1904	25	0.7201	-0.004
1715	1904	25	0.711	-56.026
1741	1904	25	0.7385	14.014
1554	1737	25	0.8168	35.036
1605	1737	25	0.7575	49.049
1715	1737	25	0.7389	-6.972
1736	1737	25	0.7311	33.803
1737	1741	25	0.7129	-63.068
1737	2404	25	0.7204	-35.904
1554	1736	25	0.8413	1.234
1605	1736	25	0.8317	15.247
1715	1736	25	0.8269	-40.775
1736	1741	25	0.8047	-29.265
1736	2404	25	0.7425	-2.101
1736	2471	25	0.7536	-2.226
1554	2471	25	0.8599	-0.993
1605	2471	25	0.803	13.020
1715	2471	25	0.8248	-43.001
1741	2471	25	0.8171	27.039
2404	2471	25	0.9097	-0.125
1554	1715	25	0.8998	42.009
1605	1715	25	0.8944	56.022
1715	1741	25	0.8598	-70.040
1715	2404	25	0.7975	-42.877
1554	1741	25	0.9135	-28.032
1605	1741	25	0.8332	-14.019
1741	2404	25	0.8124	27.164
1554	2404	25	0.8638	-0.868
1605	2404	25	0.7987	13.145
1554	1605	25	0.9241	-14.013
1666	3093	27	1.0	0.000
1912	3789	29	1.0	0.000
504	3778	31	0.7906	0.001
1168	3778	31	0.7941	0.000
322	4016	31	0.7936	0.000
954	1362	31	0.7178	216.151
957	1362	31	0.7053	26.015
1362	3942	31	0.7053	-26.015
957	3942	31	1.0	0.000
1063	3942	31	0.7471	-26.016
1480	3942	31	0.7471	-26.016
504	1168	31	0.8504	0.000
504	4016	31	0.7286	-30.982
881	1001	31	0.7042	18.011
2334	4016	31	0.7514	18.009
118	243	31	0.7351	18.010
243	1168	31	0.7479	28.966
243	3591	31	0.7351	-18.010
1001	1063	31	0.7031	-74.037
1001	1168	31	0.7254	-227.217
1001	1480	31	0.7031	-74.037
957	1480	31	0.7471	26.016
1063	1480	31	1.0	0.000
957	1063	31	0.7471	26.016
118	3591	31	1.0	0.000
4198	4203	33	0.9028	0.005
4198	4225	33	0.7376	-45.058
4203	4256	33	0.7012	-45.058
4225	4256	33	0.7246	0.005
4203	4225	33	0.7376	-45.063
1635	3275	34	0.8328	-0.001
2876	3275	34	0.8328	-0.001
346	462	34	0.825	-34.021
395	462	34	0.8112	-8.006
452	462	34	0.8419	-74.052
462	465	34	0.8021	-14.016
462	1322	34	0.8321	-0.000
462	2278	34	0.8112	8.006
462	3780	34	0.7989	-167.140
123	3950	34	0.7376	-15.995
3805	3950	34	0.8478	0.000
20	4053	34	0.8872	-0.002
1573	4053	34	0.8815	-0.002
2121	4053	34	0.8815	-0.002
2467	4053	34	0.9077	-0.005
2571	4053	34	0.8851	-0.002
246	385	34	1.0	-0.000
246	2108	34	0.8027	-192.150
246	2124	34	0.8101	-192.150
285	3740	34	0.7344	0.004
63	2278	34	0.8481	0.000
395	2278	34	1.0	0.000
687	2278	34	0.806	-18.010
2278	3054	34	0.806	18.010
44	74	34	0.8567	0.000
74	2108	34	0.8048	-1.007
74	2124	34	0.7978	-1.006
74	2566	34	0.8397	0.000
74	3304	34	0.8397	0.002
48	146	34	0.8669	176.158
146	346	34	0.8453	8.005
146	452	34	0.8559	48.036
146	2467	34	0.844	-193.157
146	2736	34	0.8575	-210.162
146	2768	34	0.8473	-192.151
146	2784	34	0.8473	-192.151
146	2815	34	0.8669	-176.157
146	3786	34	1.0	-0.000
146	4115	34	0.8669	-176.157
20	2121	34	0.9342	0.000
1573	2121	34	1.0	0.000
2121	2467	34	0.9128	0.003
2121	2571	34	0.9494	-0.000
44	3805	34	0.7814	0.000
123	3805	34	0.7429	-15.995
48	2784	34	0.8909	-15.993
1593	2784	34	0.8427	18.009
1635	2784	34	0.8312	15.995
2736	2784	34	0.8867	18.011
2768	2784	34	1.0	0.000
2784	2815	34	0.8841	15.994
2784	2876	34	0.8312	-15.995
2784	3786	34	0.8473	192.151
2784	4115	34	0.8841	15.994
237	2108	34	0.8431	-2.014
285	2108	34	0.8356	15.996
385	2108	34	0.8027	-192.150
1635	2108	34	0.8386	-18.009
2108	2124	34	0.912	0.000
2108	2876	34	0.8386	18.009
84	1593	34	0.7964	0.001
48	2768	34	0.8909	-15.993
1593	2768	34	0.8427	18.008
1635	2768	34	0.8312	15.995
2736	2768	34	0.8867	18.011
2768	2815	34	0.8841	15.994
2768	2876	34	0.8312	-15.995
2768	3786	34	0.8473	192.151
2768	4115	34	0.8841	15.995
123	3954	34	0.8506	-0.001
44	237	34	0.7839	1.007
237	285	34	0.8266	-18.010
237	2124	34	0.8637	-2.013
285	1310	34	0.7934	0.001
48	3786	34	0.8669	176.158
346	3786	34	0.8453	-8.005
452	3786	34	0.8559	-48.037
2467	3786	34	0.844	193.157
2736	3786	34	0.8575	210.162
2815	3786	34	0.8669	176.157
3786	4115	34	0.8669	-176.156
20	2736	34	0.8696	-17.002
48	2736	34	0.8593	-34.004
2467	2736	34	0.8628	-17.005
2571	2736	34	0.8685	-17.002
2736	2815	34	0.8593	34.005
2736	4115	34	0.8593	34.005
385	2124	34	0.8101	-192.150
48	346	34	0.8686	184.163
48	1593	34	0.857	-34.001
48	2467	34	0.8469	-16.999
48	2815	34	1.0	0.001
48	4115	34	1.0	0.002
452	465	34	0.8213	-88.069
452	687	34	0.8274	-48.036
452	3054	34	0.8274	-48.036
395	3054	34	0.806	18.010
465	3054	34	0.8067	40.032
687	3054	34	1.0	0.000
20	2467	34	0.913	0.003
1573	2467	34	0.9128	0.003
2467	2571	34	0.9133	-0.003
2467	2815	34	0.8469	17.000
2467	4115	34	0.8469	17.000
346	4115	34	0.8686	-184.162
1593	4115	34	0.857	34.003
2815	4115	34	1.0	0.000
44	123	34	0.7635	15.995
44	2124	34	0.7928	-1.006
44	2566	34	0.8789	0.000
44	3304	34	0.8789	0.002
395	687	34	0.806	18.010
465	687	34	0.8067	40.032
346	2815	34	0.8686	-184.162
2566	3304	34	1.0	0.002
285	2124	34	0.8445	15.997
1635	2124	34	0.8442	-18.009
2124	2876	34	0.8442	18.009
63	395	34	0.8481	0.000
1593	2815	34	0.857	34.003
20	1573	34	0.9342	-0.000
1573	2571	34	0.9494	-0.000
1635	2876	34	1.0	-0.000
20	2571	34	0.9407	-0.000
1738	2316	35	0.7189	30.010
1782	2316	35	0.801	-0.000
1807	2316	35	0.7017	209.088
1894	2316	35	0.8386	-0.000
2316	2468	35	0.8401	0.001
1582	1807	35	0.7362	0.001
1582	2745	35	1.0	-0.000
1807	3044	35	0.7637	14.014
2441	3044	35	0.7617	0.000
3044	3636	35	1.0	-0.000
1807	2745	35	0.7362	-0.002
2441	3636	35	0.7617	0.000
1807	2861	35	0.7952	15.993
2861	2924	35	0.7179	47.037
1807	3636	35	0.7637	14.014
1738	1782	35	0.7165	30.010
1738	1894	35	0.7529	30.010
1738	2468	35	0.7295	30.011
1782	1807	35	0.7227	-209.089
1807	1894	35	0.782	209.089
1807	2468	35	0.7964	209.089
1782	1894	35	0.8246	-0.000
1894	2468	35	0.8746	0.000
1782	2468	35	0.8164	0.000
1840	1873	36	1.0	0.000
2928	3969	37	1.0	0.001
86	2844	40	0.9175	14.016
447	2844	40	0.8797	18.011
460	2844	40	1.0	0.000
590	2844	40	0.9244	-14.016
2844	4363	40	0.8797	-18.011
946	1302	40	0.865	18.011
86	590	40	0.8552	28.031
460	590	40	0.9244	14.016
590	677	40	0.898	-18.011
447	460	40	0.8797	18.011
447	677	40	0.9074	14.016
447	946	40	0.842	-42.047
447	4363	40	1.0	0.000
86	460	40	0.9175	14.016
460	4363	40	0.8797	-18.011
86	2125	40	0.8567	0.000
677	946	40	0.8481	-56.062
677	4363	40	0.9074	-14.016
946	4363	40	0.842	42.047
261	666	42	0.914	0.010
666	2050	42	0.8463	-0.010
666	2051	42	0.8782	0.000
666	4089	42	0.8782	-0.010
261	4089	42	0.9232	-0.000
2050	4089	42	0.9143	-0.000
2051	4089	42	1.0	-0.011
261	2051	42	0.9232	0.010
2050	2051	42	0.9143	0.010
261	2050	42	0.9217	0.000
3162	3930	44	0.9468	-0.000
3251	3930	44	1.0	-0.000
3271	3930	44	0.852	30.010
3162	3251	44	0.9468	0.000
3162	3271	44	0.8601	-30.011
3251	3271	44	0.852	-30.011
139	1580	45	0.946	-17.027
787	1580	45	0.9314	28.031
1324	1580	45	0.944	-17.027
1580	1953	45	0.9437	-145.027
1580	2288	45	0.9438	17.027
1580	2846	45	0.9488	0.036
1580	2853	45	0.9384	17.062
1449	3182	45	0.9077	147.979
1631	3182	45	0.9266	-138.068
1642	3182	45	0.9212	-138.069
1647	3182	45	0.9205	-108.057
2486	3182	45	0.9266	-138.068
2908	3182	45	0.9287	-91.067
3168	3182	45	0.9747	17.026
3182	3212	45	0.9181	-45.058
3182	3213	45	0.9089	138.069
3182	3757	45	0.9077	-147.979
787	3024	45	0.9484	14.015
1682	3024	45	1.0	-0.000
1551	1688	45	0.9241	-14.015
1568	1688	45	0.9171	-56.026
1569	1688	45	0.8984	14.016
1574	1688	45	0.9244	-14.015
1595	1688	45	0.86	-27.995
1615	1688	45	0.9299	-0.000
1668	1688	45	0.9219	-14.015
1688	1718	45	0.8959	-14.016
1688	1762	45	0.8484	42.011
1551	1718	45	0.9089	-28.031
1568	1718	45	0.9083	-70.042
1569	1718	45	0.8757	0.000
1574	1718	45	0.906	-28.031
1595	1718	45	0.8477	-42.011
1615	1718	45	0.906	-14.016
1668	1718	45	0.909	-28.031
1718	1762	45	0.8407	56.026
326	1587	45	0.9253	256.073
712	1587	45	0.9663	-0.000
1324	1587	45	0.9423	174.053
1587	2292	45	0.9618	0.000
1587	2428	45	0.9369	-156.042
1587	2846	45	0.9364	-191.043
1587	2853	45	0.9462	-174.017
1587	3663	45	0.9663	0.000
572	781	45	0.8862	104.974
572	936	45	0.9103	-0.000
572	3176	45	0.8996	130.953
572	3234	45	0.8897	147.980
572	3560	45	0.9601	108.021
88	3609	45	0.9229	18.011
173	3609	45	0.9826	0.000
